first_name,last_name,dob,year_of_birth,gender,zip,address
else,meister,19451226,1945,F,86642,walburga-krebs-ring 2
anka,zimmer,19730819,1973,F,45649,hella-weller-gasse 856
aloisia,heinrich,19741002,1974,F,93454,schaeferplatz 949
mijo,ziegert,19590314,1959,M,10937,steuerallee 56
tania,trapp,19710708,1971,F,12591,faustgasse 3
radmila,bolander,20050304,2005,F,61799,stahrallee 66
lisa,kade,19640322,1964,F,9048,hentschelgasse 24
lea,geissler,19830603,1983,F,65555,plathring 39
britta,doehn,19971109,1997,F,31511,klappgasse 60
emilie,jopich,20060817,2006,F,51039,ditmar-ebert-weg 54
gabriella,kade,19741010,1974,F,30599,baumgasse 740
roy,staude,19810318,1981,M,74275,saeuberlichallee 6
max,hettner,20070710,2007,M,44683,rebecca-kabus-weg 591
marlies,rudolph,19650613,1965,F,70402,antonietta-trub-weg 2
dorothea,koch,19761120,1976,F,95273,ansgar-heinrich-strasse 48
michelle,auchschlauchin,19821002,1982,F,97071,martin-hiller-ring 18
zita,juncken,19971118,1997,F,24506,wagnerstrasse 2
fernando,binner,19530424,1953,M,15860,dippelring 8
katy,kraushaar,19950616,1995,F,74189,gehringerring 22
ortwin,rudolph,19671023,1967,M,27856,nina-bachmann-ring 8
beatrice,reichmann,19610915,1961,F,69710,albin-koch-strasse 28
marion,benthin,19620529,1962,F,64888,marjan-hande-ring 3
antje,juncken,19780421,1978,F,87494,karzstrasse 8
veronika,mangold,19820708,1982,F,97220,kochstrasse 1
franz,bender,19570812,1957,M,44229,waehnerstrasse 6
dietmar,trommler,20040129,2004,M,93086,ira-johann-weg 66
gertrud,noack,19600930,1960,F,63019,aneta-cichorius-strasse 76
bjoern,haering,19770122,1977,M,77864,wilhelmine-foerster-strasse 8
elisa,gumprich,19450410,1945,F,67630,flantzstrasse 47
ulrike,gumprich,19970430,1997,F,63633,kathleen-beyer-strasse 68
jonas,boernertroest,19541115,1954,M,25153,beierring 76
emilia,dussenvanbauer,19540607,1954,F,87727,lotti-roehrdanz-ring 98
markus,auchschlauchin,19921203,1992,M,77380,weihmannstrasse 98
nicolaus,baererseifert,19470205,1947,M,28861,suse-waehner-platz 382
antonia,loewer,19560530,1956,F,60549,ringstrasse 719
klauspeter,roehricht,19801105,1980,M,44928,joseph-ehlert-allee 43
hanno,hertrampf,19960414,1996,M,51306,walterweg 30
laurenz,doering,19750327,1975,M,3875,eckhart-baum-strasse 52
irene,jacob,19981107,1998,F,203,butteallee 96
eckart,greingroth,19790925,1979,M,50815,carolin-muelichen-strasse 12
gitta,heinrich,19480530,1948,F,52638,fritschweg 4
delia,stey,19480119,1948,F,48053,segebahnstrasse 56
heinzguenther,haering,19931119,1993,M,47255,norman-lehmann-strasse 188
renato,werner,19880731,1988,M,58105,henkstrasse 2
ayten,anders,20070306,2007,F,60756,marjan-roemer-weg 9
hansludwig,weiss,19701126,1970,M,16937,guido-briemer-allee 3
andré,stroh,19910325,1991,M,61773,suzanne-fritsch-ring 78
philipp,wilmssorgatz,19671007,1967,M,18115,eckbauerring 21
reiner,textor,19681209,1968,M,4894,radmila-kitzmann-gasse 92
walter,lachmanngumprich,19660323,1966,M,11389,ebertgasse 72
nadine,jessel,19610306,1961,F,99216,marliese-fliegner-strasse 269
heidemarie,gehringer,19620819,1962,F,73503,ignaz-sontag-strasse 212
christine,killer,19490701,1949,F,62058,kranzgasse 43
chantal,renner,19890207,1989,F,23682,francis-becker-strasse 58
gretel,gertzmaelzer,19851030,1985,F,16043,dolores-juettner-gasse 2
carlo,kambs,19880613,1988,M,40636,abram-hoelzenbecher-weg 51
nicole,stolze,19740121,1974,F,28210,textorweg 20
marco,dussenvan,19881008,1988,M,76160,kaspar-kranz-platz 2
tadeusz,kaester,20031010,2003,M,4397,geislerring 9
gotthold,dippel,19630317,1963,M,21513,schottinstrasse 26
aribert,nerger,19901021,1990,M,18720,margret-boucsein-allee 75
rabea,tlustek,19610116,1961,F,62439,zaenkergasse 3
marika,hermann,19891003,1989,F,56744,plathstrasse 32
karolina,ernst,19931213,1993,F,17057,giessstrasse 18
jensuwe,thies,19900827,1990,M,5118,geiselgasse 30
larissa,scheel,19941116,1994,F,76419,elisabeth-weller-weg 12
leonore,mentzel,19671027,1967,F,65744,manfred-adler-ring 12
lisa,mans,19480721,1948,F,69957,horst-jacob-platz 88
luisa,neureuther,19740603,1974,F,2746,stiebitzplatz 84
tamara,scheel,19580624,1958,F,99880,karlheinz-haenel-platz 730
rotraud,saeuberlich,19720109,1972,F,43080,stanislaw-vollbrecht-allee 31
irmela,klotz,19850813,1985,F,67829,wulffgasse 196
zenta,schweitzer,19800731,1980,F,80570,cathleen-heintze-allee 5
asta,junckenstiebitz,19470728,1947,F,88809,bonbachgasse 85
antonio,rust,19810115,1981,M,65598,valentina-mende-gasse 724
apollonia,gerlach,19670514,1967,F,91181,van der dussenweg 59
mirjam,paertzelt,19470725,1947,F,26640,mitschkestrasse 67
ehrhard,freudenberger,19960301,1996,M,1183,rolf-dieter-mielcarek-gasse 9
eduard,gute,20040426,2004,M,61210,hans juergen-doerr-strasse 2
siegried,schlosser,19620306,1962,U,1894,jaekelstrasse 5
philomena,kraus,19940919,1994,F,45713,siegmund-budig-allee 49
lena,schlosser,19590824,1959,F,77532,davidsweg 27
linda,doering,19600403,1960,F,27487,atzlerweg 2
gina,baererhiller,19510702,1951,F,11351,carina-niemeier-strasse 34
kazim,schuchhardt,19690915,1969,M,47766,dorothea-naser-strasse 30
lena,berger,19530928,1953,F,73980,alwin-schueler-strasse 10
hassan,loeffler,19710809,1971,M,37809,roggeplatz 63
imre,davids,19620302,1962,M,39590,abram-spiess-platz 835
swetlana,rohleder,19800414,1980,F,82457,roman-bauer-ring 7
hassan,anders,19830929,1983,M,84882,stjepan-schinke-gasse 1
victoria,werner,19810606,1981,F,95176,fiebigplatz 7
rudi,raedel,20060704,2006,M,79486,conradigasse 2
berend,foerster,19670319,1967,M,94095,leopold-mosemann-weg 21
erhard,rust,19570504,1957,M,58227,anneliese-eimer-weg 1
hansotto,froehlich,20020603,2002,M,57616,paffrathallee 90
niklas,schinke,20070228,2007,M,15514,heinzring 1
aleksej,scheuermann,19840409,1984,M,63813,ortmannplatz 1
pius,gierschner,19911122,1991,M,97749,scholtzstrasse 70
lucia,karzhuhn,19790611,1979,F,50771,tobias-troest-platz 878
gabor,buchholz,19690912,1969,U,71821,wernerstrasse 2
armin,sauer,19860502,1986,M,35344,janusz-beer-allee 5
dursun,bohnbach,19611213,1961,M,72336,tlustekgasse 51
peer,soeding,19571213,1957,M,70027,beckmannweg 52
magret,hoerle,19961027,1996,F,70377,margrafweg 69
monika,stadelmann,19920614,1992,F,35401,alice-kambs-ring 51
maximilian,paffrath,19740312,1974,M,29312,kostolzinstrasse 62
jolanda,eckbauer,19631125,1963,F,58685,ottoplatz 97
aleksej,bohnbach,19960906,1996,M,16533,dietmar-hamann-weg 56
leander,suessebier,20060906,2006,M,22246,josefa-henschel-weg 98
caroline,metz,19490309,1949,F,83436,reinhardtallee 546
philippe,trommler,19831112,1983,M,10459,knut-huebel-platz 39
nadin,kranz,19880906,1988,F,51287,drubinring 80
marjan,kruschwitz,19860716,1986,M,30296,heidelore-loeffler-allee 3
apostolos,noack,19830802,1983,M,53220,greta-hande-weg 94
anthony,boucsein,19821102,1982,M,29946,petros-cichorius-ring 9
agata,boernerwohlgemut,19710827,1971,F,80978,sophie-trupp-gasse 8
heiko,reuter,20040912,2004,M,22683,bohlanderallee 25
fredy,roemer,19850722,1985,M,78049,gorlitzplatz 2
ingeborg,schaefer,20000831,2000,F,47867,loewerring 86
ilja,stahr,19830508,1983,M,98108,cemal-reinhardt-weg 81
mattias,segebahn,19741122,1974,M,82897,liebeltring 2
vitali,schaefer,19900906,1990,M,40392,rennerweg 4
benjamin,jungfer,19550826,1955,M,29904,annegrete-neureuther-weg 61
reinhold,seifert,20030318,2003,M,74841,virginia-heidrich-strasse 4
gundi,juncken,19960726,1996,F,7844,hans-michael-briemer-platz 408
liliana,hoevel,19841011,1984,F,4896,buttestrasse 83
william,dussenvan,19721005,1972,M,75252,babett-scheel-weg 56
burkard,steinberg,19870711,1987,M,12793,cetin-etzler-ring 3
doreen,saeuberlich,19860516,1986,F,65423,wilma-steinberg-ring 443
elisabet,gute,19860610,1986,F,12161,karzstrasse 4
nicolai,weller,19851023,1985,M,60082,drewesweg 732
carolin,bachmann,19491202,1949,F,87985,fiebigweg 5
antoinette,thies,19900606,1990,F,99545,jockelgasse 9
katharina,jopich,19850814,1985,F,61815,loechelring 3
guiseppe,fiebig,19470629,1947,U,92713,heidemarie-patberg-ring 91
irmtraut,schottin,19780320,1978,F,15949,imre-steuer-weg 324
priska,lindnerhuebel,19911110,1991,F,17306,nettestrasse 405
danilo,holt,19891005,1989,M,47825,weinhagegasse 640
evelyn,schulz,19720110,1972,F,30031,timm-ullrich-weg 99
hansuwe,keudel,19811029,1981,M,16427,abdul-graf-allee 501
mariola,greingroth,20030818,2003,F,43284,birgitta-gunpf-gasse 856
mike,mueller,19480405,1948,M,21727,darko-zobel-strasse 83
benjamin,walter,19940204,1994,M,10083,lidia-zimmer-strasse 92
waltraut,killer,20020222,2002,F,14262,dussen vanplatz 2
janpeter,heinrich,19930517,1993,M,18172,elfriede-geisel-strasse 19
edeltraut,steinberg,19530602,1953,F,57795,karin-jaehn-allee 1
timo,loos,19811228,1981,M,25382,sigrun-van der dussen-platz 66
pirmin,huhn,19560907,1956,M,4693,pruschkeweg 21
carla,maelzer,19881221,1988,F,29814,meyerstrasse 23
dennis,bender,19950707,1995,M,68240,sontagplatz 806
woldemar,jaekelheidrich,20060721,2006,M,81794,hellwigplatz 337
swen,barkholz,19641217,1964,M,47625,bonbachgasse 606
klausguenter,bruder,19480907,1948,M,58379,vollbrechtplatz 48
gerolf,hellwig,19920824,1992,M,7165,ansgar-mitschke-ring 85
maik,hein,19550616,1955,M,53805,baehrgasse 41
hartmuth,stiebitz,19880507,1988,M,48668,steuergasse 74
norma,sauer,20020418,2002,F,82737,rosenowstrasse 1
sofia,stiffel,20040628,2004,F,34032,mansgasse 55
meike,junitz,19951205,1995,U,53454,aloys-hoffmann-gasse 71
yasemin,jungfer,19820813,1982,F,70264,matthaeiweg 974
heimo,hoffmann,19480404,1948,M,81388,ullmannplatz 31
diethard,johann,19941105,1994,M,15001,gierschnerallee 5
katarina,lehmann,19830306,1983,F,71977,wilmsstrasse 36
kristiane,mans,19900331,1990,F,26730,jaekelgasse 23
michaele,kuhl,19880219,1988,F,93382,paulo-suessebier-platz 95
melissa,nerger,19740524,1974,F,646,anne-kensy-platz 9
larissa,bolander,19910626,1991,F,57751,frank-zobel-strasse 134
corina,schacht,19901201,1990,F,1946,heinzplatz 5
ruth,rogner,20070506,2007,F,28694,heidrichstrasse 704
hassan,gierschner,19500905,1950,M,55512,kitzmannring 25
ada,gotthard,19890414,1989,F,67453,zaenkerring 427
bernadette,benthin,20060716,2006,F,63561,otto-hartung-platz 13
serpil,renner,19810526,1981,F,98754,angelica-riehl-weg 8
marija,gute,19900828,1990,F,93752,tania-kruschwitz-strasse 32
rosamaria,kensy,19830223,1983,F,29032,johannes-fechner-ring 960
annekatrin,vanderdussen,19540516,1954,F,16606,boris-neuschaefer-gasse 84
lidia,nette,20031022,2003,F,57039,henner-misicher-gasse 56
lili,kaesterpaertzelt,19951125,1995,F,60016,nadia-riehl-strasse 826
soenke,haenel,19921106,1992,M,17213,eva-maria-krebs-strasse 45
rena,heidrichjaehn,19610505,1961,F,22896,jozef-johann-gasse 74
marielouise,reichmann,20070623,2007,F,17953,niemeierplatz 890
hedda,jopich,19491102,1949,F,12293,schmiedeckeallee 1
antonina,mitschke,19650405,1965,F,7122,malgorzata-adler-platz 7
karsten,dietz,19920516,1992,M,23521,meral-winkler-gasse 2
gerd,kramer,19830202,1983,M,85584,reisingweg 5
denise,berger,19811128,1981,F,16949,wolfgang-stadelmann-weg 81
georg,roskoth,19760415,1976,M,32319,karsten-hornich-allee 97
kristian,killer,19470604,1947,M,90473,linkegasse 3
walter,dobes,19500731,1950,M,74174,tintzmannstrasse 4
antonietta,thanel,19971113,1997,F,47922,trude-ring-gasse 57
wenke,zahn,19480708,1948,U,2322,lehmannstrasse 15
heinzwalter,mans,19740330,1974,M,45043,raisa-faust-platz 854
franca,vanderdussen,19990322,1999,F,35381,lambert-ring-gasse 4
marek,lehmann,19490718,1949,M,8466,wulf-seifert-allee 38
nikola,juettner,19720324,1972,M,91569,anneliese-gehringer-platz 1402
sevim,rosenow,19650324,1965,F,28780,birnbaumweg 20
franca,wilmsen,19860426,1986,F,1603,dorle-loewer-allee 41
lisa,klemt,19980912,1998,F,97997,killerplatz 3
nadia,keudel,19690425,1969,F,56993,hubert-ernst-gasse 2
mercedes,walter,19971105,1997,F,61848,seifertallee 29
annemarie,gutegunpf,19810617,1981,F,71754,lorchallee 8
kamil,karge,19950106,1995,M,90797,ehrentraud-graf-gasse 4
felizitas,pieper,19490125,1949,F,68122,junkplatz 9
gerhild,knappe,19940607,1994,F,1001,fechnerstrasse 97
sedat,reisingauchschlauchin,19540502,1954,M,62771,steuerplatz 9
nils,bolnbach,19450503,1945,M,36447,bianka-albers-gasse 930
klauswerner,wirth,19610413,1961,M,74509,monja-wohlgemut-allee 68
bernward,siering,19660419,1966,M,59706,inken-foerster-ring 2
valentine,karge,19640617,1964,F,83174,losekannplatz 99
mirjam,troest,19531223,1953,F,31980,wilmsengasse 4
sylvie,heidrich,19820205,1982,F,66617,beergasse 1
enrico,schwital,19880213,1988,M,14834,scheuermannring 24
gerard,dussenvan,19540424,1954,M,74548,wulffweg 5
karolin,matthaeikramer,19620921,1962,F,20329,toni-niemeier-strasse 8
liesbeth,beer,19711030,1971,F,63219,iwona-spiess-platz 3
lucia,henschel,19610705,1961,F,7679,zdenka-roemer-platz 1
arndt,hesse,20040826,2004,M,73913,lindnergasse 53
cynthia,misicher,19600129,1960,F,93895,fredo-hering-ring 73
dorit,ullrich,19770531,1977,F,80248,paul-gerhard-gehringer-gasse 170
jeanette,huhnheser,19980801,1998,F,9028,milka-kroker-weg 567
beate,albers,20021026,2002,F,91917,martin-kruschwitz-ring 7
alois,dippel,19920318,1992,M,55789,haeringstrasse 8
helmtrud,mielcarek,20041125,2004,F,37059,eberthring 51
sigurd,rose,19860917,1986,M,27325,tina-mans-weg 208
elisa,vogt,19540326,1954,F,92758,ritterring 82
antonina,barkholzadler,19450304,1945,F,62182,roerrichtgasse 3
wieslaw,juncken,19950713,1995,U,29182,kathi-gotthard-gasse 47
mechtild,margraf,19900207,1990,F,2530,hellwigring 53
isabella,finke,19991220,1999,F,44751,alessandro-klotz-allee 3
lotte,sontagbirnbaum,19630329,1963,F,71873,drewesring 1
hansuwe,cichoriusmetz,19741007,1974,M,50038,fernando-mans-gasse 262
geza,doehn,20020829,2002,U,62385,karla-noack-gasse 84
carolina,geissler,19450614,1945,F,82421,fritz-trubin-gasse 87
kayuwe,taeschejunken,19920818,1992,M,61063,sontagring 30
ludwig,wagenknechtkoehler,19550124,1955,M,35230,sebastiano-doehn-platz 99
paulheinz,krebs,19560514,1956,M,83437,mathilde-plath-platz 9
krystyna,reichmann,19870415,1987,F,35051,leonore-linke-allee 9
ansgar,eigenwilligbaerer,19551114,1955,M,11829,fiebigstrasse 2
ferdi,freudenberger,19540118,1954,M,51649,henkplatz 9
joachim,atzler,19671120,1967,M,15278,burkhard-beer-weg 27
ehrentraud,kraushaarscheuermann,19890614,1989,F,15248,wagnerstrasse 88
norbert,scheibe,19620408,1962,M,72455,pruschkegasse 9
laila,klotz,19770529,1977,F,1395,paffrathstrasse 9
ewa,trubrudolph,19900602,1990,F,57628,sibylle-striebitz-ring 98
heike,beyer,19940423,1994,F,69260,baererallee 336
fadime,roehrdanz,19550828,1955,F,43929,aldo-mohaupt-allee 72
urszula,hornig,19610520,1961,F,9867,heserring 22
rolfpeter,haenel,20051229,2005,M,11320,marcel-wilms-ring 4
henriette,taeschekuhl,19671022,1967,F,84150,claas-carsten-weg 11
luka,riehl,20040410,2004,M,31876,oliver-harloff-strasse 7
elsbeth,herrmann,19980411,1998,F,39502,sylvia-pruschke-gasse 21
franjo,holsten,19790625,1979,M,561,neureutherstrasse 1144
amir,mitschke,19820119,1982,M,48588,frank-peter-stoll-strasse 74
ahmet,spiess,19741013,1974,M,88806,klotzweg 4
jasmina,roehrdanz,19700908,1970,F,97774,loosallee 56
marie,pieper,19601127,1960,F,53801,austermuehlestrasse 35
vitus,zirme,19741117,1974,M,58256,kobeltgasse 4
jessika,ullrich,19851117,1985,F,46701,resi-drewes-ring 485
evamarie,gertz,19590826,1959,F,47992,gerlind-becker-weg 61
dietmar,hertrampf,19470204,1947,M,14743,boucseinring 9
kenan,mendeklotz,19860226,1986,M,8653,schaafstrasse 85
roland,kobelt,19870719,1987,M,24782,rosemannallee 88
kaiuwe,karz,19991219,1999,M,16722,denny-geisler-weg 84
anne,hoevelmartin,19611213,1961,F,16463,pia-oestrovsky-ring 5
anka,barth,19580804,1958,F,23451,brita-aumann-strasse 9
nicolaus,boucsein,19801108,1980,M,65833,erika-lehmann-strasse 4
jerzy,mentzel,19441014,1944,M,94675,herwig-koch ii-platz 5
thorben,zimmerdrewes,19710401,1971,M,48,zahnring 86
albert,putz,20000426,2000,M,64981,ludger-liebelt-allee 3
wolfdieter,heinz,20061215,2006,M,5242,pedro-muelichen-platz 5
nikolaus,carsten,19471205,1947,M,5714,xaver-meister-platz 16
regina,thanel,19470622,1947,F,38667,eberthstrasse 74
ann,ladeck,19940421,1994,F,88333,sieringallee 5
marisa,henschel,19691118,1969,F,86898,annegret-haering-allee 8
kira,juncken,19880529,1988,F,40326,ingolf-speer-weg 48
eugenie,heuser,19770602,1977,F,22290,piotr-weihmann-platz 6
alwin,rohleder,19840904,1984,M,51649,juan-krebs-platz 27
henriette,gude,19520819,1952,F,96498,giessgasse 64
anneliese,zaenker,19771118,1977,F,42006,tlustekstrasse 52
reinhardt,davidswulff,19730704,1973,M,74089,haeringallee 2
rudolph,gehringer,19590207,1959,M,44202,julian-killer-gasse 3
darko,weimer,19680814,1968,M,22009,kensygasse 3
pauline,kraus,19660314,1966,F,25120,lena-schacht-strasse 5
bela,seidel,19490815,1949,F,53257,urte-maelzer-ring 328
kristin,gnatz,19950130,1995,F,59122,hans-ludwig-schlosser-platz 89
danuta,karz,19930411,1993,F,92849,vogtstrasse 337
mahmut,dehmel,19730618,1973,M,32442,adelgunde-klapp-platz 7
metin,becker,19910821,1991,M,16207,diana-adolph-weg 6
dora,barth,19720209,1972,F,91689,nils-kallert-ring 40
fabienne,linke,19721008,1972,F,79421,conny-schmiedecke-strasse 172
franka,geiselpechel,19550906,1955,F,34001,heinzallee 1
greta,pieper,19990117,1999,F,54815,rena-dietz-platz 60
uwe,kraushaarwinkler,20010713,2001,M,22435,erdogan-kensy-platz 68
auguste,luebs,19531227,1953,M,44532,langeallee 4
alessandro,bauer,19750818,1975,M,25497,luigi-trommler-allee 62
alexandros,nerger,19841214,1984,M,18368,ruediger-boerner-platz 97
othmar,scheibe,20031209,2003,M,74648,marie-theres-schenk-allee 61
vitali,wagenknecht,19560211,1956,M,86164,hans josef-juettner-platz 23
luka,bluemel,19530219,1953,M,34939,fritschweg 76
milan,schleich,19650428,1965,M,81904,reinald-schulz-ring 82
olivia,benthin,19640212,1964,F,53381,sandor-kitzmann-platz 3
detlef,schomber,19580529,1958,M,83369,heinrichring 33
wibke,mentzel,19910512,1991,F,87356,textorallee 82
andreas,junck,20031215,2003,M,48668,mechtild-scholl-ring 21
dragica,hornich,19820513,1982,F,85514,aumanngasse 9
valeri,heydrich,19760407,1976,M,38531,ilias-hoefig-ring 60
rigo,vogt,19541211,1954,M,79191,muelichenweg 51
cora,roemer,20020919,2002,F,81171,zobelallee 8
carmen,roht,19470207,1947,F,14934,suessebierstrasse 5
ingried,pohlseifert,20060115,2006,F,56631,jaentschgasse 64
marie,poelitz,19530820,1953,F,57669,gorlitzring 203
julie,schottin,20060806,2006,F,58109,selim-ullrich-allee 47
utz,roehricht,19500918,1950,M,33914,junkstrasse 68
mariatheresia,thies,19820502,1982,F,97976,bachmannring 72
dogan,weinhage,19710120,1971,U,64944,corinna-koehler-ring 1194
heiko,jungfer,19830317,1983,M,53255,koch iiallee 4
concetta,hettner,20011022,2001,F,65597,nergerstrasse 6
lorenzo,kaesterring,19560518,1956,M,54850,dussen vanallee 374
anka,rogge,19460214,1946,F,65455,rosalie-ditschlerin-strasse 7
hubertine,steinberg,20020118,2002,F,34031,steckelstrasse 5
berndt,bolander,19730214,1973,M,63929,textorstrasse 6
ariane,schinke,20031202,2003,F,88623,ramona-froehlich-ring 70
hannelore,ullmann,19520405,1952,F,70242,warmerstrasse 43
hanserich,dobes,19710201,1971,M,99469,oxana-dippel-strasse 3
ellen,oderwald,19841202,1984,F,43388,heinzweg 21
ingetraud,finke,19890521,1989,F,32199,gitte-bolander-platz 79
nicole,finke,19490113,1949,F,89947,marc-biggen-strasse 3
halil,kraus,19500605,1950,M,53144,roseweg 90
jonas,weinhage,19491211,1949,M,14418,patricia-juettner-weg 15
mirko,bohnbach,19451211,1945,M,78635,gunda-wirth-ring 9
chantal,wesack,19660716,1966,F,14982,gerta-misicher-ring 80
nuran,winklerheintze,19450527,1945,F,98978,lidia-reinhardt-ring 970
edelgard,becker,19940628,1994,F,8779,henriette-drubin-gasse 5
christian,hoerle,19511110,1951,M,29341,ana-siering-weg 48
gabor,muelichen,19470429,1947,U,73262,undine-tlustek-weg 9
hansbernd,losekann,19670905,1967,M,95816,sina-heidrich-gasse 5
hanswalter,hermann,20010702,2001,M,58998,striebitzplatz 5
anika,henschel,20070205,2007,F,62262,heidrichplatz 16
magdalene,fechner,19890626,1989,F,33776,steyallee 24
egbert,trommler,19840211,1984,M,48463,briemergasse 59
marija,zaenker,19530309,1953,F,76848,gisa-kohl-weg 94
tim,birnbaum,19631213,1963,M,18349,fiebigstrasse 6
frithjof,putz,19850910,1985,M,47860,zirmeallee 2
tamara,scholl,19530831,1953,F,99196,karl heinz-hendriks-allee 9
regine,rogner,19610609,1961,F,97396,natalja-geissler-weg 51
lena,trueb,19940528,1994,F,62591,heinrichstrasse 8
liesbeth,steckelstriebitz,19821113,1982,F,81177,centa-stiebitz-gasse 65
piotr,luebs,19890126,1989,M,45266,jochen-warmer-ring 2
mirja,rogge,20050218,2005,F,89522,lisette-rose-platz 255
agnes,heser,19850510,1985,F,47847,kabusplatz 27
sigurd,lindner,19710601,1971,M,1624,weimerallee 4
annett,harloff,20060919,2006,F,61327,alex-klotz-allee 81
karina,meisterhaering,20050613,2005,F,35566,centa-doerschner-platz 6
adam,barthring,19790213,1979,M,23714,frida-jungfer-platz 20
margareta,vollbrecht,19910724,1991,F,76494,kenneth-margraf-strasse 4
siegried,kroker,19630715,1963,U,883,kreinweg 1
anka,schwital,19740629,1974,F,28567,matthaeiallee 5
phillip,tlustek,19650919,1965,M,96539,sibel-kambs-strasse 512
emma,klotz,19521212,1952,F,63518,alexej-baum-gasse 1246
mesut,bolnbach,19880621,1988,M,58067,louise-drewes-platz 49
mirja,hartmann,19750727,1975,F,46451,haaseallee 28
myriam,doehn,19590308,1959,F,69036,felicia-vogt-ring 7
hedi,schulz,20030710,2003,F,98349,laila-roehrdanz-platz 58
jolanta,seip,19560121,1956,F,99604,beyerstrasse 82
klara,killer,19691218,1969,F,13714,rafael-taesche-gasse 61
harriet,roehrdanz,19711111,1971,F,44926,istvan-henck-strasse 5
hanni,trapp,20010224,2001,F,41739,kreinplatz 8
rigo,reising,19510621,1951,M,83808,gumprichstrasse 231
nico,ebert,20021217,2002,M,84843,schusterring 4
walter,sorgatz,19610513,1961,M,6946,scheibegasse 43
anke,vanderdussen,19770416,1977,F,13798,eberhardt-wohlgemut-allee 167
wolfruediger,putz,19730222,1973,M,95162,franca-ring-ring 10
leo,reisingadolph,19490625,1949,M,73217,schmidtgasse 3
brit,heser,19720404,1972,F,21293,gerald-stroh-strasse 4
ernstdieter,roskoth,19711003,1971,M,79156,kambsplatz 3
constantin,aumann,19611003,1961,M,7060,bergerstrasse 999
nancy,kohlackermann,19811112,1981,F,62677,loosallee 74
uta,ruppersberger,19700329,1970,F,85619,gereon-trub-weg 53
