first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address
goenuel,wilms,20061208,2006,F,53432,nuray55@gmx.de,00581975433,gorlitzallee 875
hildegund,albers,19550223,1955,F,52521,angelodehmel@web.de,07273099310,taeschegasse 25
amelie,gertz,19920421,1992,F,66045,antonino61@gmx.de,01106547141,scheibegasse 814
gunda,bolzmannpaertzelt,20060224,2006,F,54931,hethurklaere@web.de,0494684115,doerrweg 64
valentin,weihmann,19751124,1975,M,82709,heusermahmoud@gmail.com,07501693647,dorothea-soelzer-weg 7
katharina,ackermann,19641003,1964,F,2028,gertzjennifer@hotmail.de,01438872924,briemerweg 85
ortrud,beyer,19490830,1949,F,40924,blankapreiss@aol.de,0017238552,eckhard-lorch-strasse 9
amir,krein,19490802,1949,M,57841,thanelwera@aol.de,05935343308,cemal-trommler-ring 6
natali,scholl,19801215,1980,F,51192,jessellotte@googlemail.com,00324661169,judith-moechlichen-platz 3
delia,conradi,19650114,1965,F,10242,catharinawagner@googlemail.com,04640853807,stiffelweg 842
cemal,hornich,19820729,1982,M,7892,edwindoerschner@aol.de,0806207387,ignatz-wilms-platz 5
ariane,hering,19600805,1960,F,87493,rrust@web.de,02921753132,cengiz-matthaei-gasse 4
gabi,schomber,19561028,1956,F,52168,pgude@gmail.com,0534758975,geisslerstrasse 43
alban,hoevel,19920903,1992,M,69061,nloechel@googlemail.com,0870251134,samira-schenk-allee 240
kathrin,rogner,19471031,1947,F,23344,winklerasta@gmail.com,07323331872,meike-beyer-strasse 7
carl,weihmannrohleder,19590131,1959,M,72331,sylvanakrause@web.de,05309994969,bertram-gehringer-allee 6
dorina,ebert,20020307,2002,F,22317,jrogner@gmx.de,06281714469,schaefergasse 604
diane,riehl,19940426,1994,F,30850,dowergkarl-juergen@gmail.com,02184174269,ralf-heser-ring 5
bert,hartung,19631128,1963,M,14744,klothildeseidel@hotmail.de,06924589617,woldemar-fritsch-allee 4
kaiuwe,sager,19660827,1966,M,49265,antonioklingelhoefer@yahoo.de,0421270911,volker-tlustek-allee 25
amalie,pruschkehiller,19820203,1982,F,72745,vmoechlichen@aol.de,03122385294,svenja-stey-ring 95
mina,oestrovsky,19950323,1995,F,73542,zeimer@hotmail.de,0911856273,hellmuth-becker-strasse 74
marliese,dietz,20050917,2005,F,45693,tdavids@googlemail.com,04592803183,annegret-fiebig-weg 82
natalie,mudegotthard,19500401,1950,F,64030,natali62@web.de,09322937034,jaekelstrasse 4
nurten,mielcarek,19551215,1955,F,57532,karl-georgruppersberger@gmx.de,0122912278,hanife-anders-gasse 7
osman,loechel,19990827,1999,M,28685,manuel53@web.de,09238448043,vollbrechtplatz 335
dagmar,schleich,19871212,1987,F,67167,justina39@gmail.com,0324183306,haenelallee 372
ludwina,kohl,19790628,1979,F,74810,zoestrovsky@gmail.com,02236834865,kargering 362
vinzenz,kallert,19991013,1999,M,19935,abramschleich@gmail.com,0059542127,wilfriede-kabus-strasse 83
emmy,klapp,19771207,1977,F,28005,edith75@web.de,06204488433,roerrichtplatz 887
leyla,holsten,19591223,1959,F,98811,gabrielascheel@gmx.de,03790036480,jaentschweg 40
hilma,kaul,19841110,1984,F,96609,heinz-joachimkiller@yahoo.de,04225556271,verena-wohlgemut-weg 62
heinzwalter,ziegert,20010615,2001,M,74382,olgarust@hotmail.de,04362248495,davidsring 76
horstdieter,trupp,19920114,1992,M,71235,gitte95@googlemail.com,07825177869,hans-michael-rohleder-ring 4
bruni,bolnbach,19680515,1968,F,17523,margareta92@hotmail.de,0169649050,eva-juettner-strasse 84
ute,segebahn,20060122,2006,F,28315,ffaust@googlemail.com,07039624100,henschelallee 7
frieder,roehrdanz,19550301,1955,M,10989,lgerlach@gmx.de,0576750650,ortmannweg 35
mathilde,gnatz,19631223,1963,F,60428,oliver12@web.de,0956892877,rohlederstrasse 615
utz,loewer,19451222,1945,M,69180,benthinsebastiano@yahoo.de,0154889711,susanne-hellwig-allee 66
ruben,benthin,19700711,1970,M,99268,kambsrichard@googlemail.com,07084486694,wohlgemutring 9
kristina,soeding,19450413,1945,F,15275,juettnersalih@gmx.de,09916123432,alessandro-mielcarek-ring 99
helena,giess,19710625,1971,F,78289,kuhlhans-albert@gmail.com,0398380330,pasquale-weiss-platz 2
janpeter,weinholdkoester,20020527,2002,M,12196,kgeisel@yahoo.de,0002382042,tatiana-lachmann-allee 2
sedat,mude,19510417,1951,M,45443,rose-marie60@hotmail.de,00482043216,klotzallee 79
hubertine,steuer,19881114,1988,F,59911,jolanthebauer@gmail.com,09484868696,zaenkergasse 3
manja,roerricht,19450418,1945,F,40355,renahoelzenbecher@web.de,09288723814,hermann-rogge-ring 75
cornelia,radisch,20020828,2002,F,4525,neureutherbrian@gmail.com,06622466821,helfried-hellwig-allee 9
hildegart,zahn,19951018,1995,U,27300,asta92@gmx.de,0510870633,speerallee 6
fadime,klingelhoefer,19600117,1960,F,24133,hildebolnbach@hotmail.de,05524097442,krauseallee 17
karolina,noack,20060908,2006,F,39518,luciajunitz@hotmail.de,0263732387,aysel-hiller-gasse 77
konstantinos,fiebigklemt,19450617,1945,M,40232,dimitriosschmidt@gmail.com,0221744438,scheuermannweg 45
cordula,faust,20020202,2002,F,6756,johanngierschner@googlemail.com,09084141865,victor-hecker-platz 95
andres,nohlmans,20070116,2007,M,42957,lidia72@aol.de,08733123234,beyerstrasse 29
peer,lorch,19870822,1987,M,1012,fjuettner@yahoo.de,0623748493,emmy-bruder-allee 12
justine,trommlermohaupt,19540903,1954,F,17020,uheinz@gmx.de,02283242947,martine-vollbrecht-allee 26
irmtraut,weihmann,19591018,1959,F,49839,virginia83@googlemail.com,06293416403,boucseinstrasse 64
traude,stoll,19520503,1952,F,83367,kargeherbert@yahoo.de,08264741214,kuhlallee 45
almuth,radisch,19490502,1949,F,67134,gutemarie-luise@gmx.de,08208120290,roemergasse 48
franka,ruppersberger,19921111,1992,F,58848,hardy05@gmail.com,0191389157,schmidtstrasse 14
carmelo,tlustek,19980530,1998,M,10163,marieluisemuelichen@web.de,08565206925,felix-trapp-weg 51
jonathan,wilmsenrosemann,20050201,2005,M,32269,henkkaroline@aol.de,04507112495,weitzelplatz 2
hans,dsegebahn,19570113,1957,M,89086,ziegertgerman@gmx.de,02700235125,francoise-loewer-platz 20
elfriede,roskothbloch,19860813,1986,F,20489,claire43@yahoo.de,0317130986,bachmannplatz 871
viviane,ebert,19890413,1989,F,78622,margitmargraf@web.de,00843703689,jacobi jaeckelallee 30
karl,heinzvanderdussen,19851206,1985,M,5825,eggert53@gmx.de,06995761796,emil-gunpf-ring 13
georg,heinz,19810602,1981,M,25324,cwilms@googlemail.com,09471153326,elfie-schottin-platz 61
gislinde,dussenvanweitzel,19950906,1995,F,79808,adrianabarth@googlemail.com,0803186357,heidrichring 58
peter,roehricht,19801208,1980,M,18625,druppersberger@googlemail.com,0052126179,gert-krein-platz 2
hanshelmut,otto,19830616,1983,M,40143,trubinlotte@gmx.de,03988155323,samir-doerschner-ring 21
ryszard,hornig,19710329,1971,M,12001,rebekka63@gmx.de,0924628514,brigitte-benthin-allee 98
zeki,kitzmann,20010620,2001,M,44155,wolf-dieterdobes@yahoo.de,01950739647,wolf-dietrich-wiek-gasse 75
yasmin,ullrich,19480508,1948,F,52879,romuald10@yahoo.de,04919325089,christoph-drewes-weg 993
rabea,rohleder,19520815,1952,F,85458,sigmund71@gmail.com,0946843773,barbara-schwital-allee 31
julie,preiss,19951218,1995,F,97933,ihauffer@aol.de,0043023890,iwan-haering-gasse 319
christian,kreusel,20020928,2002,M,41470,heinfriedkrein@yahoo.de,0566135518,marius-gumprich-gasse 3
raissa,geissler,19650507,1965,F,15842,jpaertzelt@web.de,0991504114,barthring 8
annamarie,lehmann,19861214,1986,F,98201,friedhelmmueller@gmail.com,01816742434,roger-tintzmann-ring 48
fatma,mans,19931209,1993,F,97362,heintzeoliver@aol.de,0687567708,carla-trueb-allee 5
bernddieter,schwital,19810117,1981,M,26143,cwalter@aol.de,04613315029,schulzgasse 61
mariechen,roehrdanz,19590217,1959,F,65391,antoninowalter@gmx.de,0854251099,naserstrasse 755
hanni,foerster,19970205,1997,F,88549,nbutte@yahoo.de,04756404115,sandy-jaekel-weg 55
dominik,gutknechtgorlitz,19830829,1983,M,46445,djessel@gmail.com,0550870967,preissring 84
rosmarie,troest,19881128,1988,F,84932,adolfdehmel@gmail.com,0589471233,wendeplatz 7
heinzdieter,siering,20051227,2005,M,51799,yvettelinke@hotmail.de,07436627674,marie-theres-weitzel-strasse 2
hans,josefklapp,19510916,1951,M,77124,obutte@googlemail.com,03129008173,schaafallee 84
nevenka,eigenwillig,19620327,1962,F,18733,nadinklemt@yahoo.de,0792672858,gorlitzstrasse 64
loni,graf,19801122,1980,F,46318,reinhardtramona@gmx.de,06735458682,ernst-dieter-haenel-weg 96
hans,josefrosemann,19940312,1994,M,8838,spiessilias@gmx.de,01598305526,ruppersbergerweg 49
constantin,kreuselhenk,19811201,1981,M,93350,johann37@aol.de,0148954390,ladeckstrasse 76
david,suessebier,19610819,1961,M,1458,hagenbolnbach@hotmail.de,0766835443,manja-hartung-platz 6
konstantin,hellwigetzler,20061002,2006,M,69540,dusan91@yahoo.de,0074247693,guntram-loechel-weg 4
sigmar,segebahn,19520813,1952,M,45786,gernot52@aol.de,0681026757,kranzring 35
evamarie,gotthard,19791117,1979,F,13383,arif78@gmx.de,0564663333,raphael-pieper-weg 40
nora,zirme,19470813,1947,F,79342,amargraf@gmail.com,04009897562,weimerplatz 67
cemil,lindneretzold,19580916,1958,M,25384,dursunraedel@googlemail.com,0673099487,kaesterplatz 3
lidia,koehler,19561101,1956,F,42803,bernfriedbolander@gmail.com,0757000789,zirmestrasse 197
karlhermann,rosenow,19590401,1959,M,72217,hans-rainernerger@aol.de,05939273147,suessebierring 80
brigitte,otto,19500121,1950,F,19489,harlofftim@googlemail.com,08818645323,maelzerstrasse 839
kilian,haeneltrueb,19821116,1982,M,7921,reinhild11@gmx.de,00507092253,vogtstrasse 3
elise,geisel,19930604,1993,F,82354,ebertotfried@gmail.com,0380214271,kostolzinallee 11
rena,hettner,19990724,1999,F,1543,kgotthard@aol.de,0717604438,timm-stoll-gasse 6
emil,saeuberlich,19710810,1971,M,90308,jstey@gmx.de,0627685369,wilmsenstrasse 918
jan,wagner,19451001,1945,M,54025,junkenwera@gmx.de,0670921304,vollbrechtring 48
henriette,herrmann,19910131,1991,F,32805,detlefpechel@hotmail.de,00277634672,werneckeallee 50
ralph,lange,19661028,1966,M,17238,pergandegeert@hotmail.de,00297688699,christin-riehl-gasse 1
giovanni,sauer,19630518,1963,M,69937,drubannelene@hotmail.de,07266752760,paffrathweg 87
jasmin,seidel,19840907,1984,F,74039,dkarge@aol.de,00826707296,antonietta-stolze-strasse 235
giuseppina,koester,19690209,1969,F,4161,camillajohann@yahoo.de,0635341825,bastian-geisel-weg 279
dragica,stiffel,19650306,1965,F,26312,gjessel@gmail.com,09831964998,gertzallee 57
heimo,ullrich,19920224,1992,M,10741,misichermarcel@yahoo.de,0271384546,hessring 23
pietro,loos,19630125,1963,M,72205,girschnersilja@web.de,09530067196,vittorio-raedel-platz 4
adriana,heintze,19960624,1996,F,30234,anatolij58@googlemail.com,0377958005,fredo-moechlichen-weg 71
marius,peukert,20051026,2005,M,85610,pklemt@gmx.de,05927249065,mudestrasse 8
emmy,seifert,19741231,1974,F,21762,bruni97@gmail.com,0223694351,krokerstrasse 1056
lina,eigenwillig,19560810,1956,F,16543,omatthaei@yahoo.de,04104704570,flantzplatz 1
augusta,peukert,19981203,1998,F,56064,slavica70@gmx.de,06121227981,samir-heidrich-platz 722
pavel,heinz,19640819,1964,M,77393,kreszentiameister@googlemail.com,01592938836,hans-friedrich-gunpf-gasse 30
