first_name,last_name,dob,year_of_birth,gender,zip,address
gesa,zirme,19450905,1945,F,59309,seifertweg 74
branko,gierschnerweitzel,19940613,1994,M,85624,klemens-hering-gasse 22
antoinette,pechel,19540929,1954,F,97019,schombergasse 3
veronique,schmidtke,19651220,1965,F,78415,raedelstrasse 27
annelies,stahr,19680924,1968,F,45522,girschnerplatz 24
heinzwilhelm,ruppert,19550530,1955,M,99736,handering 927
kemal,pechel,19950212,1995,M,64352,holzapfelweg 34
anna,ullmann,19490128,1949,F,86142,ortmannring 93
henrike,ullrich,20000426,2000,F,25237,ulrich-budig-weg 9
ronald,seifert,19761011,1976,M,96795,kreuselallee 787
ron,schlosser,19520513,1952,M,83727,enver-flantz-allee 699
jadwiga,schmidt,19501102,1950,F,48887,samir-bolander-weg 6
helge,groettner,20040504,2004,M,23687,soedinggasse 5
eberhard,zorbach,19800906,1980,M,64605,antoinette-reinhardt-allee 39
veronika,hess,19671115,1967,F,6397,jonas-hertrampf-allee 8
ingetraud,stadelmannreichmann,19690219,1969,F,29663,eimergasse 19
halina,henk,19870612,1987,F,14869,eggert-schacht-strasse 80
katharine,kusch,19530708,1953,F,416,burghard-paertzelt-ring 273
margot,buchholz,19771120,1977,F,14944,hans-detlef-beckmann-gasse 91
maik,hoevel,19660919,1966,M,6995,jacobgasse 2
madlen,klotz,19600302,1960,F,66575,henschelring 3
marika,wirth,19740505,1974,F,82444,schmiedtplatz 96
william,haering,19610128,1961,M,11335,birnbaumstrasse 57
hansulrich,gude,19680323,1968,M,59976,hermine-schwital-gasse 6
carla,eckbauer,20070601,2007,F,73878,margit-juncken-weg 7
vito,rudolph,19630418,1963,M,49002,doehnallee 69
berndt,patbergeimer,19550411,1955,M,81512,ismail-becker-ring 75
birger,kusch,19750527,1975,M,96080,siegmar-stumpf-gasse 2
sevim,wesack,19910802,1991,F,41962,michaela-rogge-platz 32
klemens,rosemann,19890918,1989,M,1092,heydrichallee 3
ricardo,poelitz,19720121,1972,M,64483,schottinstrasse 8
harriet,trupp,20011224,2001,F,9870,steckelweg 7
christin,krein,19450329,1945,F,62958,franjo-dippel-weg 6
mariana,klemm,19490304,1949,F,25896,loefflergasse 73
jochem,loos,19720523,1972,M,58590,ruststrasse 6
folkert,ditschlerin,19841204,1984,M,63631,weimerring 47
karl,heinzgotthardullrich,19831231,1983,M,99877,muelichenallee 38
irina,stoll,19911118,1991,F,52132,hartmannstrasse 10
alexandros,killer,19610824,1961,M,94221,steuerstrasse 5
willi,maelzer,19471026,1947,M,18709,sylvia-schuster-allee 8
astrid,ullmann,19570518,1957,F,25171,jochem-stiebitz-weg 4
kristine,poelitz,19660731,1966,F,82069,tabea-ortmann-ring 10
albrecht,jockel,19530802,1953,M,12181,ritterstrasse 24
balthasar,henk,19761011,1976,M,25477,annelie-rogner-platz 6
mattias,plath,19561125,1956,M,2347,arnim-zobel-ring 45
henri,jacobijaeckel,19641101,1964,M,76252,stumpfring 2
maja,etzlerschoenland,19590428,1959,F,15912,berndt-gotthard-ring 73
christin,freudenberger,19841226,1984,F,58249,jopichweg 35
iwan,christophhenschel,19511004,1951,M,76505,pergandeplatz 8
ralph,huhn,19921225,1992,M,56728,steven-gutknecht-platz 1
beata,stumpf,19670707,1967,F,73865,beatrix-sontag-platz 3
teresa,fechner,19921021,1992,F,38949,schustergasse 70
helga,segebahn,19530614,1953,F,36247,ullrichstrasse 15
ellen,kitzmann,19681119,1968,F,50828,kenan-luebs-weg 7
murat,linke,19981026,1998,M,70975,wilmsenstrasse 18
luis,loewer,19630827,1963,M,52608,ackermannallee 5
magdalena,bauer,19560508,1956,F,38239,auch schlauchinstrasse 30
doris,peukertscheel,19550513,1955,F,80719,raimund-schaefer-gasse 1
iwan,hillersager,19581219,1958,M,97476,loefflerplatz 82
benno,hoelzenbecher,19530802,1953,M,68644,marta-salz-allee 23
ruth,heinz,20050219,2005,F,78485,ernst-dieter-birnbaum-weg 513
amelie,taesche,19751223,1975,F,22936,tschentschergasse 92
priska,kabus,19981126,1998,F,26144,koehlerallee 34
arif,lange,19940306,1994,M,75812,grein grothplatz 2
nuri,fliegner,19540718,1954,M,48973,doerrweg 1
sigurd,speer,19640426,1964,M,45337,schlosserstrasse 31
halil,schaefer,19530418,1953,M,42396,hans-willi-trueb-allee 9
tom,biggen,19780701,1978,M,56270,schaeferallee 2
burghard,ernst,19760111,1976,M,44138,dussen vanring 9
helga,seifert,19901226,1990,F,2749,bolanderstrasse 98
reimund,bloch,19600326,1960,M,38022,eberhardtgasse 547
francoise,hartung,19620409,1962,U,75021,kostolzinplatz 58
annaluise,ruppersberger,19861113,1986,F,86558,hatice-doehn-strasse 28
desiree,binner,19710717,1971,F,58454,gertraud-steinberg-allee 40
sigurd,kraushaar,19820630,1982,M,37196,lotti-putz-allee 4
wieland,gehringer,19500119,1950,M,68862,eileen-schmidtke-gasse 35
rico,froehlich,19830207,1983,M,38575,scholzgasse 45
philip,radisch,19620704,1962,M,39703,troestgasse 1
wolfruediger,junk,19850430,1985,M,8796,mirella-hartung-weg 21
vito,bender,19720626,1972,M,5051,helmuth-klapp-strasse 2
birger,ernst,19731103,1973,M,48256,charlotte-bachmann-weg 2
burkhardt,hartmann,20021012,2002,M,98397,wiltrud-matthaei-ring 70
maximilian,schomber,19901110,1990,M,86500,dagobert-schomber-weg 2
leonardo,stollrust,19540703,1954,M,94977,weissstrasse 6
evi,klotzsalz,19760520,1976,F,11649,schinkeweg 3
stjepan,etzold,19980525,1998,M,5757,heimo-hess-weg 10
annemie,bolzmann,19770313,1977,F,65571,roseplatz 6
serge,hoffmann,19680930,1968,M,47826,pohlring 26
lutz,mans,20030913,2003,M,80830,holstenallee 4
sina,bien,20030411,2003,F,72469,ehlertgasse 95
hermine,schottin,20001007,2000,F,9989,budigplatz 810
drago,jockel,19860318,1986,M,89472,beckmannplatz 925
geza,steuer,19521129,1952,U,30887,enrico-rose-platz 480
francisco,kuehnert,19651227,1965,M,97238,zirmeplatz 3
herbert,gotthard,19721204,1972,M,37135,raimund-trupp-strasse 49
harry,preiss,19571122,1957,M,33683,lehmannplatz 1
pietro,trueb,19780211,1978,M,88134,hanni-ackermann-gasse 7
mahmoud,ebert,20030823,2003,M,84663,sagerstrasse 39
necati,moechlichen,19791117,1979,M,94460,blochring 66
siegrid,koch,19750830,1975,F,20195,karola-holt-weg 241
valentin,weihmann,19540729,1954,M,51811,neureuthergasse 81
miodrag,krebsplath,19590510,1959,M,71492,soedingplatz 3
felizitas,loewer,19600824,1960,F,87033,steckelstrasse 57
simon,juettner,19560408,1956,M,56425,delia-spiess-allee 706
traude,zaenkerroht,19510206,1951,F,9735,anatoli-schottin-ring 60
lukas,hermighausen,19520828,1952,M,66943,leonie-spiess-weg 21
slawomir,wernecke,19530818,1953,U,38476,hanno-ortmann-gasse 5
sieglinde,trubin,19660223,1966,F,48172,horst-dieter-kroker-platz 6
dorina,kitzmannmielcarek,19530428,1953,F,91722,ludwig-jacobi jaeckel-weg 76
evamaria,oderwald,19561021,1956,F,26478,muellerweg 60
ehrenfried,gorlitz,19950919,1995,M,51938,stiffelweg 89
annegrete,rudolph,20030721,2003,F,46891,guntram-jacob-weg 1
manja,trub,19681026,1968,F,75985,holstenplatz 2
salih,renner,19880710,1988,M,50332,pieperweg 73
janina,striebitz,19620420,1962,F,61992,gerlachallee 8
eugenia,carsten,19591019,1959,F,41351,urs-fechner-ring 84
alwin,gude,19861012,1986,M,71819,noackgasse 31
ralph,mende,19610730,1961,M,35521,dowergstrasse 702
birgitta,weihmann,19640309,1964,F,64547,muellerweg 312
karoline,gumprich,20020101,2002,F,31937,nora-dobes-gasse 882
gisbert,austermuehle,19620927,1962,M,53061,wellerstrasse 453
susann,scheibe,19470311,1947,F,13118,kornelius-luebs-strasse 85
janett,scheelseifert,19920715,1992,F,6607,kambsallee 5
caterina,luebs,19700110,1970,F,46576,marika-spiess-allee 3
benjamin,tschentscher,19680514,1968,M,78365,yilmaz-soelzer-ring 21
nils,pechel,19930206,1993,M,61008,bruni-foerster-allee 4
mathias,baehr,19780809,1978,M,54221,birger-rogge-gasse 32
gottfried,scholz,20011013,2001,M,22946,nergerweg 10
sylvia,dietz,19720824,1972,F,92568,blochstrasse 68
sylvie,kitzmann,20070308,2007,F,84472,wolfgang-bolzmann-ring 8
hanstheo,werner,20030219,2003,M,32337,zimmerstrasse 37
ignatz,eimerjacobijaeckel,19760607,1976,M,49368,biengasse 913
elisabet,troest,19730706,1973,F,10806,matthaeiring 7
emmi,gotthard,19780403,1978,F,27314,sagerstrasse 5
reimer,stiffel,19610221,1961,M,31668,katrin-jaentsch-platz 464
karoline,schusterkohl,19990504,1999,F,40855,valentine-nohlmans-platz 3
manuela,henk,20021230,2002,F,79792,horst-peter-schmiedt-platz 79
ercan,gertz,20011215,2001,M,83185,muelichenstrasse 19
frederike,kusch,19610523,1961,F,52483,dietzplatz 4
rotraud,vanderdussen,19860507,1986,F,43235,jenny-mueller-allee 23
andrei,kreuselsteckel,20070929,2007,M,41065,ruppertstrasse 6
almuth,krebs,19610503,1961,F,40062,peukertweg 249
korbinian,scholl,19910917,1991,M,77070,horst-holsten-gasse 2
hanshelmut,etzold,19870221,1987,M,82226,haenelstrasse 55
amalia,biggenholt,19880613,1988,F,71768,sami-muelichen-ring 16
klara,zahn,20061206,2006,F,43657,gorlitzplatz 7
branko,birnbaum,19880706,1988,M,57945,albersring 93
vincent,schueler,20011016,2001,M,19925,luka-hartmann-strasse 543
rotraud,kallert,19580404,1958,F,26616,doris-gute-strasse 6
alwin,peukert,19741204,1974,M,93886,victor-boucsein-strasse 39
carlheinz,jaentschbeckmann,19731116,1973,M,36161,theobald-eimer-allee 1
mehdi,cichorius,19690907,1969,M,80157,eigenwilligallee 1
tania,sager,20000704,2000,F,8936,romana-lange-ring 3
gerolf,scheibe,20060531,2006,M,8569,wellerweg 2
heinzwalter,bolnbach,19981103,1998,M,61051,davidsgasse 735
janet,herrmann,19740213,1974,F,67595,heinrichplatz 8
sieghard,muehle,19950922,1995,M,12934,bolzmannring 5
ayten,schaafholzapfel,19550427,1955,F,66587,henschelring 7
cornelius,zahn,19601102,1960,M,15721,brunhilde-ruppert-gasse 3
fernando,waehner,19520131,1952,M,48516,jaentschring 7
waltraud,loechel,19500119,1950,F,39520,aleksandr-oderwald-platz 4
kathy,kraushaar,19951230,1995,F,79324,sigismund-paertzelt-ring 149
robert,buchholz,19851113,1985,M,99955,steyplatz 9
thorben,gerlach,19540426,1954,M,93022,striebitzweg 888
aleksandra,saeuberlich,19820814,1982,F,44480,hardy-jungfer-ring 4
delia,schmiedecke,19561114,1956,F,64157,flantzgasse 7
erdal,scholl,19970401,1997,M,25565,christophstrasse 40
sigrun,graf,19840318,1984,F,96144,piepergasse 73
susanna,seifert,19941208,1994,F,89999,oestrovskystrasse 73
ladislaus,schottin,19640915,1964,M,10972,georgios-wagner-ring 4
dragan,klingelhoefer,19630607,1963,M,85213,binnerstrasse 8
inna,scheibe,19730108,1973,F,92962,friedhilde-vollbrecht-strasse 62
rudolf,schaefer,19590613,1959,M,2729,kristina-boerner-platz 18
gretel,werner,19831112,1983,F,60227,haufferring 173
victoria,doerschner,19651115,1965,F,48296,willibert-sauer-ring 28
hanswalter,roehrdanz,20031029,2003,M,23533,klappgasse 25
frankmichael,doering,20031217,2003,M,5945,walburga-karge-strasse 1
hellmut,zorbachmeyer,19520311,1952,M,37829,annika-boerner-strasse 6
karlotto,liebelt,19600519,1960,M,57456,binnerstrasse 87
roswitha,mielcarek,19851127,1985,F,31691,benthinring 2
fatih,roskoth,19940622,1994,M,51629,kuehnertplatz 59
hartmuth,eberthkaul,19480814,1948,M,63448,mustafa-gorlitz-platz 65
karin,henschel,20040705,2004,F,35454,linus-rust-ring 37
antoinette,bloch,19530730,1953,F,41386,bertram-giess-gasse 2
francesco,freudenberger,19810723,1981,M,28712,ruppertweg 9
agnes,fliegner,19960509,1996,F,3614,friedbert-bachmann-gasse 3
cengiz,wilms,19550710,1955,M,11330,alina-losekann-weg 276
elmar,jesselkreusel,19710305,1971,M,45713,heiner-christoph-weg 1
serge,schulz,19481206,1948,M,2886,georgine-werner-strasse 7
liesbeth,jacobijaeckel,19890108,1989,F,68104,wielochallee 74
heinzdieter,adolph,19941202,1994,M,17057,deborah-harloff-strasse 1
johan,eckbauer,19780306,1978,M,50711,nada-holzapfel-gasse 4
mirjana,vanderdussen,19730827,1973,F,46488,paertzeltplatz 4
marion,hoffmann,19661224,1966,F,20404,jacoballee 7
sigrun,rust,19671109,1967,F,63862,stiebitzplatz 29
kasimir,keudel,19581018,1958,M,76792,langernallee 81
branka,benthinraedel,19550109,1955,F,19705,lissy-schmidtke-gasse 7
sibylle,gumprich,19460322,1946,F,87819,tschentscherplatz 76
diethard,bohnbach,19551230,1955,M,6290,tillmann-rosenow-gasse 805
annett,johann,19641023,1964,F,69567,hermighausenring 974
diethard,fiebig,19710316,1971,M,91376,stefan-jacob-allee 43
kira,soeding,19500618,1950,F,95465,rainer-juettner-weg 86
mario,pruschke,20001010,2000,M,87850,roy-ernst-gasse 50
gabi,scholzhering,19671130,1967,F,2073,johannplatz 81
jadwiga,pergandesteckel,19960108,1996,F,18838,monja-nohlmans-platz 1
silke,striebitz,19511025,1951,F,94820,gumprichplatz 4
hansadolf,reising,19760701,1976,M,45272,carl-heinz-eberhardt-gasse 6
mona,kusch,19860307,1986,F,26250,boucseinstrasse 41
songuel,bender,19530823,1953,F,35983,erkan-pechel-platz 6
serge,weissrosemann,19690106,1969,M,3141,svetlana-drubin-gasse 30
kathrin,langern,19790425,1979,F,95636,johannes-haase-gasse 72
jann,bien,19741214,1974,M,2411,christophplatz 2
emil,plath,19500212,1950,M,61804,edeltraut-reising-gasse 6
hansdetlef,etzold,19740219,1974,M,98272,lieschen-gude-platz 89
aleksandar,jaekel,19580605,1958,M,86152,kobeltring 9
natalija,trupp,19840330,1984,F,70507,henryk-zirme-allee 9
goetz,drub,19771213,1977,M,2868,felicitas-caspar-weg 50
halina,hoefig,19751014,1975,F,2765,kargegasse 98
benita,stiffel,19891003,1989,F,1680,schulzring 55
petros,thanel,19910504,1991,M,95304,jolanthe-neureuther-platz 46
stefani,muehle,19450101,1945,F,45680,hans-gerd-heinz-weg 191
luzie,scheibe,19580720,1958,F,69211,schollstrasse 95
bianca,rosenow,19841022,1984,F,40554,michel-hoevel-weg 46
mustafa,fritsch,19960330,1996,M,61794,kreuselweg 1
ruediger,walter,19930312,1993,M,17362,abram-krebs-ring 556
elsa,keudel,19720419,1972,F,60814,janin-rogge-weg 8
kaspar,eberhardt,19930118,1993,M,35090,adlerweg 19
zehra,wohlgemut,19601130,1960,F,64439,carstengasse 36
gero,weller,19550914,1955,M,34015,ottmar-kostolzin-ring 22
alla,rogner,19650505,1965,F,57409,margarita-cichorius-strasse 90
reni,bruder,19580222,1958,F,73235,brian-ullmann-weg 5
patrik,patberg,19530615,1953,M,49067,faustweg 11
timm,tintzmann,19760629,1976,M,23172,dietzallee 2
giesela,bolnbach,19690518,1969,F,18143,sina-ullmann-allee 1
ayten,scheibe,19910617,1991,F,10709,wendelin-kruschwitz-gasse 3
marc,dietzsoelzer,19980510,1998,M,28270,annelie-hoevel-platz 43
olivia,beckerrosenow,19660131,1966,F,32375,burkhard-schmiedecke-strasse 2
swen,lange,19760115,1976,M,92495,pergandegasse 52
knud,roskoth,20000518,2000,M,12317,tino-hess-ring 80
liesel,briemer,19450413,1945,F,81785,ullrichplatz 2
ralfpeter,troestvollbrecht,19590422,1959,M,94456,leif-graf-ring 23
janusz,henschelharloff,19760928,1976,M,77592,klemmstrasse 8
liane,thies,20020719,2002,F,57429,binnerallee 10
egbert,kramer,20060922,2006,M,43257,klaus-ulrich-bien-ring 786
vitus,mangold,19910417,1991,M,50481,yasemin-hertrampf-strasse 7
hanseberhard,henck,19530807,1953,M,38974,hiltraud-kitzmann-gasse 5
liesbeth,saeuberlich,20000101,2000,F,70369,stilla-paffrath-weg 21
annette,rohlederconradi,19760329,1976,F,94603,rudolph-karge-ring 48
sabri,heidrich,19500728,1950,M,54453,wernerweg 1
adrian,baum,19470126,1947,M,72679,fechnergasse 56
justus,stoll,19950827,1995,M,43541,fredi-adolph-ring 34
paula,rosemann,19821010,1982,F,34601,ludwina-hentschel-allee 92
michaele,kaul,19821109,1982,F,70447,philippe-staude-ring 40
wolfdietrich,bolnbach,19781022,1978,M,95392,rustplatz 2
stilla,poelitz,20070327,2007,F,68059,karl-doerr-allee 4
soenke,anders,19670309,1967,M,26170,felicia-hande-allee 5
hanswalter,hering,19600331,1960,M,19311,christophallee 2
matteo,speer,19610920,1961,M,5220,schlosserstrasse 65
rene,fiebig,19850308,1985,M,44205,rita-hamann-gasse 2
trudel,gehringer,19890522,1989,F,87788,reinhild-roemer-gasse 6
elisa,geissler,19740604,1974,F,11957,ernst-august-heydrich-strasse 8
sylvio,waehner,19820218,1982,M,59662,reichmannstrasse 54
fridolin,sontagpergande,19450104,1945,M,29433,atzlerallee 49
norma,meyer,19570830,1957,F,65182,klemmplatz 161
matthias,bohlander,19540203,1954,M,28470,friedo-oestrovsky-ring 98
helmut,geisler,19900428,1990,M,76165,tamara-schmiedecke-strasse 72
joerg,binner,19560708,1956,M,6384,margrafstrasse 9
toni,schueler,19681229,1968,M,10375,helen-rogner-platz 5
karljuergen,stahr,19990717,1999,M,11083,aleksandr-benthin-strasse 2
polina,etzold,19720305,1972,F,84156,hans-henning-roerricht-ring 2
wencke,jacob,19970804,1997,F,91810,ullmannstrasse 47
kevin,nerger,19510630,1951,M,92786,ralph-seifert-strasse 699
frieda,hamann,19880409,1988,F,83277,lisbeth-weiss-strasse 76
gislinde,etzler,19480123,1948,F,5528,naserstrasse 3
otto,kochii,19940420,1994,M,88398,rudolphallee 9
patric,jaehn,19630912,1963,M,87256,luebsplatz 808
giuseppe,losekann,19740909,1974,M,71214,katharina-drubin-platz 16
guelsen,lindau,19910727,1991,U,53160,hertrampfplatz 339
arndt,kabus,19551214,1955,M,12456,schinkegasse 57
olaf,troest,19971010,1997,M,57753,drubinweg 99
evi,mosemann,19990220,1999,F,77207,eimerring 4
albin,steuerjunken,19740218,1974,M,87039,beatrix-huhn-strasse 4
florentine,geissler,19790919,1979,F,7414,jo-otto-weg 6
clausdieter,haering,19580725,1958,M,56161,kaulstrasse 95
michelle,niemeier,20061009,2006,F,73143,raimund-reinhardt-platz 287
zita,muehle,20050404,2005,F,9516,wagnerweg 3
daria,textor,19691015,1969,F,88722,katherina-radisch-weg 71
ottmar,schaaf,19900103,1990,M,88302,steckelallee 72
marica,rognerzaenker,19870109,1987,F,51765,sylvio-etzler-platz 35
gaetano,jopichhofmann,19650615,1965,M,70435,songuel-geisel-weg 2
simona,baum,19851021,1985,F,26742,philippe-schacht-platz 57
irena,mohaupt,19600614,1960,F,75839,amalie-otto-allee 386
reiner,seidel,19760111,1976,M,34665,ekkehart-schenk-gasse 20
jacqueline,binnerbarth,19640825,1964,F,63385,weinholdring 1
salvatore,wulffbolzmann,19450212,1945,M,453,buchholzring 68
ludwina,rudolph,19900615,1990,F,87552,koehlerstrasse 15
adelgunde,schusterloewer,19920627,1992,F,43256,tuerkan-walter-allee 4
susan,kensy,19941212,1994,F,62258,birte-kostolzin-strasse 61
hansjoerg,siering,19660128,1966,M,61003,schmidtplatz 54
fernando,kensy,19690905,1969,M,49203,jaentschgasse 4
karlhans,reising,20021212,2002,M,38682,roskothplatz 7
helene,franke,20070831,2007,F,92291,boernerstrasse 6
imre,baererhenk,20011227,2001,M,77933,gutering 424
petar,haasekrebs,19511224,1951,M,50831,textorallee 1
liliane,kreusel,19450721,1945,F,55949,sven-stumpf-platz 3
christiana,hahn,20050320,2005,F,62293,kriemhild-mueller-weg 8
hedwig,bender,19480208,1948,F,40352,keudelallee 21
hedi,schoenland,19680910,1968,F,63145,walther-weinhage-gasse 7
toni,karge,19540313,1954,M,98745,heckerstrasse 29
hansjoerg,graf,19500103,1950,M,66170,metzring 3
otfried,doerr,19660223,1966,M,74523,vesna-huhn-platz 69
linus,mies,19630316,1963,M,23374,segebahnplatz 56
patricia,kuehnert,19720326,1972,F,70612,gaetano-schulz-strasse 4
dolores,kochii,19930504,1993,F,59175,tlustekplatz 43
klara,bender,20020226,2002,F,62036,ladeckring 79
bogdan,paertzelt,19540529,1954,M,43412,weissweg 87
heino,fischer,19970205,1997,M,96052,nadeshda-knappe-weg 7
monja,langern,19460520,1946,F,20357,hanne-lore-otto-allee 72
suse,hermighausen,19961213,1996,F,75958,wagnerstrasse 86
lisbeth,hauffer,19840609,1984,F,5753,etta-sontag-gasse 73
selma,reichmann,19950420,1995,F,73247,udo-ackermann-strasse 1
gerlind,reuter,19640712,1964,F,35843,kramergasse 30
nelli,textor,19560519,1956,F,99527,schulzstrasse 18
alexej,schmiedtstiebitz,19691016,1969,M,71245,schuchhardtring 49
hansulrich,junkneureuther,19760812,1976,M,82050,alois-schaaf-weg 717
jens,reinhardt,19940728,1994,M,5109,margarita-rose-weg 2
klaus,peterhiller,19620328,1962,M,81545,georgine-hering-strasse 24
sylvie,striebitz,19551206,1955,F,13059,ramon-koch ii-weg 1
ingeburg,scheel,20021219,2002,F,34471,kristin-baerer-platz 965
heinzotto,rogge,19551204,1955,M,48350,bodo-schaefer-ring 3
gert,hermann,19561029,1956,M,969,hofmannstrasse 39
birgitt,soelzer,19690118,1969,F,41944,benthinallee 1
willy,franke,19980819,1998,M,52338,georg-wulff-allee 9
guntram,juettner,19880302,1988,M,69812,karl-otto-scholtz-gasse 85
kayuwe,ruppertwernecke,19600928,1960,M,93232,zobelring 6
moritz,koester,19930801,1993,M,41259,vollbrechtstrasse 4
maurice,boerner,19990216,1999,M,82406,gertraud-luebs-weg 8
milica,klapp,19730726,1973,F,89896,gierschnerweg 164
eckehard,ladeckheinrich,19660916,1966,M,19191,loretta-speer-ring 51
lukas,mueller,19441212,1944,M,840,jacoballee 356
pascal,jaentsch,19860506,1986,M,64387,teresa-atzler-allee 5
mariatheresia,albers,19790908,1979,F,20818,amir-poelitz-allee 9
olav,langern,19940311,1994,M,5996,hildburg-loewer-ring 226
hedwig,kochii,19810817,1981,F,17580,nuri-nerger-allee 16
steffi,boucseineimer,19630130,1963,F,30326,stolzestrasse 27
olivia,drubin,19501129,1950,F,59365,danuta-lange-weg 61
raimund,eberhardt,19570108,1957,M,21321,gunpfplatz 783
pedro,kuehnert,19510508,1951,M,60752,holtallee 25
annekathrin,kraus,19870822,1987,F,51601,silke-zimmer-weg 77
falko,holsten,19751130,1975,M,53101,diethard-ebert-gasse 5
ole,butte,19941221,1994,M,81390,barbara-auch schlauchin-ring 4
karoline,gnatz,19821214,1982,F,94673,pechelweg 58
monika,wesack,19450207,1945,F,67864,rotraud-hande-platz 2
roswitha,sauerpergande,19800302,1980,F,72123,keudelring 87
aleksandar,nette,19460808,1946,M,44084,sami-wende-platz 62
sergej,kade,19891217,1989,M,162,filiz-speer-strasse 6
bastian,saeuberlich,19871006,1987,M,79064,herbert-scheel-strasse 85
sabri,wagner,19830508,1983,M,43036,klemtweg 41
violetta,schottin,19891009,1989,F,47367,anthony-schleich-platz 934
nadine,hoefig,19500503,1950,F,49405,curt-kaester-gasse 97
heinzwilli,staude,19681103,1968,M,5879,sepp-weinhold-strasse 7
adina,pergande,19850210,1985,F,8841,lachmannplatz 93
hanshelmut,neureuther,19570201,1957,M,98453,verena-renner-gasse 25
cetin,dowerg,19510322,1951,U,74862,raedelallee 53
kenneth,groettnerjunken,20031101,2003,M,12834,niels-hentschel-strasse 68
evelyn,trupp,19700112,1970,F,44576,mangoldgasse 7
joanna,renner,19601113,1960,F,16552,klingelhoeferallee 6
hans,joergmoechlichen,19670617,1967,M,86327,eberthstrasse 8
ortwin,austermuehle,19480930,1948,M,35768,frankeplatz 705
fredo,foerster,19450613,1945,M,99297,adlerplatz 87
kriemhild,stroh,19680607,1968,F,60672,luise-schueler-weg 5
oda,thies,19900520,1990,F,90024,bauerplatz 7
steven,bohnbach,19600523,1960,M,9161,rené-bonbach-ring 81
sylvie,walterloechel,19800415,1980,F,94080,kaestergasse 6
august,wohlgemut,19940804,1994,M,20508,kensyallee 8
filippo,hoelzenbecherhartmann,19571023,1957,M,10628,hiltraud-geisel-allee 5
dajana,schollschwital,19821126,1982,F,88248,giessweg 635
guido,wulff,20040521,2004,M,38222,weimerweg 47
heiner,linke,19660724,1966,M,5663,walterplatz 9
volker,butte,19460207,1946,M,89108,schleichring 46
karlhermann,vanderdussenschleich,19540628,1954,M,17274,heinz-wilhelm-hartmann-gasse 353
lina,muelichen,20070225,2007,F,11596,gumprichgasse 974
hellmuth,ebert,19870220,1987,M,45775,patbergstrasse 88
claus,stiebitz,20040709,2004,M,38608,gunther-haering-weg 51
peggy,schomber,19650315,1965,F,12179,luebsallee 272
friedo,maelzer,19591110,1959,M,28784,elzbieta-fliegner-platz 3
marlen,heuser,20021003,2002,F,20103,hans-wilhelm-patberg-platz 470
eleonora,sorgatz,19970220,1997,F,24657,liebeltstrasse 6
valerie,scholz,20070523,2007,F,14622,trudel-boerner-platz 8
anatol,etzlerscheel,19760824,1976,M,90064,raedelplatz 50
hansuwe,warmer,19711220,1971,M,32675,jacqueline-scholl-gasse 2
mareike,bloch,20000624,2000,F,59865,roy-schoenland-gasse 215
hanschristian,doehn,19590510,1959,M,84180,ismet-stumpf-strasse 49
zeki,trub,20060420,2006,M,64461,grein grothstrasse 99
arndt,seifert,19631126,1963,M,95364,bertold-oestrovsky-platz 8
william,juncken,20010505,2001,M,9515,karen-albers-strasse 49
