first_name,last_name,dob,year_of_birth,gender,zip,address
walter,lachmanngumprich,19660319,1966,M,11389,ebertgasse 72
nadine,jessel,19610302,1961,F,99216,marliese-fliegner-strasse 269
heidemarie,gehringer,19620815,1962,F,73503,ignaz-sontag-strasse 409
christine,killer,19490627,1949,F,62058,kranzgasse 43
chantal,renner,19890203,1989,F,23682,francis-becker-strasse 58
gretel,gertzmaelzer,19851026,1985,F,16043,dolores-juettner-gasse 2
carlo,kambs,19880609,1988,M,40636,abram-hoelzenbecher-weg 51
nicole,stolze,19740117,1974,F,28210,textorweg 20
marco,dussenvan,19881004,1988,M,76160,kaspar-kranz-platz 2
tadeusz,kaester,20031006,2003,M,4397,geislerring 9
gotthold,dippel,19630313,1963,M,21513,schottinstrasse 26
aribert,nerger,19901017,1990,M,18720,margret-boucsein-allee 75
rabea,tlustek,19610112,1961,F,62439,zaenkergasse 3
marika,hermann,19890929,1989,F,56744,plathstrasse 32
karolina,ernst,19931209,1993,F,17057,giessstrasse 18
jensuwe,thies,19900823,1990,M,5118,geiselgasse 30
larissa,scheel,19941112,1994,F,76419,elisabeth-weller-weg 12
leonore,mentzel,19671023,1967,F,65744,manfred-adler-ring 12
lisa,mans,19480717,1948,F,69957,horst-jacob-platz 88
luisa,neureuther,19740530,1974,F,2746,stiebitzplatz 84
tamara,scheel,19580620,1958,F,99880,karlheinz-haenel-platz 730
rotraud,saeuberlich,19720105,1972,F,43080,stanislaw-vollbrecht-allee 31
irmela,klotz,19850809,1985,F,67829,wulffgasse 374
zenta,schweitzer,19800727,1980,F,80570,cathleen-heintze-allee 5
asta,junckenstiebitz,19470724,1947,F,88809,bonbachgasse 85
antonio,rust,19810111,1981,M,65598,valentina-mende-gasse 724
apollonia,gerlach,19670510,1967,F,91181,van der dussenweg 59
mirjam,paertzelt,19470721,1947,F,26640,mitschkestrasse 67
ehrhard,freudenberger,19960226,1996,M,1183,rolf-dieter-mielcarek-gasse 9
eduard,gute,20040422,2004,M,61210,hans juergen-doerr-strasse 2
siegried,schlosser,19620302,1962,U,1894,jaekelstrasse 5
philomena,kraus,19940915,1994,F,45713,siegmund-budig-allee 49
lena,schlosser,19590820,1959,F,77532,davidsweg 27
linda,doering,19600330,1960,F,27487,atzlerweg 2
gina,baererhiller,19510628,1951,F,11351,carina-niemeier-strasse 34
kazim,schuchhardt,19690911,1969,M,47766,dorothea-naser-strasse 30
lena,berger,19530924,1953,F,73980,alwin-schueler-strasse 10
hassan,loeffler,19710805,1971,M,37809,roggeplatz 63
imre,davids,19620226,1962,M,39590,abram-spiess-platz 835
swetlana,rohleder,19800410,1980,F,82457,roman-bauer-ring 7
hassan,anders,19830925,1983,M,84882,stjepan-schinke-gasse 1
victoria,werner,19810602,1981,F,95176,fiebigplatz 7
rudi,raedel,20060630,2006,M,79486,conradigasse 2
berend,foerster,19670315,1967,M,94095,leopold-mosemann-weg 21
erhard,rust,19570430,1957,M,58227,anneliese-eimer-weg 1
hansotto,froehlich,20020530,2002,M,57616,paffrathallee 90
niklas,schinke,20070224,2007,M,15514,heinzring 1
aleksej,scheuermann,19840405,1984,M,63813,ortmannplatz 1
pius,gierschner,19911118,1991,M,97749,scholtzstrasse 70
lucia,karzhuhn,19790607,1979,F,50771,tobias-troest-platz 878
gabor,buchholz,19690908,1969,U,71821,wernerstrasse 2
armin,sauer,19860428,1986,M,35344,janusz-beer-allee 5
dursun,bohnbach,19611209,1961,M,72336,tlustekgasse 51
peer,soeding,19571209,1957,M,70027,beckmannweg 52
magret,hoerle,19961023,1996,F,70377,margrafweg 69
monika,stadelmann,19920610,1992,F,35401,alice-kambs-ring 51
maximilian,paffrath,19740308,1974,M,29312,kostolzinstrasse 62
jolanda,eckbauer,19631121,1963,F,58685,ottoplatz 97
aleksej,bohnbach,19960902,1996,M,16533,dietmar-hamann-weg 56
leander,suessebier,20060902,2006,M,22246,josefa-henschel-weg 98
caroline,metz,19490305,1949,F,83436,reinhardtallee 546
philippe,trommler,19831108,1983,M,10459,knut-huebel-platz 39
nadin,kranz,19880902,1988,F,51287,drubinring 80
marjan,kruschwitz,19860712,1986,M,30296,heidelore-loeffler-allee 3
apostolos,noack,19830729,1983,M,53220,greta-hande-weg 94
anthony,boucsein,19821029,1982,M,29946,petros-cichorius-ring 9
agata,boernerwohlgemut,19710823,1971,F,80978,sophie-trupp-gasse 8
heiko,reuter,20040908,2004,M,22683,bohlanderallee 25
fredy,roemer,19850718,1985,M,78049,gorlitzplatz 2
ingeborg,schaefer,20000827,2000,F,47867,loewerring 86
ilja,stahr,19830504,1983,M,98108,cemal-reinhardt-weg 81
mattias,segebahn,19741118,1974,M,82897,liebeltring 2
vitali,schaefer,19900902,1990,M,40392,rennerweg 4
benjamin,jungfer,19550822,1955,M,29904,annegrete-neureuther-weg 61
reinhold,seifert,20030314,2003,M,74841,virginia-heidrich-strasse 4
gundi,juncken,19960722,1996,F,7844,hans-michael-briemer-platz 133
liliana,hoevel,19841007,1984,F,4896,buttestrasse 83
william,dussenvan,19721001,1972,M,75252,babett-scheel-weg 56
burkard,steinberg,19870707,1987,M,12793,cetin-etzler-ring 3
doreen,saeuberlich,19860512,1986,F,65423,wilma-steinberg-ring 443
elisabet,gute,19860606,1986,F,12161,karzstrasse 4
nicolai,weller,19851019,1985,M,60082,drewesweg 732
carolin,bachmann,19491128,1949,F,87985,fiebigweg 5
antoinette,thies,19900602,1990,F,99545,jockelgasse 9
katharina,jopich,19850810,1985,F,61815,loechelring 3
guiseppe,fiebig,19470625,1947,U,92713,heidemarie-patberg-ring 91
irmtraut,schottin,19780316,1978,F,15949,imre-steuer-weg 324
priska,lindnerhuebel,19911106,1991,F,17306,nettestrasse 405
danilo,holt,19891001,1989,M,47825,weinhagegasse 640
evelyn,schulz,19720106,1972,F,30031,timm-ullrich-weg 99
hansuwe,keudel,19811025,1981,M,16427,abdul-graf-allee 501
mariola,greingroth,20030814,2003,F,43284,birgitta-gunpf-gasse 856
mike,mueller,19480401,1948,M,21727,darko-zobel-strasse 83
benjamin,walter,19940131,1994,M,10083,lidia-zimmer-strasse 92
waltraut,killer,20020218,2002,F,14262,dussen vanplatz 2
janpeter,heinrich,19930513,1993,M,18172,elfriede-geisel-strasse 19
edeltraut,steinberg,19530529,1953,F,57795,karin-jaehn-allee 1
timo,loos,19811224,1981,M,25382,sigrun-van der dussen-platz 66
pirmin,huhn,19560903,1956,M,4693,pruschkeweg 21
carla,maelzer,19881217,1988,F,29814,meyerstrasse 23
dennis,bender,19950703,1995,M,68240,sontagplatz 806
woldemar,jaekelheidrich,20060717,2006,M,81794,hellwigplatz 337
swen,barkholz,19641213,1964,M,47625,bonbachgasse 606
klausguenter,bruder,19480903,1948,M,58379,vollbrechtplatz 48
gerolf,hellwig,19920820,1992,M,7165,ansgar-mitschke-ring 85
maik,hein,19550612,1955,M,53805,baehrgasse 41
hartmuth,stiebitz,19880503,1988,M,48668,steuergasse 74
norma,sauer,20020414,2002,F,82737,rosenowstrasse 1
sofia,stiffel,20040624,2004,F,34032,mansgasse 55
meike,junitz,19951201,1995,U,53454,aloys-hoffmann-gasse 71
yasemin,jungfer,19820809,1982,F,70264,matthaeiweg 974
heimo,hoffmann,19480331,1948,M,81388,ullmannplatz 31
diethard,johann,19941101,1994,M,15001,gierschnerallee 5
katarina,lehmann,19830302,1983,F,71977,wilmsstrasse 36
kristiane,mans,19900327,1990,F,26730,jaekelgasse 23
michaele,kuhl,19880215,1988,F,93382,paulo-suessebier-platz 95
melissa,nerger,19740520,1974,F,646,anne-kensy-platz 9
larissa,bolander,19910622,1991,F,57751,frank-zobel-strasse 134
corina,schacht,19901127,1990,F,1946,heinzplatz 5
ruth,rogner,20070502,2007,F,28694,heidrichstrasse 704
hassan,gierschner,19500901,1950,M,55512,kitzmannring 25
ada,gotthard,19890410,1989,F,67453,zaenkerring 427
bernadette,benthin,20060712,2006,F,63561,otto-hartung-platz 13
serpil,renner,19810522,1981,F,98754,angelica-riehl-weg 8
marija,gute,19900824,1990,F,93752,tania-kruschwitz-strasse 32
rosamaria,kensy,19830219,1983,F,29032,johannes-fechner-ring 960
annekatrin,vanderdussen,19540512,1954,F,16606,boris-neuschaefer-gasse 84
lidia,nette,20031018,2003,F,57039,henner-misicher-gasse 56
lili,kaesterpaertzelt,19951121,1995,F,60016,nadia-riehl-strasse 826
soenke,haenel,19921102,1992,M,17213,eva-maria-krebs-strasse 45
rena,heidrichjaehn,19610501,1961,F,22896,jozef-johann-gasse 74
marielouise,reichmann,20070619,2007,F,17953,niemeierplatz 890
hedda,jopich,19491029,1949,F,12293,schmiedeckeallee 1
antonina,mitschke,19650401,1965,F,7122,malgorzata-adler-platz 7
karsten,dietz,19920512,1992,M,23521,meral-winkler-gasse 2
gerd,kramer,19830129,1983,M,85584,reisingweg 5
denise,berger,19811124,1981,F,16949,wolfgang-stadelmann-weg 81
georg,roskoth,19760411,1976,M,32319,karsten-hornich-allee 97
kristian,killer,19470531,1947,M,90473,linkegasse 3
walter,dobes,19500727,1950,M,74174,tintzmannstrasse 4
antonietta,thanel,19971109,1997,F,47922,trude-ring-gasse 57
wenke,zahn,19480704,1948,U,2322,lehmannstrasse 15
heinzwalter,mans,19740326,1974,M,45043,raisa-faust-platz 854
franca,vanderdussen,19990318,1999,F,35381,lambert-ring-gasse 4
marek,lehmann,19490714,1949,M,8466,wulf-seifert-allee 38
nikola,juettner,19720320,1972,M,91569,anneliese-gehringer-platz 1402
sevim,rosenow,19650320,1965,F,28780,birnbaumweg 20
franca,wilmsen,19860422,1986,F,1603,dorle-loewer-allee 41
lisa,klemt,19980908,1998,F,97997,killerplatz 3
nadia,keudel,19690421,1969,F,56993,hubert-ernst-gasse 2
mercedes,walter,19971101,1997,F,61848,seifertallee 29
annemarie,gutegunpf,19810613,1981,F,71754,lorchallee 8
kamil,karge,19950102,1995,M,90797,ehrentraud-graf-gasse 4
felizitas,pieper,19490121,1949,F,68122,junkplatz 9
gerhild,knappe,19940603,1994,F,1001,fechnerstrasse 97
sedat,reisingauchschlauchin,19540428,1954,M,62771,steuerplatz 9
nils,bolnbach,19450429,1945,M,36447,bianka-albers-gasse 930
klauswerner,wirth,19610409,1961,M,74509,monja-wohlgemut-allee 68
bernward,siering,19660415,1966,M,59706,inken-foerster-ring 2
valentine,karge,19640613,1964,F,83174,losekannplatz 99
mirjam,troest,19531219,1953,F,31980,wilmsengasse 4
sylvie,heidrich,19820201,1982,F,66617,beergasse 1
enrico,schwital,19880209,1988,M,14834,scheuermannring 24
gerard,dussenvan,19540420,1954,M,74548,wulffweg 5
karolin,matthaeikramer,19620917,1962,F,20329,toni-niemeier-strasse 8
liesbeth,beer,19711026,1971,F,63219,iwona-spiess-platz 3
lucia,henschel,19610701,1961,F,7679,zdenka-roemer-platz 1
arndt,hesse,20040822,2004,M,73913,lindnergasse 53
cynthia,misicher,19600125,1960,F,93895,fredo-hering-ring 73
dorit,ullrich,19770527,1977,F,80248,paul-gerhard-gehringer-gasse 170
jeanette,huhnheser,19980728,1998,F,9028,milka-kroker-weg 567
beate,albers,20021022,2002,F,91917,martin-kruschwitz-ring 7
alois,dippel,19920314,1992,M,55789,haeringstrasse 8
helmtrud,mielcarek,20041121,2004,F,37059,eberthring 51
sigurd,rose,19860913,1986,M,27325,tina-mans-weg 208
elisa,vogt,19540322,1954,F,92758,ritterring 82
antonina,barkholzadler,19450228,1945,F,62182,roerrichtgasse 3
wieslaw,juncken,19950709,1995,U,29182,kathi-gotthard-gasse 47
mechtild,margraf,19900203,1990,F,2530,hellwigring 53
isabella,finke,19991216,1999,F,44751,alessandro-klotz-allee 3
lotte,sontagbirnbaum,19630325,1963,F,71873,drewesring 1
hansuwe,cichoriusmetz,19741003,1974,M,50038,fernando-mans-gasse 262
geza,doehn,20020825,2002,U,62385,karla-noack-gasse 84
carolina,geissler,19450610,1945,F,82421,fritz-trubin-gasse 87
kayuwe,taeschejunken,19920814,1992,M,61063,sontagring 30
ludwig,wagenknechtkoehler,19550120,1955,M,35230,sebastiano-doehn-platz 99
paulheinz,krebs,19560510,1956,M,83437,mathilde-plath-platz 9
krystyna,reichmann,19870411,1987,F,35051,leonore-linke-allee 9
ansgar,eigenwilligbaerer,19551110,1955,M,11829,fiebigstrasse 2
ferdi,freudenberger,19540114,1954,M,51649,henkplatz 9
joachim,atzler,19671116,1967,M,15278,burkhard-beer-weg 27
ehrentraud,kraushaarscheuermann,19890610,1989,F,15248,wagnerstrasse 88
norbert,scheibe,19620404,1962,M,72455,pruschkegasse 9
laila,klotz,19770525,1977,F,1395,paffrathstrasse 9
ewa,trubrudolph,19900529,1990,F,57628,sibylle-striebitz-ring 98
heike,beyer,19940419,1994,F,69260,baererallee 179
fadime,roehrdanz,19550824,1955,F,43929,aldo-mohaupt-allee 72
urszula,hornig,19610516,1961,F,9867,heserring 22
rolfpeter,haenel,20051225,2005,M,11320,marcel-wilms-ring 4
henriette,taeschekuhl,19671018,1967,F,84150,claas-carsten-weg 11
luka,riehl,20040406,2004,M,31876,oliver-harloff-strasse 7
elsbeth,herrmann,19980407,1998,F,39502,sylvia-pruschke-gasse 21
franjo,holsten,19790621,1979,M,561,neureutherstrasse 1144
amir,mitschke,19820115,1982,M,48588,frank-peter-stoll-strasse 74
ahmet,spiess,19741009,1974,M,88806,klotzweg 4
jasmina,roehrdanz,19700904,1970,F,97774,loosallee 56
marie,pieper,19601123,1960,F,53801,austermuehlestrasse 35
vitus,zirme,19741113,1974,M,58256,kobeltgasse 4
jessika,ullrich,19851113,1985,F,46701,resi-drewes-ring 485
evamarie,gertz,19590822,1959,F,47992,gerlind-becker-weg 61
dietmar,hertrampf,19470131,1947,M,14743,boucseinring 9
kenan,mendeklotz,19860222,1986,M,8653,schaafstrasse 85
roland,kobelt,19870715,1987,M,24782,rosemannallee 88
kaiuwe,karz,19991215,1999,M,16722,denny-geisler-weg 84
anne,hoevelmartin,19611209,1961,F,16463,pia-oestrovsky-ring 5
anka,barth,19580731,1958,F,23451,brita-aumann-strasse 9
nicolaus,boucsein,19801104,1980,M,65833,erika-lehmann-strasse 4
jerzy,mentzel,19441010,1944,M,94675,herwig-koch ii-platz 5
thorben,zimmerdrewes,19710328,1971,M,48,zahnring 86
albert,putz,20000422,2000,M,64981,ludger-liebelt-allee 3
wolfdieter,heinz,20061211,2006,M,5242,pedro-muelichen-platz 5
nikolaus,carsten,19471201,1947,M,5714,xaver-meister-platz 16
regina,thanel,19470618,1947,F,38667,eberthstrasse 74
ann,ladeck,19940417,1994,F,88333,sieringallee 5
marisa,henschel,19691114,1969,F,86898,annegret-haering-allee 8
kira,juncken,19880525,1988,F,40326,ingolf-speer-weg 48
eugenie,heuser,19770529,1977,F,22290,piotr-weihmann-platz 6
alwin,rohleder,19840831,1984,M,51649,juan-krebs-platz 27
henriette,gude,19520815,1952,F,96498,giessgasse 64
anneliese,zaenker,19771114,1977,F,42006,tlustekstrasse 52
reinhardt,davidswulff,19730630,1973,M,74089,haeringallee 2
rudolph,gehringer,19590203,1959,M,44202,julian-killer-gasse 3
darko,weimer,19680810,1968,M,22009,kensygasse 3
pauline,kraus,19660310,1966,F,25120,lena-schacht-strasse 5
bela,seidel,19490811,1949,F,53257,urte-maelzer-ring 328
kristin,gnatz,19950126,1995,F,59122,hans-ludwig-schlosser-platz 89
danuta,karz,19930407,1993,F,92849,vogtstrasse 354
mahmut,dehmel,19730614,1973,M,32442,adelgunde-klapp-platz 7
metin,becker,19910817,1991,M,16207,diana-adolph-weg 6
dora,barth,19720205,1972,F,91689,nils-kallert-ring 40
fabienne,linke,19721004,1972,F,79421,conny-schmiedecke-strasse 118
franka,geiselpechel,19550902,1955,F,34001,heinzallee 1
greta,pieper,19990113,1999,F,54815,rena-dietz-platz 60
uwe,kraushaarwinkler,20010709,2001,M,22435,erdogan-kensy-platz 68
auguste,luebs,19531223,1953,M,44532,langeallee 4
alessandro,bauer,19750814,1975,M,25497,luigi-trommler-allee 62
alexandros,nerger,19841210,1984,M,18368,ruediger-boerner-platz 97
othmar,scheibe,20031205,2003,M,74648,marie-theres-schenk-allee 61
vitali,wagenknecht,19560207,1956,M,86164,hans josef-juettner-platz 23
luka,bluemel,19530215,1953,M,34939,fritschweg 76
milan,schleich,19650424,1965,M,81904,reinald-schulz-ring 82
olivia,benthin,19640208,1964,F,53381,sandor-kitzmann-platz 3
detlef,schomber,19580525,1958,M,83369,heinrichring 33
wibke,mentzel,19910508,1991,F,87356,textorallee 82
andreas,junck,20031211,2003,M,48668,mechtild-scholl-ring 21
dragica,hornich,19820509,1982,F,85514,aumanngasse 9
valeri,heydrich,19760403,1976,M,38531,ilias-hoefig-ring 60
rigo,vogt,19541207,1954,M,79191,muelichenweg 51
cora,roemer,20020915,2002,F,81171,zobelallee 8
carmen,roht,19470203,1947,F,14934,suessebierstrasse 5
ingried,pohlseifert,20060111,2006,F,56631,jaentschgasse 64
marie,poelitz,19530816,1953,F,57669,gorlitzring 133
julie,schottin,20060802,2006,F,58109,selim-ullrich-allee 47
utz,roehricht,19500914,1950,M,33914,junkstrasse 68
mariatheresia,thies,19820428,1982,F,97976,bachmannring 72
dogan,weinhage,19710116,1971,U,64944,corinna-koehler-ring 1194
heiko,jungfer,19830313,1983,M,53255,koch iiallee 4
concetta,hettner,20011018,2001,F,65597,nergerstrasse 6
lorenzo,kaesterring,19560514,1956,M,54850,dussen vanallee 374
anka,rogge,19460210,1946,F,65455,rosalie-ditschlerin-strasse 7
hubertine,steinberg,20020114,2002,F,34031,steckelstrasse 5
berndt,bolander,19730210,1973,M,63929,textorstrasse 6
ariane,schinke,20031128,2003,F,88623,ramona-froehlich-ring 70
hannelore,ullmann,19520401,1952,F,70242,warmerstrasse 43
hanserich,dobes,19710128,1971,M,99469,oxana-dippel-strasse 3
ellen,oderwald,19841128,1984,F,43388,heinzweg 21
ingetraud,finke,19890517,1989,F,32199,gitte-bolander-platz 79
nicole,finke,19490109,1949,F,89947,marc-biggen-strasse 3
halil,kraus,19500601,1950,M,53144,roseweg 90
jonas,weinhage,19491207,1949,M,14418,patricia-juettner-weg 15
mirko,bohnbach,19451207,1945,M,78635,gunda-wirth-ring 9
chantal,wesack,19660712,1966,F,14982,gerta-misicher-ring 80
nuran,winklerheintze,19450523,1945,F,98978,lidia-reinhardt-ring 970
edelgard,becker,19940624,1994,F,8779,henriette-drubin-gasse 5
christian,hoerle,19511106,1951,M,29341,ana-siering-weg 48
gabor,muelichen,19470425,1947,U,73262,undine-tlustek-weg 9
hansbernd,losekann,19670901,1967,M,95816,sina-heidrich-gasse 5
hanswalter,hermann,20010628,2001,M,58998,striebitzplatz 5
anika,henschel,20070201,2007,F,62262,heidrichplatz 16
magdalene,fechner,19890622,1989,F,33776,steyallee 24
egbert,trommler,19840207,1984,M,48463,briemergasse 59
marija,zaenker,19530305,1953,F,76848,gisa-kohl-weg 94
tim,birnbaum,19631209,1963,M,18349,fiebigstrasse 6
frithjof,putz,19850906,1985,M,47860,zirmeallee 2
tamara,scholl,19530827,1953,F,99196,karl heinz-hendriks-allee 9
regine,rogner,19610605,1961,F,97396,natalja-geissler-weg 51
lena,trueb,19940524,1994,F,62591,heinrichstrasse 8
liesbeth,steckelstriebitz,19821109,1982,F,81177,centa-stiebitz-gasse 65
piotr,luebs,19890122,1989,M,45266,jochen-warmer-ring 2
mirja,rogge,20050214,2005,F,89522,lisette-rose-platz 255
agnes,heser,19850506,1985,F,47847,kabusplatz 27
sigurd,lindner,19710528,1971,M,1624,weimerallee 4
annett,harloff,20060915,2006,F,61327,alex-klotz-allee 81
karina,meisterhaering,20050609,2005,F,35566,centa-doerschner-platz 6
adam,barthring,19790209,1979,M,23714,frida-jungfer-platz 20
margareta,vollbrecht,19910720,1991,F,76494,kenneth-margraf-strasse 4
siegried,kroker,19630711,1963,U,883,kreinweg 1
anka,schwital,19740625,1974,F,28567,matthaeiallee 5
phillip,tlustek,19650915,1965,M,96539,sibel-kambs-strasse 512
emma,klotz,19521208,1952,F,63518,alexej-baum-gasse 1246
mesut,bolnbach,19880617,1988,M,58067,louise-drewes-platz 49
mirja,hartmann,19750723,1975,F,46451,haaseallee 28
myriam,doehn,19590304,1959,F,69036,felicia-vogt-ring 7
hedi,schulz,20030706,2003,F,98349,laila-roehrdanz-platz 58
jolanta,seip,19560117,1956,F,99604,beyerstrasse 82
klara,killer,19691214,1969,F,13714,rafael-taesche-gasse 61
harriet,roehrdanz,19711107,1971,F,44926,istvan-henck-strasse 5
hanni,trapp,20010220,2001,F,41739,kreinplatz 8
rigo,reising,19510617,1951,M,83808,gumprichstrasse 231
nico,ebert,20021213,2002,M,84843,schusterring 4
walter,sorgatz,19610509,1961,M,6946,scheibegasse 43
anke,vanderdussen,19770412,1977,F,13798,eberhardt-wohlgemut-allee 167
wolfruediger,putz,19730218,1973,M,95162,franca-ring-ring 10
leo,reisingadolph,19490621,1949,M,73217,schmidtgasse 3
brit,heser,19720331,1972,F,21293,gerald-stroh-strasse 4
ernstdieter,roskoth,19710929,1971,M,79156,kambsplatz 3
constantin,aumann,19610929,1961,M,7060,bergerstrasse 999
nancy,kohlackermann,19811108,1981,F,62677,loosallee 74
uta,ruppersberger,19700325,1970,F,85619,gereon-trub-weg 53
