first_name,last_name,dob,year_of_birth,gender,zip,address
ehrenfried,gorlitz,19950917,1995,M,51938,stiffelweg 89
annegrete,rudolph,20030719,2003,F,46891,guntram-jacob-weg 1
manja,trub,19681024,1968,F,75985,holstenplatz 2
salih,renner,19880708,1988,M,50332,pieperweg 73
janina,striebitz,19620418,1962,F,61992,gerlachallee 8
eugenia,carsten,19591017,1959,F,41351,urs-fechner-ring 84
alwin,gude,19861010,1986,M,71819,noackgasse 31
ralph,mende,19610728,1961,M,35521,dowergstrasse 702
birgitta,weihmann,19640307,1964,F,64547,muellerweg 312
karoline,gumprich,20011230,2001,F,31937,nora-dobes-gasse 882
gisbert,austermuehle,19620925,1962,M,53061,wellerstrasse 453
susann,scheibe,19470309,1947,F,13118,kornelius-luebs-strasse 85
janett,scheelseifert,19920713,1992,F,6607,kambsallee 5
caterina,luebs,19700108,1970,F,46576,marika-spiess-allee 3
benjamin,tschentscher,19680512,1968,M,78365,yilmaz-soelzer-ring 21
nils,pechel,19930204,1993,M,61008,bruni-foerster-allee 4
mathias,baehr,19780807,1978,M,54221,birger-rogge-gasse 32
gottfried,scholz,20011011,2001,M,22946,nergerweg 10
sylvia,dietz,19720822,1972,F,92568,blochstrasse 68
sylvie,kitzmann,20070306,2007,F,84472,wolfgang-bolzmann-ring 8
hanstheo,werner,20030217,2003,M,32337,zimmerstrasse 37
ignatz,eimerjacobijaeckel,19760605,1976,M,49368,biengasse 913
elisabet,troest,19730704,1973,F,10806,matthaeiring 7
emmi,gotthard,19780401,1978,F,27314,sagerstrasse 5
reimer,stiffel,19610219,1961,M,31668,katrin-jaentsch-platz 464
karoline,schusterkohl,19990502,1999,F,40855,valentine-nohlmans-platz 3
manuela,henk,20021228,2002,F,79792,horst-peter-schmiedt-platz 79
ercan,gertz,20011213,2001,M,83185,muelichenstrasse 19
frederike,kusch,19610521,1961,F,52483,dietzplatz 4
rotraud,vanderdussen,19860505,1986,F,43235,jenny-mueller-allee 23
andrei,kreuselsteckel,20070927,2007,M,41065,ruppertstrasse 6
almuth,krebs,19610501,1961,F,40062,peukertweg 249
korbinian,scholl,19910915,1991,M,77070,horst-holsten-gasse 2
hanshelmut,etzold,19870219,1987,M,82226,haenelstrasse 55
amalia,biggenholt,19880611,1988,F,71768,sami-muelichen-ring 16
klara,zahn,20061204,2006,F,43657,gorlitzplatz 7
branko,birnbaum,19880704,1988,M,57945,albersring 93
vincent,schueler,20011014,2001,M,19925,luka-hartmann-strasse 543
rotraud,kallert,19580402,1958,F,26616,doris-gute-strasse 6
alwin,peukert,19741202,1974,M,93886,victor-boucsein-strasse 39
carlheinz,jaentschbeckmann,19731114,1973,M,36161,theobald-eimer-allee 1
mehdi,cichorius,19690905,1969,M,80157,eigenwilligallee 1
tania,sager,20000702,2000,F,8936,romana-lange-ring 3
gerolf,scheibe,20060529,2006,M,8569,wellerweg 2
heinzwalter,bolnbach,19981101,1998,M,61051,davidsgasse 735
janet,herrmann,19740211,1974,F,67595,heinrichplatz 8
sieghard,muehle,19950920,1995,M,12934,bolzmannring 5
ayten,schaafholzapfel,19550425,1955,F,66587,henschelring 7
cornelius,zahn,19601031,1960,M,15721,brunhilde-ruppert-gasse 3
fernando,waehner,19520129,1952,M,48516,jaentschring 7
waltraud,loechel,19500117,1950,F,39520,aleksandr-oderwald-platz 4
kathy,kraushaar,19951228,1995,F,79324,sigismund-paertzelt-ring 149
robert,buchholz,19851111,1985,M,99955,steyplatz 9
thorben,gerlach,19540424,1954,M,93022,striebitzweg 888
aleksandra,saeuberlich,19820812,1982,F,44480,hardy-jungfer-ring 4
delia,schmiedecke,19561112,1956,F,64157,flantzgasse 7
erdal,scholl,19970330,1997,M,25565,christophstrasse 40
sigrun,graf,19840316,1984,F,96144,piepergasse 73
susanna,seifert,19941206,1994,F,89999,oestrovskystrasse 73
ladislaus,schottin,19640913,1964,M,10972,georgios-wagner-ring 4
dragan,klingelhoefer,19630605,1963,M,85213,binnerstrasse 8
inna,scheibe,19730106,1973,F,92962,friedhilde-vollbrecht-strasse 62
rudolf,schaefer,19590611,1959,M,2729,kristina-boerner-platz 18
gretel,werner,19831110,1983,F,60227,haufferring 173
victoria,doerschner,19651113,1965,F,48296,willibert-sauer-ring 28
hanswalter,roehrdanz,20031027,2003,M,23533,klappgasse 25
frankmichael,doering,20031215,2003,M,5945,walburga-karge-strasse 1
hellmut,zorbachmeyer,19520309,1952,M,37829,annika-boerner-strasse 6
karlotto,liebelt,19600517,1960,M,57456,binnerstrasse 87
roswitha,mielcarek,19851125,1985,F,31691,benthinring 2
fatih,roskoth,19940620,1994,M,51629,kuehnertplatz 59
hartmuth,eberthkaul,19480812,1948,M,63448,mustafa-gorlitz-platz 65
karin,henschel,20040703,2004,F,35454,linus-rust-ring 37
antoinette,bloch,19530728,1953,F,41386,bertram-giess-gasse 2
francesco,freudenberger,19810721,1981,M,28712,ruppertweg 9
agnes,fliegner,19960507,1996,F,3614,friedbert-bachmann-gasse 3
cengiz,wilms,19550708,1955,M,11330,alina-losekann-weg 453
elmar,jesselkreusel,19710303,1971,M,45713,heiner-christoph-weg 1
serge,schulz,19481204,1948,M,2886,georgine-werner-strasse 7
liesbeth,jacobijaeckel,19890106,1989,F,68104,wielochallee 74
heinzdieter,adolph,19941130,1994,M,17057,deborah-harloff-strasse 1
johan,eckbauer,19780304,1978,M,50711,nada-holzapfel-gasse 4
mirjana,vanderdussen,19730825,1973,F,46488,paertzeltplatz 4
marion,hoffmann,19661222,1966,F,20404,jacoballee 7
sigrun,rust,19671107,1967,F,63862,stiebitzplatz 29
kasimir,keudel,19581016,1958,M,76792,langernallee 81
branka,benthinraedel,19550107,1955,F,19705,lissy-schmidtke-gasse 7
sibylle,gumprich,19460320,1946,F,87819,tschentscherplatz 76
diethard,bohnbach,19551228,1955,M,6290,tillmann-rosenow-gasse 805
annett,johann,19641021,1964,F,69567,hermighausenring 974
diethard,fiebig,19710314,1971,M,91376,stefan-jacob-allee 43
kira,soeding,19500616,1950,F,95465,rainer-juettner-weg 86
mario,pruschke,20001008,2000,M,87850,roy-ernst-gasse 50
gabi,scholzhering,19671128,1967,F,2073,johannplatz 81
jadwiga,pergandesteckel,19960106,1996,F,18838,monja-nohlmans-platz 1
silke,striebitz,19511023,1951,F,94820,gumprichplatz 4
hansadolf,reising,19760629,1976,M,45272,carl-heinz-eberhardt-gasse 6
mona,kusch,19860305,1986,F,26250,boucseinstrasse 41
songuel,bender,19530821,1953,F,35983,erkan-pechel-platz 6
serge,weissrosemann,19690104,1969,M,3141,svetlana-drubin-gasse 30
kathrin,langern,19790423,1979,F,95636,johannes-haase-gasse 72
jann,bien,19741212,1974,M,2411,christophplatz 2
emil,plath,19500210,1950,M,61804,edeltraut-reising-gasse 6
hansdetlef,etzold,19740217,1974,M,98272,lieschen-gude-platz 89
aleksandar,jaekel,19580603,1958,M,86152,kobeltring 9
natalija,trupp,19840328,1984,F,70507,henryk-zirme-allee 9
goetz,drub,19771211,1977,M,2868,felicitas-caspar-weg 50
halina,hoefig,19751012,1975,F,2765,kargegasse 98
benita,stiffel,19891001,1989,F,1680,schulzring 55
petros,thanel,19910502,1991,M,95304,jolanthe-neureuther-platz 46
stefani,muehle,19441230,1944,F,45680,hans-gerd-heinz-weg 191
luzie,scheibe,19580718,1958,F,69211,schollstrasse 95
bianca,rosenow,19841020,1984,F,40554,michel-hoevel-weg 46
mustafa,fritsch,19960328,1996,M,61794,kreuselweg 1
ruediger,walter,19930310,1993,M,17362,abram-krebs-ring 556
elsa,keudel,19720417,1972,F,60814,janin-rogge-weg 8
kaspar,eberhardt,19930116,1993,M,35090,adlerweg 19
zehra,wohlgemut,19601128,1960,F,64439,carstengasse 36
gero,weller,19550912,1955,M,34015,ottmar-kostolzin-ring 22
alla,rogner,19650503,1965,F,57409,margarita-cichorius-strasse 90
reni,bruder,19580220,1958,F,73235,brian-ullmann-weg 5
patrik,patberg,19530613,1953,M,49067,faustweg 11
timm,tintzmann,19760627,1976,M,23172,dietzallee 2
giesela,bolnbach,19690516,1969,F,18143,sina-ullmann-allee 1
ayten,scheibe,19910615,1991,F,10709,wendelin-kruschwitz-gasse 3
marc,dietzsoelzer,19980508,1998,M,28270,annelie-hoevel-platz 43
olivia,beckerrosenow,19660129,1966,F,32375,burkhard-schmiedecke-strasse 2
swen,lange,19760113,1976,M,92495,pergandegasse 52
knud,roskoth,20000516,2000,M,12317,tino-hess-ring 80
liesel,briemer,19450411,1945,F,81785,ullrichplatz 2
ralfpeter,troestvollbrecht,19590420,1959,M,94456,leif-graf-ring 23
janusz,henschelharloff,19760926,1976,M,77592,klemmstrasse 8
liane,thies,20020717,2002,F,57429,binnerallee 10
egbert,kramer,20060920,2006,M,43257,klaus-ulrich-bien-ring 786
vitus,mangold,19910415,1991,M,50481,yasemin-hertrampf-strasse 7
hanseberhard,henck,19530805,1953,M,38974,hiltraud-kitzmann-gasse 5
liesbeth,saeuberlich,19991230,1999,F,70369,stilla-paffrath-weg 21
annette,rohlederconradi,19760327,1976,F,94603,rudolph-karge-ring 48
sabri,heidrich,19500726,1950,M,54453,wernerweg 1
adrian,baum,19470124,1947,M,72679,fechnergasse 56
justus,stoll,19950825,1995,M,43541,fredi-adolph-ring 34
paula,rosemann,19821008,1982,F,34601,ludwina-hentschel-allee 92
michaele,kaul,19821107,1982,F,70447,philippe-staude-ring 40
wolfdietrich,bolnbach,19781020,1978,M,95392,rustplatz 2
stilla,poelitz,20070325,2007,F,68059,karl-doerr-allee 4
soenke,anders,19670307,1967,M,26170,felicia-hande-allee 5
hanswalter,hering,19600329,1960,M,19311,christophallee 2
matteo,speer,19610918,1961,M,5220,schlosserstrasse 65
rene,fiebig,19850306,1985,M,44205,rita-hamann-gasse 2
trudel,gehringer,19890520,1989,F,87788,reinhild-roemer-gasse 6
elisa,geissler,19740602,1974,F,11957,ernst-august-heydrich-strasse 8
sylvio,waehner,19820216,1982,M,59662,reichmannstrasse 54
fridolin,sontagpergande,19450102,1945,M,29433,atzlerallee 49
norma,meyer,19570828,1957,F,65182,klemmplatz 161
matthias,bohlander,19540201,1954,M,28470,friedo-oestrovsky-ring 98
helmut,geisler,19900426,1990,M,76165,tamara-schmiedecke-strasse 72
joerg,binner,19560706,1956,M,6384,margrafstrasse 9
toni,schueler,19681227,1968,M,10375,helen-rogner-platz 5
karljuergen,stahr,19990715,1999,M,11083,aleksandr-benthin-strasse 2
polina,etzold,19720303,1972,F,84156,hans-henning-roerricht-ring 2
wencke,jacob,19970802,1997,F,91810,ullmannstrasse 47
kevin,nerger,19510628,1951,M,92786,ralph-seifert-strasse 699
frieda,hamann,19880407,1988,F,83277,lisbeth-weiss-strasse 76
gislinde,etzler,19480121,1948,F,5528,naserstrasse 3
otto,kochii,19940418,1994,M,88398,rudolphallee 9
patric,jaehn,19630910,1963,M,87256,luebsplatz 808
giuseppe,losekann,19740907,1974,M,71214,katharina-drubin-platz 16
guelsen,lindau,19910725,1991,U,53160,hertrampfplatz 339
arndt,kabus,19551212,1955,M,12456,schinkegasse 57
olaf,troest,19971008,1997,M,57753,drubinweg 99
evi,mosemann,19990218,1999,F,77207,eimerring 4
albin,steuerjunken,19740216,1974,M,87039,beatrix-huhn-strasse 4
florentine,geissler,19790917,1979,F,7414,jo-otto-weg 6
clausdieter,haering,19580723,1958,M,56161,kaulstrasse 95
michelle,niemeier,20061007,2006,F,73143,raimund-reinhardt-platz 287
zita,muehle,20050402,2005,F,9516,wagnerweg 3
daria,textor,19691013,1969,F,88722,katherina-radisch-weg 71
ottmar,schaaf,19900101,1990,M,88302,steckelallee 72
marica,rognerzaenker,19870107,1987,F,51765,sylvio-etzler-platz 35
gaetano,jopichhofmann,19650613,1965,M,70435,songuel-geisel-weg 2
simona,baum,19851019,1985,F,26742,philippe-schacht-platz 57
irena,mohaupt,19600612,1960,F,75839,amalie-otto-allee 380
reiner,seidel,19760109,1976,M,34665,ekkehart-schenk-gasse 20
jacqueline,binnerbarth,19640823,1964,F,63385,weinholdring 1
salvatore,wulffbolzmann,19450210,1945,M,453,buchholzring 68
ludwina,rudolph,19900613,1990,F,87552,koehlerstrasse 15
adelgunde,schusterloewer,19920625,1992,F,43256,tuerkan-walter-allee 4
susan,kensy,19941210,1994,F,62258,birte-kostolzin-strasse 61
hansjoerg,siering,19660126,1966,M,61003,schmidtplatz 54
fernando,kensy,19690903,1969,M,49203,jaentschgasse 4
karlhans,reising,20021210,2002,M,38682,roskothplatz 7
helene,franke,20070829,2007,F,92291,boernerstrasse 6
imre,baererhenk,20011225,2001,M,77933,gutering 170
petar,haasekrebs,19511222,1951,M,50831,textorallee 1
liliane,kreusel,19450719,1945,F,55949,sven-stumpf-platz 3
christiana,hahn,20050318,2005,F,62293,kriemhild-mueller-weg 8
hedwig,bender,19480206,1948,F,40352,keudelallee 21
hedi,schoenland,19680908,1968,F,63145,walther-weinhage-gasse 7
toni,karge,19540311,1954,M,98745,heckerstrasse 29
hansjoerg,graf,19500101,1950,M,66170,metzring 3
otfried,doerr,19660221,1966,M,74523,vesna-huhn-platz 69
linus,mies,19630314,1963,M,23374,segebahnplatz 56
patricia,kuehnert,19720324,1972,F,70612,gaetano-schulz-strasse 4
dolores,kochii,19930502,1993,F,59175,tlustekplatz 43
klara,bender,20020224,2002,F,62036,ladeckring 79
bogdan,paertzelt,19540527,1954,M,43412,weissweg 87
heino,fischer,19970203,1997,M,96052,nadeshda-knappe-weg 7
monja,langern,19460518,1946,F,20357,hanne-lore-otto-allee 72
suse,hermighausen,19961211,1996,F,75958,wagnerstrasse 86
lisbeth,hauffer,19840607,1984,F,5753,etta-sontag-gasse 73
selma,reichmann,19950418,1995,F,73247,udo-ackermann-strasse 1
gerlind,reuter,19640710,1964,F,35843,kramergasse 30
nelli,textor,19560517,1956,F,99527,schulzstrasse 18
alexej,schmiedtstiebitz,19691014,1969,M,71245,schuchhardtring 49
hansulrich,junkneureuther,19760810,1976,M,82050,alois-schaaf-weg 717
jens,reinhardt,19940726,1994,M,5109,margarita-rose-weg 2
klaus,peterhiller,19620326,1962,M,81545,georgine-hering-strasse 24
sylvie,striebitz,19551204,1955,F,13059,ramon-koch ii-weg 1
ingeburg,scheel,20021217,2002,F,34471,kristin-baerer-platz 965
heinzotto,rogge,19551202,1955,M,48350,bodo-schaefer-ring 3
gert,hermann,19561027,1956,M,969,hofmannstrasse 39
birgitt,soelzer,19690116,1969,F,41944,benthinallee 1
willy,franke,19980817,1998,M,52338,georg-wulff-allee 9
guntram,juettner,19880229,1988,M,69812,karl-otto-scholtz-gasse 85
kayuwe,ruppertwernecke,19600926,1960,M,93232,zobelring 6
moritz,koester,19930730,1993,M,41259,vollbrechtstrasse 4
maurice,boerner,19990214,1999,M,82406,gertraud-luebs-weg 8
milica,klapp,19730724,1973,F,89896,gierschnerweg 164
eckehard,ladeckheinrich,19660914,1966,M,19191,loretta-speer-ring 51
lukas,mueller,19441210,1944,M,840,jacoballee 356
pascal,jaentsch,19860504,1986,M,64387,teresa-atzler-allee 5
mariatheresia,albers,19790906,1979,F,20818,amir-poelitz-allee 9
olav,langern,19940309,1994,M,5996,hildburg-loewer-ring 226
hedwig,kochii,19810815,1981,F,17580,nuri-nerger-allee 16
steffi,boucseineimer,19630128,1963,F,30326,stolzestrasse 27
olivia,drubin,19501127,1950,F,59365,danuta-lange-weg 61
raimund,eberhardt,19570106,1957,M,21321,gunpfplatz 783
pedro,kuehnert,19510506,1951,M,60752,holtallee 25
annekathrin,kraus,19870820,1987,F,51601,silke-zimmer-weg 77
falko,holsten,19751128,1975,M,53101,diethard-ebert-gasse 5
ole,butte,19941219,1994,M,81390,barbara-auch schlauchin-ring 4
karoline,gnatz,19821212,1982,F,94673,pechelweg 58
monika,wesack,19450205,1945,F,67864,rotraud-hande-platz 2
roswitha,sauerpergande,19800229,1980,F,72123,keudelring 87
aleksandar,nette,19460806,1946,M,44084,sami-wende-platz 62
sergej,kade,19891215,1989,M,162,filiz-speer-strasse 6
bastian,saeuberlich,19871004,1987,M,79064,herbert-scheel-strasse 85
sabri,wagner,19830506,1983,M,43036,klemtweg 41
violetta,schottin,19891007,1989,F,47367,anthony-schleich-platz 934
nadine,hoefig,19500501,1950,F,49405,curt-kaester-gasse 97
heinzwilli,staude,19681101,1968,M,5879,sepp-weinhold-strasse 7
adina,pergande,19850208,1985,F,8841,lachmannplatz 93
hanshelmut,neureuther,19570130,1957,M,98453,verena-renner-gasse 25
cetin,dowerg,19510320,1951,U,74862,raedelallee 53
kenneth,groettnerjunken,20031030,2003,M,12834,niels-hentschel-strasse 68
evelyn,trupp,19700110,1970,F,44576,mangoldgasse 7
joanna,renner,19601111,1960,F,16552,klingelhoeferallee 6
hans,joergmoechlichen,19670615,1967,M,86327,eberthstrasse 8
ortwin,austermuehle,19480928,1948,M,35768,frankeplatz 705
fredo,foerster,19450611,1945,M,99297,adlerplatz 87
kriemhild,stroh,19680605,1968,F,60672,luise-schueler-weg 5
oda,thies,19900518,1990,F,90024,bauerplatz 7
steven,bohnbach,19600521,1960,M,9161,rené-bonbach-ring 81
sylvie,walterloechel,19800413,1980,F,94080,kaestergasse 6
august,wohlgemut,19940802,1994,M,20508,kensyallee 8
filippo,hoelzenbecherhartmann,19571021,1957,M,10628,hiltraud-geisel-allee 5
dajana,schollschwital,19821124,1982,F,88248,giessweg 635
guido,wulff,20040519,2004,M,38222,weimerweg 47
heiner,linke,19660722,1966,M,5663,walterplatz 9
volker,butte,19460205,1946,M,89108,schleichring 46
karlhermann,vanderdussenschleich,19540626,1954,M,17274,heinz-wilhelm-hartmann-gasse 353
lina,muelichen,20070223,2007,F,11596,gumprichgasse 974
hellmuth,ebert,19870218,1987,M,45775,patbergstrasse 88
claus,stiebitz,20040707,2004,M,38608,gunther-haering-weg 51
peggy,schomber,19650313,1965,F,12179,luebsallee 391
friedo,maelzer,19591108,1959,M,28784,elzbieta-fliegner-platz 3
marlen,heuser,20021001,2002,F,20103,hans-wilhelm-patberg-platz 470
eleonora,sorgatz,19970218,1997,F,24657,liebeltstrasse 6
valerie,scholz,20070521,2007,F,14622,trudel-boerner-platz 8
anatol,etzlerscheel,19760822,1976,M,90064,raedelplatz 50
hansuwe,warmer,19711218,1971,M,32675,jacqueline-scholl-gasse 2
mareike,bloch,20000622,2000,F,59865,roy-schoenland-gasse 215
hanschristian,doehn,19590508,1959,M,84180,ismet-stumpf-strasse 49
zeki,trub,20060418,2006,M,64461,grein grothstrasse 99
arndt,seifert,19631124,1963,M,95364,bertold-oestrovsky-platz 8
william,juncken,20010503,2001,M,9515,karen-albers-strasse 49
