first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address
Francoise,Hartung,19620405,1962,U,75021,volkhardbruder@gmail.com,06035 013730,Kostolzinplatz 58/57
Anna-luise,Ruppersberger,19861109,1986,F,86558,samira73@web.de,+49(0)6736583331,Hatice-Döhn-Straße 2828
Desiree,Binner,19710713,1971,F,58454,reinald38@googlemail.com,01807 55180,Gertraud-Steinberg-Allee 40/89
Sigurd,Kraushaar,19820626,1982,M,37196,elizabeth72@googlemail.com,05453 22315,Lotti-Putz-Allee 4/1
Wieland,Gehringer,19500115,1950,M,68862,hillerfabian@yahoo.de,+49 (0) 2462 499341,Eileen-Schmidtke-Gasse 35/34
Rico,Fröhlich Beng,19830203,1983,M,38575,jacekeimer@hotmail.de,0121206684,Scholzgasse 4563
Philip,Radisch,19620630,1962,M,39703,bstaude@gmail.com,+49 (0) 3556 317190,Tröstgasse 1/5
Wolf-rüdiger,Junk Beng,19850426,1985,M,08796,ibaerer@gmx.de,00761674054,Mirella-Hartung-Weg 21
Vito,Bender,19720622,1972,M,05051,mahmoudjunck@googlemail.com,(07974) 066854,Helmuth-Klapp-Straße 2/9
Birger,Ernst,19731030,1973,M,48256,warmerelse@yahoo.de,0547641624,Charlotte-Bachmann-Weg 2/6
Burkhardt,Hartmann,20021008,2002,M,98397,qjopich@aol.de,+49(0)5006801411,Wiltrud-Matthäi-Ring 70/45
Maximilian,Schomber,19901106,1990,M,86500,matthias84@gmail.com,+49(0) 107508885,Dagobert-Schomber-Weg 2-2
Leonardo,Stoll-rust,19540629,1954,M,94977,ivohofmann@gmx.de,06049 863463,Weißstraße 6
Evi,Klotz-salz,19760516,1976,F,11649,elizabeth08@gmx.de,01281 193120,Schinkeweg 3-8
Stjepan,Etzold,19980521,1998,M,05757,mariangertz@googlemail.com,+49(0)3395004856,Heimo-Heß-Weg 10/47
Annemie,Bolzmann,19770309,1977,F,65571,barkholzpatricia@hotmail.de,+49(0)4235 80989,Roseplatz 6
Serge,Hoffmann,19680926,1968,M,47826,ernst-augustfechner@gmx.de,03654 565895,Pohlring 2641
Lutz,Mans,20030909,2003,M,80830,marcel28@gmx.de,+49(0) 147952361,Holstenallee 4/7
Sina,Bien,20030407,2003,F,72469,christelschuster@hotmail.de,+49(0)1440 272114,Ehlertgasse 95-66
Hermine,Schottin,20001003,2000,F,09989,sauergundel@gmx.de,+49(0)3187 16875,Budigplatz 810
Drago,Jockel,19860314,1986,M,89472,ibohlander@hotmail.de,(01916) 25836,Beckmannplatz 925
Geza,Steuer,19521125,1952,U,30887,dcarsten@gmail.com,(04368) 431743,Enrico-Rose-Platz 480
Francisco,Kühnert,19651223,1965,M,97238,juettneremilie@yahoo.de,0986070410,Zirmeplatz 3-1
Herbert,Gotthard,19721130,1972,M,37135,gertraut87@gmail.com,+49(0)0788 997842,Raimund-Trupp-Straße 49-45
Harry,Preiß,19571118,1957,M,33683,yreinhardt@gmail.com,+49(0)1501 60516,Lehmannplatz 1
Pietro,Trüb,19780207,1978,M,88134,gesine54@yahoo.de,01157 45718,Hanni-Ackermann-Gasse 7
Mahmoud,Ebert,20030819,2003,M,84663,horst-peter03@yahoo.de,0057701645,Sagerstr. 39-84
Necati,Möchlichen,19791113,1979,M,94460,faustsenta@hotmail.de,+49(0)5347662022,Blochring 66/87
Siegrid,Koch,19750826,1975,F,20195,stollsiegward@gmail.com,06726 82136,Karola-Holt-Weg 241
Valentin,Weihmann,19540725,1954,M,51811,friedo09@gmail.com,+49(0)1170 80586,Neureuthergasse 81-29
Miodrag,Krebs-plath,19590506,1959,M,71492,marianna27@googlemail.com,(06694) 267152,Södingplatz 3
Felizitas,Löwer Beng,19600820,1960,F,87033,magdalenapatberg@gmx.de,01830 902780,Steckelstraße 5702
Simon,Jüttner Beng,19560404,1956,M,56425,hkoehler@gmail.com,0268532403,Delia-Spieß-Allee 706
Traude,Zänker-roht,19510202,1951,F,09735,dragica96@web.de,+49(0) 404640783,Anatoli-Schottin-Ring 6090
Lukas,Hermighausen,19520824,1952,M,66943,ladislaus98@googlemail.com,05553 72208,Leonie-Spieß-Weg 21/86
Slawomir,Wernecke,19530814,1953,U,38476,marcoroht@yahoo.de,+49 (0) 2322 053090,Hanno-Ortmann-Gasse 5/2
Sieglinde,Trubin,19660219,1966,F,48172,gertzemmi@aol.de,+49(0)2039 674340,Horst-Dieter-Kroker-Platz 6
Dorina,Kitzmann-mielcarek,19530424,1953,F,91722,sagerisabelle@gmail.com,05883 83880,Ludwig-Jacobi Jäckel-Weg 7673
Eva-maria,Oderwald,19561017,1956,F,26478,helenetrapp@gmx.de,06299 007902,Müllerweg 60-79
Ehrenfried,Gorlitz,19950915,1995,M,51938,williammans@aol.de,05416 80317,Stiffelweg 8990
Annegrete,Rudolph,20030717,2003,F,46891,ubeckmann@gmx.de,0787823382,Guntram-Jacob-Weg 1/9
Manja,Trub,19681022,1968,F,75985,ingbertehlert@googlemail.com,(00811) 581084,Holstenplatz 2
Salih,Renner,19880706,1988,M,50332,anjajuncken@gmail.com,+49(0)9299 34073,Pieperweg 73-82
Janina,Striebitz,19620416,1962,F,61992,zjaekel@aol.de,(03662) 17760,Gerlachallee 8
Eugenia,Carsten,19591015,1959,F,41351,kkabus@aol.de,(05706) 626247,Urs-Fechner-Ring 8417
Alwin,Gude,19861008,1986,M,71819,flantzrosl@gmx.de,+49(0)9869 85182,Noackgasse 31/24
Ralph,Mende,19610726,1961,M,35521,lziegert@gmx.de,+49(0) 598292983,Dowergstr. 702
Birgitta,Weihmann,19640305,1964,F,64547,zekiboucsein@hotmail.de,+49 (0) 4684 060688,Müllerweg 312
Karoline,Gumprich,20011228,2001,F,31937,doerschnerhilde@gmx.de,00378 66232,Nora-Dobes-Gasse 882
Gisbert,Austermühle,19620923,1962,M,53061,senoljessel@yahoo.de,08794 481100,Wellerstr. 453
Susann,Scheibe Beng,19470307,1947,F,13118,xseip@hotmail.de,+49(0)9053 238972,Kornelius-Lübs-Straße 8537
Janett,Scheel-seifert,19920711,1992,F,06607,kitzmannjana@googlemail.com,+49(0)1979322656,Kambsallee 5
Caterina,Lübs,19700106,1970,F,46576,segebahnklaere@yahoo.de,+49 (0) 0522 640077,Marika-Spieß-Allee 3
Benjamin,Tschentscher,19680510,1968,M,78365,ianseidel@gmx.de,(09903) 105103,Yilmaz-Sölzer-Ring 21-44
Nils,Pechel,19930202,1993,M,61008,karola40@hotmail.de,00182785988,Bruni-Förster-Allee 4
Mathias,Bähr,19780805,1978,M,54221,erhardt80@gmx.de,+49(0)3623 79481,Birger-Rogge-Gasse 32/66
Gottfried,Scholz,20011009,2001,M,22946,tkarz@googlemail.com,+49 (0) 8700 715900,Nergerweg 10-15
Sylvia,Dietz,19720820,1972,F,92568,ilse85@gmail.com,+49 (0) 2783 736102,Blochstr. 6861
Sylvie,Kitzmann,20070304,2007,F,84472,gertzelli@web.de,+49(0)8784723479,Wolfgang-Bolzmann-Ring 8/5
Hans-theo,Werner,20030215,2003,M,32337,raphaelaumann@web.de,(01796) 315050,Zimmerstraße 37-50
Ignatz,Eimer-jacobi Jäckel,19760603,1976,M,49368,kreuselradmila@googlemail.com,+49 (0) 7818 280069,Biengasse 913
Elisabet,Tröst,19730702,1973,F,10806,xgunpf@gmail.com,(09419) 684247,Matthäiring 7/3
Emmi,Gotthard,19780330,1978,F,27314,eackermann@gmail.com,+49(0)1390 84029,Sagerstr. 5
Reimer,Stiffel,19610217,1961,M,31668,matthaeileo@gmx.de,(07378) 631991,Katrin-Jäntsch-Platz 464
Karoline,Schuster-kohl,19990430,1999,F,40855,sigmund46@gmail.com,07121 953428,Valentine-Nohlmans-Platz 3-2
Manuela,Henk,20021226,2002,F,79792,sfaust@yahoo.de,(08523) 27817,Horst-Peter-Schmiedt-Platz 7945
Ercan,Gertz,20011211,2001,M,83185,franz-xaver78@hotmail.de,+49(0)1422005613,Mülichenstr. 19
Frederike,Kusch,19610519,1961,F,52483,edmundortmann@aol.de,03688 170891,Dietzplatz 4/8
Rotraud,Van Der Dussen,19860503,1986,F,43235,jaekelbenno@yahoo.de,0735482856,Jenny-Müller-Allee 23/48
Andrei,Kreusel-steckel,20070925,2007,M,41065,xbecker@aol.de,01514362363,Ruppertstraße 6-9
Almuth,Krebs,19610429,1961,F,40062,preissjorge@aol.de,+49(0)3739187625,Peukertweg 249
Korbinian,Scholl Beng,19910913,1991,M,77070,kreuselpolina@gmx.de,(09033) 08133,Horst-Holsten-Gasse 2/8
Hans-helmut,Etzold,19870217,1987,M,82226,stanislawgute@web.de,(05575) 109766,Hänelstraße 55
Amalia,Biggen-holt,19880609,1988,F,71768,ismail93@gmail.com,+49 (0) 8745 303922,Sami-Mülichen-Ring 16-75
Klara,Zahn,20061202,2006,F,43657,maria-theresiaoestrovsky@gmail.com,06123162942,Gorlitzplatz 7
Branko,Birnbaum,19880702,1988,M,57945,alwinechristoph@yahoo.de,(04760) 421621,Albersring 93-48
Vincent,Schüler,20011012,2001,M,19925,reinharthartung@gmx.de,0242689889,Luka-Hartmann-Straße 543
Rotraud,Kallert,19580331,1958,F,26616,kbolander@yahoo.de,07153 34835,Doris-Gute-Straße 6
Alwin,Peukert,19741130,1974,M,93886,simonafranke@aol.de,04092 921650,Victor-Boucsein-Straße 39
Carl-heinz,Jäntsch-beckmann,19731112,1973,M,36161,briemermagrit@yahoo.de,+49 (0) 5698 656076,Theobald-Eimer-Allee 1
Mehdi,Cichorius,19690903,1969,M,80157,jacobhenning@web.de,+49(0)6238 537319,Eigenwilligallee 1-9
Tania,Sager,20000630,2000,F,08936,willi54@yahoo.de,06145 747995,Romana-Lange-Ring 3
Gerolf,Scheibe,20060527,2006,M,08569,monique82@aol.de,+49(0)4699580792,Wellerweg 2/4
Heinz-walter,Bolnbach,19981030,1998,M,61051,mareilekobelt@hotmail.de,+49 (0) 6312 805610,Davidsgasse 735
Janet,Herrmann,19740209,1974,F,67595,ortrud93@gmail.com,(08164) 63672,Heinrichplatz 8
Sieghard,Mühle,19950918,1995,M,12934,kaesterhildburg@gmail.com,(04166) 171286,Bolzmannring 5-5
Ayten,Schaaf-holzapfel,19550423,1955,F,66587,mattias40@web.de,+49(0) 392045021,Henschelring 7
Cornelius,Zahn,19601029,1960,M,15721,riehlsoenke@aol.de,0975651324,Brunhilde-Ruppert-Gasse 3/9
Fernando,Wähner,19520127,1952,M,48516,ercanwesack@googlemail.com,04198 045135,Jäntschring 7/9
Waltraud,Löchel,19500115,1950,F,39520,yholzapfel@yahoo.de,08566 67744,Aleksandr-Oderwald-Platz 4/1
Kathy,Kraushaar,19951226,1995,F,79324,trubinburckhard@hotmail.de,+49 (0) 8388 028833,Sigismund-Pärtzelt-Ring 149
Robert,Buchholz Beng,19851109,1985,M,99955,vogtswetlana@gmail.com,06969522649,Steyplatz 9-4
Thorben,Gerlach,19540422,1954,M,93022,elena63@yahoo.de,+49 (0) 6462 126965,Striebitzweg 888
Aleksandra,Säuberlich,19820810,1982,F,44480,arifknappe@googlemail.com,09744 59553,Hardy-Jungfer-Ring 4
Delia,Schmiedecke,19561110,1956,F,64157,pauch-schlauchin@gmx.de,01121417945,Flantzgasse 7
Erdal,Scholl,19970328,1997,M,25565,falk10@gmx.de,(08939) 142956,Christophstraße 40/46
Sigrun,Graf,19840314,1984,F,96144,toralf71@web.de,06592 131960,Piepergasse 73/29
Susanna,Seifert,19941204,1994,F,89999,beierkarina@gmail.com,(06656) 465389,Oestrovskystr. 73-83
Ladislaus,Schottin,19640911,1964,M,10972,bladeck@yahoo.de,+49(0)6699437867,Georgios-Wagner-Ring 4-3
Dragan,Klingelhöfer,19630603,1963,M,85213,karl-georg52@gmx.de,+49(0)6138 884062,Binnerstraße 8/4
Inna,Scheibe,19730104,1973,F,92962,gottlieb07@googlemail.com,01961483809,Friedhilde-Vollbrecht-Straße 62-34
Rudolf,Schäfer,19590609,1959,M,02729,fraukewernecke@yahoo.de,+49(0)8286 532517,Kristina-Börner-Platz 18/34
Gretel,Werner,19831108,1983,F,60227,tstiffel@yahoo.de,03067 65836,Haufferring 173
Victoria,Dörschner,19651111,1965,F,48296,ygertz@web.de,+49 (0) 1902 956272,Willibert-Sauer-Ring 2874
Hans-walter,Röhrdanz,20031025,2003,M,23533,fdrewes@web.de,(09575) 97079,Klappgasse 25/53
Frank-michael,Döring,20031213,2003,M,05945,hmartin@aol.de,01053366868,Walburga-Karge-Straße 1-2
Hellmut,Zorbach-meyer,19520307,1952,M,37829,emmy82@yahoo.de,+49(0)9972 521289,Annika-Börner-Straße 6-1
Karl-otto,Liebelt,19600515,1960,M,57456,lwieloch@yahoo.de,+49(0)0318269392,Binnerstr. 87/13
Roswitha,Mielcarek,19851123,1985,F,31691,rezafoerster@gmx.de,00221 855677,Benthinring 2/1
Fatih,Roskoth,19940618,1994,M,51629,ulrike73@gmail.com,+49 (0) 5003 855137,Kühnertplatz 59-57
Hartmuth,Eberth-kaul,19480810,1948,M,63448,sylvester49@web.de,+49(0) 872599313,Mustafa-Gorlitz-Platz 65/48
Karin,Henschel,20040701,2004,F,35454,bklotz@gmx.de,+49(0)4857 229751,Linus-Rust-Ring 3776
Antoinette,Bloch,19530726,1953,F,41386,nmueller@yahoo.de,+49(0)4691 175608,Bertram-Gieß-Gasse 2-3
Francesco,Freudenberger,19810719,1981,M,28712,hueseyin08@web.de,+49(0)1419999732,Ruppertweg 9/1
Agnes,Fliegner,19960505,1996,F,03614,drubantonia@web.de,+49(0)8055397563,Friedbert-Bachmann-Gasse 3/6
Cengiz,Wilms,19550706,1955,M,11330,kitzmannwalburga@gmx.de,+49(0)5822 92420,Alina-Losekann-Weg 0
Elmar,Jessel-kreusel,19710301,1971,M,45713,dorina08@googlemail.com,+49(0)8993 83095,Heiner-Christoph-Weg 1/6
Serge,Schulz,19481202,1948,M,02886,ria55@aol.de,+49 (0) 6546 966580,Georgine-Werner-Straße 7-7
Liesbeth,Jacobi Jäckel,19890104,1989,F,68104,nikolaus00@googlemail.com,(00356) 01481,Wielochallee 74
Heinz-dieter,Adolph,19941128,1994,M,17057,xtlustek@gmail.com,(06188) 331962,Deborah-Harloff-Straße 1-9
Johan,Eckbauer,19780302,1978,M,50711,stefanietrubin@yahoo.de,(05338) 969065,Nada-Holzapfel-Gasse 4/7
Mirjana,Van Der Dussen,19730823,1973,F,46488,cstiebitz@gmail.com,+49(0)7700765117,Pärtzeltplatz 4-9
Marion,Hoffmann,19661220,1966,F,20404,johannebert@googlemail.com,+49(0)9739363860,Jacoballee 7/8
Sigrun,Rust,19671105,1967,F,63862,anderscenta@gmail.com,(02275) 60832,Stiebitzplatz 29-92
Kasimir,Keudel,19581014,1958,M,76792,kreinotmar@gmx.de,03838 32783,Langernallee 81/79
Branka,Benthin-rädel,19550105,1955,F,19705,ikuhl@googlemail.com,0522430282,Lissy-Schmidtke-Gasse 7/9
Sibylle,Gumprich Beng,19460318,1946,F,87819,ernestineschottin@yahoo.de,+49(0) 047166553,Tschentscherplatz 7610
Diethard,Bohnbach,19551226,1955,M,06290,sigrid69@aol.de,01227588469,Tillmann-Rosenow-Gasse 805
Annett,Johann,19641019,1964,F,69567,nbudig@yahoo.de,(08653) 01639,Hermighausenring 974
Diethard,Fiebig,19710312,1971,M,91376,miguelhermighausen@yahoo.de,07430 02784,Stefan-Jacob-Allee 43
Kira,Söding,19500614,1950,F,95465,natalieschuster@gmx.de,+49(0)4101 573544,Rainer-Jüttner-Weg 86-96
Mario,Pruschke,20001006,2000,M,87850,gudrunboucsein@gmail.com,+49(0) 063431916,Roy-Ernst-Gasse 5053
Gabi,Scholz-hering,19671126,1967,F,02073,silvesterwernecke@hotmail.de,(02731) 688642,Johannplatz 81-36
Jadwiga,Pergande-steckel,19960104,1996,F,18838,nuray82@googlemail.com,(08520) 36581,Monja-Nohlmans-Platz 1
