first_name,last_name,dob,year_of_birth,gender,zip,address
Tania,Trapp,19710708,1971,F,12591,Faustgasse 3/9
Radmila,Bolander,20050304,2005,F,61799,Stahrallee 66/77
Lisa,Kade,19640322,1964,F,09048,Hentschelgasse 24
Lea,Geißler,19830603,1983,F,65555,Plathring 39-38
Britta,Döhn,19971109,1997,F,31511,Klappgasse 60/78
Emilie,Jopich,20060817,2006,F,51039,Ditmar-Ebert-Weg 54
Gabriella,Kade,19741010,1974,F,30599,Baumgasse 740
Roy,Staude,19810318,1981,M,74275,Säuberlichallee 6-7
Max,Hettner,20070710,2007,M,44683,Rebecca-Kabus-Weg 591
Marlies,Rudolph,19650613,1965,F,70402,Antonietta-Trub-Weg 2/2
Dorothea,Koch,19761120,1976,F,95273,Ansgar-Heinrich-Straße 48
Michelle,Auch Schlauchin,19821002,1982,F,97071,Martin-Hiller-Ring 18-49
Zita,Juncken,19971118,1997,F,24506,Wagnerstraße 2
Fernando,Binner,19530424,1953,M,15860,Dippelring 8-2
Katy,Kraushaar,19950616,1995,F,74189,Gehringerring 2267
Ortwin,Rudolph Beng,19671023,1967,M,27856,Nina-Bachmann-Ring 8-8
Beatrice,Reichmann,19610915,1961,F,69710,Albin-Koch-Straße 2861
Marion,Benthin,19620529,1962,F,64888,Marjan-Hande-Ring 3
Antje,Juncken,19780421,1978,F,87494,Karzstraße 8/9
Veronika,Mangold,19820708,1982,F,97220,Kochstraße 1
Franz,Bender,19570812,1957,M,44229,Wähnerstraße 6
Dietmar,Trommler,20040129,2004,M,93086,Ira-Johann-Weg 66
Gertrud,Noack,19600930,1960,F,63019,Aneta-Cichorius-Straße 76
Björn,Häring,19770122,1977,M,77864,Wilhelmine-Förster-Straße 8-6
Elisa,Gumprich,19450410,1945,F,67630,Flantzstraße 47-13
Ulrike,Gumprich,19970430,1997,F,63633,Kathleen-Beyer-Straße 68/20
Jonas,Börner-tröst,19541115,1954,M,25153,Beierring 76
Emilia,Dussen Van-bauer,19540607,1954,F,87727,Lotti-Röhrdanz-Ring 9820
Markus,Auch Schlauchin,19921203,1992,M,77380,Weihmannstraße 9868
Nicolaus,Bärer-seifert,19470205,1947,M,28861,Suse-Wähner-Platz 382
Antonia,Löwer,19560530,1956,F,60549,Ringstr. 719
Klaus-peter,Röhricht,19801105,1980,M,44928,Joseph-Ehlert-Allee 4358
Hanno,Hertrampf,19960414,1996,M,51306,Walterweg 30-29
Laurenz,Döring,19750327,1975,M,03875,Eckhart-Baum-Straße 52/46
Irene,Jacob,19981107,1998,F,00203,Butteallee 96/98
Eckart,Grein Groth,19790925,1979,M,50815,Carolin-Mülichen-Straße 12-80
Gitta,Heinrich,19480530,1948,F,52638,Fritschweg 4-4
Delia,Stey,19480119,1948,F,48053,Segebahnstr. 5604
Heinz-günther,Häring,19931119,1993,M,47255,Norman-Lehmann-Straße 188
Renato,Werner,19880731,1988,M,58105,Henkstr. 2
Ayten,Anders,20070306,2007,F,60756,Marjan-Römer-Weg 9
Hans-ludwig,Weiß Beng,19701126,1970,M,16937,Guido-Briemer-Allee 3/6
André,Stroh,19910325,1991,M,61773,Suzanne-Fritsch-Ring 7833
Philipp,Wilms-sorgatz,19671007,1967,M,18115,Eckbauerring 21-65
Reiner,Textor,19681209,1968,M,04894,Radmila-Kitzmann-Gasse 9202
Walter,Lachmann-gumprich,19660323,1966,M,11389,Ebertgasse 72-61
Nadine,Jessel,19610306,1961,F,99216,Marliese-Fliegner-Straße 269
Heide-marie,Gehringer,19620819,1962,F,73503,Ignaz-Sontag-Straße 0
Christine,Killer,19490701,1949,F,62058,Kranzgasse 43-51
Chantal,Renner,19890207,1989,F,23682,Francis-Becker-Straße 58/60
Gretel,Gertz-mälzer,19851030,1985,F,16043,Dolores-Jüttner-Gasse 2-3
Carlo,Kambs,19880613,1988,M,40636,Abram-Hölzenbecher-Weg 51
Nicole,Stolze,19740121,1974,F,28210,Textorweg 20
Marco,Dussen Van,19881008,1988,M,76160,Kaspar-Kranz-Platz 2/6
Tadeusz,Käster,20031010,2003,M,04397,Geislerring 9/6
Gotthold,Dippel Beng,19630317,1963,M,21513,Schottinstraße 26
Aribert,Nerger,19901021,1990,M,18720,Margret-Boucsein-Allee 75
Rabea,Tlustek,19610116,1961,F,62439,Zänkergasse 3
Marika,Hermann,19891003,1989,F,56744,Plathstr. 32
Karolina,Ernst,19931213,1993,F,17057,Gießstr. 18-31
Jens-uwe,Thies,19900827,1990,M,05118,Geiselgasse 30
Larissa,Scheel,19941116,1994,F,76419,Elisabeth-Weller-Weg 12
Leonore,Mentzel,19671027,1967,F,65744,Manfred-Adler-Ring 12-90
Lisa,Mans,19480721,1948,F,69957,Horst-Jacob-Platz 88
Luisa,Neureuther,19740603,1974,F,02746,Stiebitzplatz 84
Tamara,Scheel,19580624,1958,F,99880,Karlheinz-Hänel-Platz 730
Rotraud,Säuberlich,19720109,1972,F,43080,Stanislaw-Vollbrecht-Allee 3102
Irmela,Klotz,19850813,1985,F,67829,Wulffgasse 0
Zenta,Schweitzer,19800731,1980,F,80570,Cathleen-Heintze-Allee 5-6
Asta,Juncken-stiebitz,19470728,1947,F,88809,Bonbachgasse 85-41
Antonio,Rust,19810115,1981,M,65598,Valentina-Mende-Gasse 724
Apollonia,Gerlach,19670514,1967,F,91181,van der Dussenweg 59
Mirjam,Pärtzelt,19470725,1947,F,26640,Mitschkestraße 6724
Ehrhard,Freudenberger,19960301,1996,M,01183,Rolf-Dieter-Mielcarek-Gasse 9/8
Eduard,Gute,20040426,2004,M,61210,Hans Jürgen-Dörr-Straße 2-6
Siegried,Schlosser,19620306,1962,U,01894,Jäkelstr. 5-2
Philomena,Kraus Beng,19940919,1994,F,45713,Siegmund-Budig-Allee 49
Lena,Schlosser,19590824,1959,F,77532,Davidsweg 27-27
Linda,Döring,19600403,1960,F,27487,Atzlerweg 2
Gina,Bärer-hiller,19510702,1951,F,11351,Carina-Niemeier-Straße 34-91
Kazim,Schuchhardt,19690915,1969,M,47766,Dorothea-Naser-Straße 30/43
Lena,Berger,19530928,1953,F,73980,Alwin-Schüler-Straße 10
Hassan,Löffler,19710809,1971,M,37809,Roggeplatz 63/51
Imre,Davids,19620302,1962,M,39590,Abram-Spieß-Platz 835
Swetlana,Rohleder,19800414,1980,F,82457,Roman-Bauer-Ring 7-6
Hassan,Anders,19830929,1983,M,84882,Stjepan-Schinke-Gasse 1/8
Victoria,Werner,19810606,1981,F,95176,Fiebigplatz 7/9
Rudi,Rädel,20060704,2006,M,79486,Conradigasse 2-7
Berend,Förster,19670319,1967,M,94095,Leopold-Mosemann-Weg 21-34
Erhard,Rust Beng,19570504,1957,M,58227,Anneliese-Eimer-Weg 1/1
Hans-otto,Fröhlich,20020603,2002,M,57616,Paffrathallee 90-55
Niklas,Schinke,20070228,2007,M,15514,Heinzring 1-9
Aleksej,Scheuermann,19840409,1984,M,63813,Ortmannplatz 1/6
Pius,Gierschner,19911122,1991,M,97749,Scholtzstr. 7096
Lucia,Karz-huhn,19790611,1979,F,50771,Tobias-Tröst-Platz 878
Gabor,Buchholz,19690912,1969,U,71821,Wernerstraße 2/4
Armin,Sauer,19860502,1986,M,35344,Janusz-Beer-Allee 5/9
Dursun,Bohnbach,19611213,1961,M,72336,Tlustekgasse 51
Peer,Söding,19571213,1957,M,70027,Beckmannweg 5218
Magret,Hörle,19961027,1996,F,70377,Margrafweg 69/79
Monika,Stadelmann,19920614,1992,F,35401,Alice-Kambs-Ring 5169
Maximilian,Paffrath,19740312,1974,M,29312,Kostolzinstr. 6285
Jolanda,Eckbauer,19631125,1963,F,58685,Ottoplatz 9735
Aleksej,Bohnbach,19960906,1996,M,16533,Dietmar-Hamann-Weg 56/62
Leander,Süßebier,20060906,2006,M,22246,Josefa-Henschel-Weg 98/12
Caroline,Metz,19490309,1949,F,83436,Reinhardtallee 546
Philippe,Trommler,19831112,1983,M,10459,Knut-Hübel-Platz 39/38
Nadin,Kranz Beng,19880906,1988,F,51287,Drubinring 80/74
Marjan,Kruschwitz,19860716,1986,M,30296,Heidelore-Löffler-Allee 3/5
Apostolos,Noack Beng,19830802,1983,M,53220,Greta-Hande-Weg 94
Anthony,Boucsein,19821102,1982,M,29946,Petros-Cichorius-Ring 9-2
Agata,Börner-wohlgemut,19710827,1971,F,80978,Sophie-Trupp-Gasse 8
Heiko,Reuter Beng,20040912,2004,M,22683,Bohlanderallee 25/44
Fredy,Römer,19850722,1985,M,78049,Gorlitzplatz 2
Ingeborg,Schäfer,20000831,2000,F,47867,Löwerring 86-61
Ilja,Stahr,19830508,1983,M,98108,Cemal-Reinhardt-Weg 8134
Mattias,Segebahn Beng,19741122,1974,M,82897,Liebeltring 2
Vitali,Schäfer,19900906,1990,M,40392,Rennerweg 4/6
Benjamin,Jungfer,19550826,1955,M,29904,Annegrete-Neureuther-Weg 61-15
Reinhold,Seifert,20030318,2003,M,74841,Virginia-Heidrich-Straße 4/3
Gundi,Juncken,19960726,1996,F,07844,Hans-Michael-Briemer-Platz 0
Liliana,Hövel,19841011,1984,F,04896,Buttestraße 83-99
William,Dussen Van,19721005,1972,M,75252,Babett-Scheel-Weg 56
Burkard,Steinberg,19870711,1987,M,12793,Cetin-Etzler-Ring 3-3
Doreen,Säuberlich Beng,19860516,1986,F,65423,Wilma-Steinberg-Ring 443
Elisabet,Gute,19860610,1986,F,12161,Karzstraße 4-5
Nicolai,Weller,19851023,1985,M,60082,Drewesweg 732
Carolin,Bachmann,19491202,1949,F,87985,Fiebigweg 5-7
Antoinette,Thies,19900606,1990,F,99545,Jockelgasse 9/6
Katharina,Jopich,19850814,1985,F,61815,Löchelring 3
Guiseppe,Fiebig,19470629,1947,U,92713,Heidemarie-Patberg-Ring 91/24
Irmtraut,Schottin,19780320,1978,F,15949,Imre-Steuer-Weg 324
Priska,Lindner-hübel,19911110,1991,F,17306,Nettestraße 405
Danilo,Holt,19891005,1989,M,47825,Weinhagegasse 640
Evelyn,Schulz,19720110,1972,F,30031,Timm-Ullrich-Weg 99
Hans-uwe,Keudel,19811029,1981,M,16427,Abdul-Graf-Allee 501
Mariola,Grein Groth,20030818,2003,F,43284,Birgitta-Gunpf-Gasse 856
Mike,Müller,19480405,1948,M,21727,Darko-Zobel-Straße 8311
Benjamin,Walter,19940204,1994,M,10083,Lidia-Zimmer-Straße 92/69
Waltraut,Killer,20020222,2002,F,14262,Dussen vanplatz 2/9
Jan-peter,Heinrich,19930517,1993,M,18172,Elfriede-Geisel-Straße 19
Edeltraut,Steinberg,19530602,1953,F,57795,Karin-Jähn-Allee 1
Timo,Loos,19811228,1981,M,25382,Sigrun-van der Dussen-Platz 66-49
Pirmin,Huhn Beng,19560907,1956,M,04693,Pruschkeweg 2161
Carla,Mälzer,19881221,1988,F,29814,Meyerstraße 23
Dennis,Bender,19950707,1995,M,68240,Sontagplatz 806
Woldemar,Jäkel-heidrich,20060721,2006,M,81794,Hellwigplatz 337
Swen,Barkholz,19641217,1964,M,47625,Bonbachgasse 606
Klaus-günter,Bruder,19480907,1948,M,58379,Vollbrechtplatz 4818
Gerolf,Hellwig,19920824,1992,M,07165,Ansgar-Mitschke-Ring 8588
Maik,Hein,19550616,1955,M,53805,Bährgasse 41
Hartmuth,Stiebitz,19880507,1988,M,48668,Steuergasse 74/33
Norma,Sauer,20020418,2002,F,82737,Rosenowstraße 1-4
Sofia,Stiffel,20040628,2004,F,34032,Mansgasse 55-65
Meike,Junitz,19951205,1995,U,53454,Aloys-Hoffmann-Gasse 71-45
Yasemin,Jungfer,19820813,1982,F,70264,Matthäiweg 974
Heimo,Hoffmann,19480404,1948,M,81388,Ullmannplatz 31/82
Diethard,Johann,19941105,1994,M,15001,Gierschnerallee 5-5
Katarina,Lehmann,19830306,1983,F,71977,Wilmsstr. 36/46
Kristiane,Mans,19900331,1990,F,26730,Jäkelgasse 2396
Michaele,Kuhl,19880219,1988,F,93382,Paulo-Süßebier-Platz 95
Melissa,Nerger,19740524,1974,F,00646,Anne-Kensy-Platz 9-3
Larissa,Bolander,19910626,1991,F,57751,Frank-Zobel-Straße 134
Corina,Schacht Beng,19901201,1990,F,01946,Heinzplatz 5/2
Ruth,Rogner Beng,20070506,2007,F,28694,Heidrichstr. 704
Hassan,Gierschner,19500905,1950,M,55512,Kitzmannring 25/10
Ada,Gotthard,19890414,1989,F,67453,Zänkerring 427
Bernadette,Benthin,20060716,2006,F,63561,Otto-Hartung-Platz 13-11
Serpil,Renner,19810526,1981,F,98754,Angelica-Riehl-Weg 8
Marija,Gute,19900828,1990,F,93752,Tania-Kruschwitz-Straße 32/30
Rosa-maria,Kensy,19830223,1983,F,29032,Johannes-Fechner-Ring 960
Annekatrin,Van Der Dussen,19540516,1954,F,16606,Boris-Neuschäfer-Gasse 8404
Lidia,Nette,20031022,2003,F,57039,Henner-Misicher-Gasse 56
Lili,Käster-pärtzelt,19951125,1995,F,60016,Nadia-Riehl-Straße 826
Sönke,Hänel,19921106,1992,M,17213,Eva-Maria-Krebs-Straße 45/41
Rena,Heidrich-jähn,19610505,1961,F,22896,Jozef-Johann-Gasse 7466
Marie-louise,Reichmann,20070623,2007,F,17953,Niemeierplatz 890
Hedda,Jopich,19491102,1949,F,12293,Schmiedeckeallee 1
Antonina,Mitschke,19650405,1965,F,07122,Malgorzata-Adler-Platz 7
Karsten,Dietz,19920516,1992,M,23521,Meral-Winkler-Gasse 2
Gerd,Kramer,19830202,1983,M,85584,Reisingweg 5-4
Denise,Berger,19811128,1981,F,16949,Wolfgang-Stadelmann-Weg 8142
Georg,Roskoth,19760415,1976,M,32319,Karsten-Hornich-Allee 97
Kristian,Killer,19470604,1947,M,90473,Linkegasse 3-5
Walter,Dobes,19500731,1950,M,74174,Tintzmannstr. 4/7
Antonietta,Thanel,19971113,1997,F,47922,Trude-Ring-Gasse 57
Wenke,Zahn,19480708,1948,U,02322,Lehmannstraße 15/11
Heinz-walter,Mans,19740330,1974,M,45043,Raisa-Faust-Platz 854
Franca,Van Der Dussen Beng,19990322,1999,F,35381,Lambert-Ring-Gasse 4/5
Marek,Lehmann,19490718,1949,M,08466,Wulf-Seifert-Allee 38/89
Nikola,Jüttner,19720324,1972,M,91569,Anneliese-Gehringer-Platz 1402
Sevim,Rosenow,19650324,1965,F,28780,Birnbaumweg 20
Franca,Wilmsen,19860426,1986,F,01603,Dorle-Löwer-Allee 4187
Lisa,Klemt,19980912,1998,F,97997,Killerplatz 3-5
Nadia,Keudel,19690425,1969,F,56993,Hubert-Ernst-Gasse 2-8
Mercedes,Walter,19971105,1997,F,61848,Seifertallee 2989
Anne-marie,Gute-gunpf,19810617,1981,F,71754,Lorchallee 8/3
Kamil,Karge,19950106,1995,M,90797,Ehrentraud-Graf-Gasse 4-3
Felizitas,Pieper,19490125,1949,F,68122,Junkplatz 9
Gerhild,Knappe,19940607,1994,F,01001,Fechnerstraße 97
Sedat,Reising-auch Schlauchin,19540502,1954,M,62771,Steuerplatz 9
Nils,Bolnbach,19450503,1945,M,36447,Bianka-Albers-Gasse 930
Klaus-werner,Wirth,19610413,1961,M,74509,Monja-Wohlgemut-Allee 68
Bernward,Siering,19660419,1966,M,59706,Inken-Förster-Ring 2-7
Valentine,Karge Beng,19640617,1964,F,83174,Losekannplatz 9997
Mirjam,Tröst,19531223,1953,F,31980,Wilmsengasse 4/6
Sylvie,Heidrich,19820205,1982,F,66617,Beergasse 1
Enrico,Schwital,19880213,1988,M,14834,Scheuermannring 2472
Gerard,Dussen Van,19540424,1954,M,74548,Wulffweg 5-3
Karolin,Matthäi-kramer,19620921,1962,F,20329,Toni-Niemeier-Straße 8-1
Liesbeth,Beer,19711030,1971,F,63219,Iwona-Spieß-Platz 3-1
Lucia,Henschel,19610705,1961,F,07679,Zdenka-Römer-Platz 1-2
Arndt,Hesse,20040826,2004,M,73913,Lindnergasse 53
Cynthia,Misicher,19600129,1960,F,93895,Fredo-Hering-Ring 73
Dorit,Ullrich,19770531,1977,F,80248,Paul-Gerhard-Gehringer-Gasse 170
Jeanette,Huhn-heser,19980801,1998,F,09028,Milka-Kroker-Weg 567
Beate,Albers Beng,20021026,2002,F,91917,Martin-Kruschwitz-Ring 7
Alois,Dippel,19920318,1992,M,55789,Haeringstraße 8/8
Helmtrud,Mielcarek,20041125,2004,F,37059,Eberthring 51/92
Sigurd,Rose,19860917,1986,M,27325,Tina-Mans-Weg 208
Elisa,Vogt,19540326,1954,F,92758,Ritterring 82/48
Antonina,Barkholz-adler,19450304,1945,F,62182,Rörrichtgasse 3-9
Wieslaw,Juncken,19950713,1995,U,29182,Kathi-Gotthard-Gasse 4780
Mechtild,Margraf,19900207,1990,F,02530,Hellwigring 53/43
Isabella,Finke,19991220,1999,F,44751,Alessandro-Klotz-Allee 3
Lotte,Sontag-birnbaum,19630329,1963,F,71873,Drewesring 1/8
Hans-uwe,Cichorius-metz,19741007,1974,M,50038,Fernando-Mans-Gasse 262
Geza,Döhn,20020829,2002,U,62385,Karla-Noack-Gasse 8412
Carolina,Geißler,19450614,1945,F,82421,Fritz-Trubin-Gasse 87/76
Kay-uwe,Täsche-junken,19920818,1992,M,61063,Sontagring 30-90
Ludwig,Wagenknecht-köhler,19550124,1955,M,35230,Sebastiano-Döhn-Platz 9976
Paul-heinz,Krebs,19560514,1956,M,83437,Mathilde-Plath-Platz 9/4
Krystyna,Reichmann,19870415,1987,F,35051,Leonore-Linke-Allee 9-1
Ansgar,Eigenwillig-bärer,19551114,1955,M,11829,Fiebigstraße 2
Ferdi,Freudenberger,19540118,1954,M,51649,Henkplatz 9
Joachim,Atzler,19671120,1967,M,15278,Burkhard-Beer-Weg 27-18
Ehrentraud,Kraushaar-scheuermann,19890614,1989,F,15248,Wagnerstraße 8826
Norbert,Scheibe,19620408,1962,M,72455,Pruschkegasse 9-1
Laila,Klotz,19770529,1977,F,01395,Paffrathstr. 9/4
Ewa,Trub-rudolph,19900602,1990,F,57628,Sibylle-Striebitz-Ring 98/88
Heike,Beyer,19940423,1994,F,69260,Bärerallee 0
Fadime,Röhrdanz,19550828,1955,F,43929,Aldo-Mohaupt-Allee 72/69
Urszula,Hornig,19610520,1961,F,09867,Heserring 22
Rolf-peter,Hänel,20051229,2005,M,11320,Marcel-Wilms-Ring 4-3
Henriette,Täsche-kuhl,19671022,1967,F,84150,Claas-Carsten-Weg 11
Luka,Riehl,20040410,2004,M,31876,Oliver-Harloff-Straße 7
Elsbeth,Herrmann,19980411,1998,F,39502,Sylvia-Pruschke-Gasse 21-84
Franjo,Holsten,19790625,1979,M,00561,Neureutherstr. 1144
Amir,Mitschke,19820119,1982,M,48588,Frank-Peter-Stoll-Straße 74
Ahmet,Spieß,19741013,1974,M,88806,Klotzweg 4
Jasmina,Röhrdanz,19700908,1970,F,97774,Loosallee 5619
Marie,Pieper,19601127,1960,F,53801,Austermühlestraße 35/61
Vitus,Zirme,19741117,1974,M,58256,Kobeltgasse 4
Jessika,Ullrich,19851117,1985,F,46701,Resi-Drewes-Ring 485
Eva-marie,Gertz,19590826,1959,F,47992,Gerlind-Becker-Weg 61
Dietmar,Hertrampf,19470204,1947,M,14743,Boucseinring 9/3
Kenan,Mende-klotz,19860226,1986,M,08653,Schaafstraße 85/75
Roland,Kobelt Beng,19870719,1987,M,24782,Rosemannallee 88
Kai-uwe,Karz,19991219,1999,M,16722,Denny-Geisler-Weg 84-61
Anne,Hövel-martin,19611213,1961,F,16463,Pia-Oestrovsky-Ring 5/7
Anka,Barth,19580804,1958,F,23451,Brita-Aumann-Straße 9
Nicolaus,Boucsein,19801108,1980,M,65833,Erika-Lehmann-Straße 4/3
Jerzy,Mentzel,19441014,1944,M,94675,Herwig-Koch II-Platz 5/1
Thorben,Zimmer-drewes,19710401,1971,M,00048,Zahnring 8622
Albert,Putz,20000426,2000,M,64981,Ludger-Liebelt-Allee 3/1
Wolf-dieter,Heinz,20061215,2006,M,05242,Pedro-Mülichen-Platz 5-6
Nikolaus,Carsten,19471205,1947,M,05714,Xaver-Meister-Platz 1605
Regina,Thanel,19470622,1947,F,38667,Eberthstraße 74
Ann,Ladeck Beng,19940421,1994,F,88333,Sieringallee 5/8
Marisa,Henschel,19691118,1969,F,86898,Annegret-Häring-Allee 8/8
Kira,Juncken,19880529,1988,F,40326,Ingolf-Speer-Weg 48/10
Eugenie,Heuser,19770602,1977,F,22290,Piotr-Weihmann-Platz 6-1
Alwin,Rohleder,19840904,1984,M,51649,Juan-Krebs-Platz 27-10
Henriette,Gude,19520819,1952,F,96498,Gießgasse 64-30
Anneliese,Zänker,19771118,1977,F,42006,Tlustekstraße 5208
Reinhardt,Davids-wulff,19730704,1973,M,74089,Haeringallee 2/1
Rudolph,Gehringer,19590207,1959,M,44202,Julian-Killer-Gasse 3/6
Darko,Weimer,19680814,1968,M,22009,Kensygasse 3/7
Pauline,Kraus,19660314,1966,F,25120,Lena-Schacht-Straße 5-4
Bela,Seidel,19490815,1949,F,53257,Urte-Mälzer-Ring 328
Kristin,Gnatz,19950130,1995,F,59122,Hans-Ludwig-Schlosser-Platz 89-84
Danuta,Karz,19930411,1993,F,92849,Vogtstraße 0
Mahmut,Dehmel,19730618,1973,M,32442,Adelgunde-Klapp-Platz 7-9
Metin,Becker,19910821,1991,M,16207,Diana-Adolph-Weg 6
Dora,Barth,19720209,1972,F,91689,Nils-Kallert-Ring 40-50
Fabienne,Linke,19721008,1972,F,79421,Conny-Schmiedecke-Straße 0
Franka,Geisel-pechel,19550906,1955,F,34001,Heinzallee 1
Greta,Pieper,19990117,1999,F,54815,Rena-Dietz-Platz 60-56
Uwe,Kraushaar-winkler,20010713,2001,M,22435,Erdogan-Kensy-Platz 6804
Auguste,Lübs,19531227,1953,M,44532,Langeallee 4/7
Alessandro,Bauer,19750818,1975,M,25497,Luigi-Trommler-Allee 62
Alexandros,Nerger,19841214,1984,M,18368,Rüdiger-Börner-Platz 97
Othmar,Scheibe,20031209,2003,M,74648,Marie-Theres-Schenk-Allee 6138
Vitali,Wagenknecht,19560211,1956,M,86164,Hans Josef-Jüttner-Platz 23
Luka,Blümel,19530219,1953,M,34939,Fritschweg 7627
Milan,Schleich,19650428,1965,M,81904,Reinald-Schulz-Ring 82/63
Olivia,Benthin,19640212,1964,F,53381,Sandor-Kitzmann-Platz 3-8
Detlef,Schomber,19580529,1958,M,83369,Heinrichring 33/76
Wibke,Mentzel,19910512,1991,F,87356,Textorallee 82
Andreas,Junck,20031215,2003,M,48668,Mechtild-Scholl-Ring 21-99
Dragica,Hornich Beng,19820513,1982,F,85514,Aumanngasse 9-9
Valeri,Heydrich,19760407,1976,M,38531,Ilias-Höfig-Ring 60/52
Rigo,Vogt,19541211,1954,M,79191,Mülichenweg 51
Cora,Römer,20020919,2002,F,81171,Zobelallee 8
Carmen,Roht,19470207,1947,F,14934,Süßebierstraße 5-4
Ingried,Pohl-seifert,20060115,2006,F,56631,Jäntschgasse 64-38
Marie,Pölitz,19530820,1953,F,57669,Gorlitzring 0
Julie,Schottin,20060806,2006,F,58109,Selim-Ullrich-Allee 47
Utz,Röhricht,19500918,1950,M,33914,Junkstraße 68-86
Maria-theresia,Thies,19820502,1982,F,97976,Bachmannring 72-92
Dogan,Weinhage,19710120,1971,U,64944,Corinna-Köhler-Ring 1194
Heiko,Jungfer,19830317,1983,M,53255,Koch IIallee 4-9
Concetta,Hettner,20011022,2001,F,65597,Nergerstr. 6/2
Lorenzo,Käster-ring,19560518,1956,M,54850,Dussen vanallee 374
Anka,Rogge,19460214,1946,F,65455,Rosalie-Ditschlerin-Straße 7-2
