first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address
Natascha,Kaul,19760513,1976,F,45141,henrike63@yahoo.de,+49(0)3525 71313,Stiffelweg 38/94
Athanasios,Berger,19810606,1981,M,19236,ccichorius@googlemail.com,+49(0)8676 59733,Trübplatz 6-6
Lucie,Lindner,19540326,1954,F,23875,annemariehecker@web.de,+49(0)9069852089,Junckstr. 16/40
Ivo,Ullrich,19940305,1994,M,79051,dannywiek@gmail.com,07221 451636,Jäntschstr. 33/28
Gabi,Flantz,19861129,1986,F,87202,vheintze@googlemail.com,(01555) 774785,Francis-Wilmsen-Ring 82/77
Utz,Jüttner,19650129,1965,M,62611,eleonora70@hotmail.de,+49 (0) 1698 516537,Sofie-Neuschäfer-Weg 528
Magdalena,Hesse,19770625,1977,F,53612,tdobes@yahoo.de,+49(0)6276 56038,Wibke-Tlustek-Straße 73-16
Rosl,Süßebier-sager,19690831,1969,F,15248,roerrichtsilke@aol.de,02771 470948,Kai-Uwe-Franke-Ring 3
Wolf-dietrich,Schulz,19450809,1945,M,27384,iheintze@gmail.com,(09709) 71144,Jozef-Segebahn-Straße 3
Aldo,Radisch,19811105,1981,M,64719,pladeck@web.de,02099 400417,Rudolphallee 9-7
Birgitta,Beer,20060830,2006,F,72797,svetlanaschweitzer@gmail.com,+49 (0) 1111 313486,Erwin-Gute-Ring 2
Wiltrud,Stolze,19910910,1991,F,22315,maltereinhardt@web.de,(01811) 335876,Steuerring 88-45
Willy,Heidrich,19880528,1988,M,31655,dgertz@gmx.de,0167618650,Atzlergasse 22/99
Jeanette,Klingelhöfer,19490311,1949,F,26321,wherrmann@aol.de,(00267) 724245,Andrew-Löwer-Allee 72-81
Ansgar,Ernst,19600721,1960,M,57201,rosemannstephan@yahoo.de,+49(0)5538 370430,Nada-Köster-Straße 28/16
Hans-werner,Scheuermann,20050704,2005,M,93684,viktoriajuncken@hotmail.de,0415789945,Eitel-Schenk-Weg 3213
Edith,Wesack,19621223,1962,F,65634,paulinesuessebier@gmail.com,+49(0) 308286703,Werneckegasse 306
Else,Meister,19451220,1945,F,86642,hasanmielcarek@hotmail.de,+49 (0) 8318 218797,Walburga-Krebs-Ring 2/4
Anka,Zimmer,19730813,1973,F,45649,pruschkealena@yahoo.de,09684 68158,Hella-Weller-Gasse 856
Aloisia,Heinrich,19740926,1974,F,93454,doerschnersebastiano@web.de,+49(0)8565 221401,Schäferplatz 949
Mijo,Ziegert,19590308,1959,M,10937,hans-karl32@yahoo.de,+49 (0) 6406 952414,Steuerallee 56-21
Tania,Trapp,19710702,1971,F,12591,otaesche@hotmail.de,04662 357215,Faustgasse 3/9
Radmila,Bolander,20050226,2005,F,61799,salzannelore@yahoo.de,+49(0)1266 043924,Stahrallee 66/77
Lisa,Kade,19640316,1964,F,09048,ruppersbergerswantje@yahoo.de,+49(0)8703 122268,Hentschelgasse 24
Lea,Geißler,19830528,1983,F,65555,ljunken@googlemail.com,+49(0)5249963717,Plathring 39-38
Britta,Döhn,19971103,1997,F,31511,koch-iihenning@hotmail.de,+49(0)8659 420431,Klappgasse 60/78
Emilie,Jopich,20060811,2006,F,51039,iriehl@gmail.com,06219 298954,Ditmar-Ebert-Weg 54
Gabriella,Kade,19741004,1974,F,30599,oniemeier@googlemail.com,(08166) 590394,Baumgasse 740
Roy,Staude,19810312,1981,M,74275,lindautibor@aol.de,+49(0) 898691418,Säuberlichallee 6-7
Max,Hettner,20070704,2007,M,44683,melanieflantz@yahoo.de,(06212) 02475,Rebecca-Kabus-Weg 591
Marlies,Rudolph,19650607,1965,F,70402,vassilios00@gmx.de,04275 49632,Antonietta-Trub-Weg 2/2
Dorothea,Koch,19761114,1976,F,95273,karla95@web.de,+49(0) 608004630,Ansgar-Heinrich-Straße 48
Michelle,Auch Schlauchin,19820926,1982,F,97071,mmuelichen@aol.de,(06634) 712516,Martin-Hiller-Ring 18-49
Zita,Juncken,19971112,1997,F,24506,kriemhildehlert@hotmail.de,00580 246858,Wagnerstraße 2
Fernando,Binner,19530418,1953,M,15860,olenawinkler@hotmail.de,0657782567,Dippelring 8-2
Katy,Kraushaar,19950610,1995,F,74189,jannbutte@googlemail.com,(08623) 73594,Gehringerring 2267
Ortwin,Rudolph Beng,19671017,1967,M,27856,josefaliebelt@aol.de,+49(0)5921 27278,Nina-Bachmann-Ring 8-8
Beatrice,Reichmann,19610909,1961,F,69710,axelsoeding@googlemail.com,+49(0)6720 80391,Albin-Koch-Straße 2861
Marion,Benthin,19620523,1962,F,64888,lara89@gmail.com,05011874023,Marjan-Hande-Ring 3
Antje,Juncken,19780415,1978,F,87494,troestbrunhild@yahoo.de,+49(0) 564248130,Karzstraße 8/9
Veronika,Mangold,19820702,1982,F,97220,katrin19@aol.de,+49(0)2618191747,Kochstraße 1
Franz,Bender,19570806,1957,M,44229,herrmannalbers@yahoo.de,+49(0)3023 67568,Wähnerstraße 6
Dietmar,Trommler,20040123,2004,M,93086,joanareuter@yahoo.de,05775 15468,Ira-Johann-Weg 66
Gertrud,Noack,19600924,1960,F,63019,tbutte@googlemail.com,+49 (0) 6540 650811,Aneta-Cichorius-Straße 76
Björn,Häring,19770116,1977,M,77864,irosemann@aol.de,+49 (0) 8765 089189,Wilhelmine-Förster-Straße 8-6
Elisa,Gumprich,19450404,1945,F,67630,xanders@googlemail.com,01637583486,Flantzstraße 47-13
Ulrike,Gumprich,19970424,1997,F,63633,druppersberger@gmx.de,00897437203,Kathleen-Beyer-Straße 68/20
Jonas,Börner-tröst,19541109,1954,M,25153,wulffelisabeth@yahoo.de,+49(0)4009479833,Beierring 76
Emilia,Dussen Van-bauer,19540601,1954,F,87727,heidibender@aol.de,(08809) 952421,Lotti-Röhrdanz-Ring 9820
Markus,Auch Schlauchin,19921127,1992,M,77380,wagenknechtgeorgios@hotmail.de,0523823734,Weihmannstraße 9868
Nicolaus,Bärer-seifert,19470130,1947,M,28861,waltergumprich@gmx.de,+49(0)3948056266,Suse-Wähner-Platz 382
Antonia,Löwer,19560524,1956,F,60549,vgeisel@aol.de,08669866816,Ringstr. 719
Klaus-peter,Röhricht,19801030,1980,M,44928,hermann-josef12@web.de,0605826199,Joseph-Ehlert-Allee 4358
Hanno,Hertrampf,19960408,1996,M,51306,qfreudenberger@aol.de,+49(0)4832 56592,Walterweg 30-29
Laurenz,Döring,19750321,1975,M,03875,leo08@web.de,0600913901,Eckhart-Baum-Straße 52/46
Irene,Jacob,19981101,1998,F,00203,sontagauguste@gmail.com,04150 49454,Butteallee 96/98
Eckart,Grein Groth,19790919,1979,M,50815,junkenkristin@aol.de,05877 725965,Carolin-Mülichen-Straße 12-80
Gitta,Heinrich,19480524,1948,F,52638,anastasia26@aol.de,07716188847,Fritschweg 4-4
Delia,Stey,19480113,1948,F,48053,nfechner@googlemail.com,0557718259,Segebahnstr. 5604
Heinz-günther,Häring,19931113,1993,M,47255,cgotthard@gmail.com,0164844044,Norman-Lehmann-Straße 188
Renato,Werner,19880725,1988,M,58105,ingetrautriehl@gmail.com,+49 (0) 1775 393548,Henkstr. 2
Ayten,Anders,20070228,2007,F,60756,hniemeier@aol.de,0761613673,Marjan-Römer-Weg 9
Hans-ludwig,Weiß Beng,19701120,1970,M,16937,annetteriehl@aol.de,+49 (0) 7671 821760,Guido-Briemer-Allee 3/6
André,Stroh,19910319,1991,M,61773,gutelidwina@gmx.de,06044168743,Suzanne-Fritsch-Ring 7833
Philipp,Wilms-sorgatz,19671001,1967,M,18115,stiebitzisabella@googlemail.com,0154542352,Eckbauerring 21-65
Reiner,Textor,19681203,1968,M,04894,martinulf@yahoo.de,01748 19175,Radmila-Kitzmann-Gasse 9202
Walter,Lachmann-gumprich,19660317,1966,M,11389,tadeuszdoehn@gmx.de,08114875021,Ebertgasse 72-61
Nadine,Jessel,19610228,1961,F,99216,junkwalburga@gmail.com,(00310) 253091,Marliese-Fliegner-Straße 269
Heide-marie,Gehringer,19620813,1962,F,73503,maurizio76@googlemail.com,+49(0)5385754230,Ignaz-Sontag-Straße 0
Christine,Killer,19490625,1949,F,62058,beritsalz@aol.de,+49 (0) 1568 790930,Kranzgasse 43-51
Chantal,Renner,19890201,1989,F,23682,eckbauerbeata@gmx.de,08784 21083,Francis-Becker-Straße 58/60
Gretel,Gertz-mälzer,19851024,1985,F,16043,njacob@web.de,(01922) 52006,Dolores-Jüttner-Gasse 2-3
Carlo,Kambs,19880607,1988,M,40636,annita11@web.de,0560674033,Abram-Hölzenbecher-Weg 51
Nicole,Stolze,19740115,1974,F,28210,useifert@googlemail.com,01875449771,Textorweg 20
Marco,Dussen Van,19881002,1988,M,76160,tlustekmary@web.de,01023 866131,Kaspar-Kranz-Platz 2/6
Tadeusz,Käster,20031004,2003,M,04397,iroerricht@gmail.com,01897 970864,Geislerring 9/6
Gotthold,Dippel Beng,19630311,1963,M,21513,ffechner@gmx.de,04578 414974,Schottinstraße 26
Aribert,Nerger,19901015,1990,M,18720,philippschwital@gmail.com,+49(0)5973302955,Margret-Boucsein-Allee 75
Rabea,Tlustek,19610110,1961,F,62439,wolf-ruedigerkrein@aol.de,(02473) 582122,Zänkergasse 3
Marika,Hermann,19890927,1989,F,56744,heinz-josef48@yahoo.de,06869 68253,Plathstr. 32
Karolina,Ernst,19931207,1993,F,17057,gotthardtrubin@gmx.de,+49(0) 936037900,Gießstr. 18-31
Jens-uwe,Thies,19900821,1990,M,05118,alicja82@web.de,06000 038420,Geiselgasse 30
Larissa,Scheel,19941110,1994,F,76419,hermann-josefbeckmann@googlemail.com,08707 49125,Elisabeth-Weller-Weg 12
Leonore,Mentzel,19671021,1967,F,65744,bhering@gmx.de,+49(0)0268583205,Manfred-Adler-Ring 12-90
Lisa,Mans,19480715,1948,F,69957,stahrolav@aol.de,+49(0)0561315896,Horst-Jacob-Platz 88
Luisa,Neureuther,19740528,1974,F,02746,gerlachattila@gmx.de,(03735) 071120,Stiebitzplatz 84
Tamara,Scheel,19580618,1958,F,99880,vanessatextor@yahoo.de,(05829) 163201,Karlheinz-Hänel-Platz 730
Rotraud,Säuberlich,19720103,1972,F,43080,guelaymies@gmx.de,(04802) 732995,Stanislaw-Vollbrecht-Allee 3102
Irmela,Klotz,19850807,1985,F,67829,tjopich@googlemail.com,0079917898,Wulffgasse 0
Zenta,Schweitzer,19800725,1980,F,80570,ron41@hotmail.de,00852220574,Cathleen-Heintze-Allee 5-6
Asta,Juncken-stiebitz,19470722,1947,F,88809,heserrotraud@web.de,+49(0)0229 17659,Bonbachgasse 85-41
Antonio,Rust,19810109,1981,M,65598,rohtstefan@googlemail.com,0742362753,Valentina-Mende-Gasse 724
Apollonia,Gerlach,19670508,1967,F,91181,tania08@googlemail.com,(04147) 98973,van der Dussenweg 59
Mirjam,Pärtzelt,19470719,1947,F,26640,adrianenette@yahoo.de,+49(0)6837 942871,Mitschkestraße 6724
Ehrhard,Freudenberger,19960224,1996,M,01183,pawel96@gmail.com,07751518277,Rolf-Dieter-Mielcarek-Gasse 9/8
Eduard,Gute,20040420,2004,M,61210,heringbertha@web.de,03474 883255,Hans Jürgen-Dörr-Straße 2-6
Siegried,Schlosser,19620228,1962,U,01894,ohuebel@googlemail.com,+49(0) 967096620,Jäkelstr. 5-2
Philomena,Kraus Beng,19940913,1994,F,45713,regine33@web.de,+49(0)4705 588347,Siegmund-Budig-Allee 49
Lena,Schlosser,19590818,1959,F,77532,mikhailreichmann@googlemail.com,09765 523387,Davidsweg 27-27
Linda,Döring,19600328,1960,F,27487,annemarie95@gmx.de,+49 (0) 9977 736135,Atzlerweg 2
Gina,Bärer-hiller,19510626,1951,F,11351,elenahentschel@gmail.com,+49(0)0569 878494,Carina-Niemeier-Straße 34-91
Kazim,Schuchhardt,19690909,1969,M,47766,weitzelhans-gerhard@googlemail.com,(08056) 980230,Dorothea-Naser-Straße 30/43
Lena,Berger,19530922,1953,F,73980,evangeloshuebel@googlemail.com,(09088) 21471,Alwin-Schüler-Straße 10
Hassan,Löffler,19710803,1971,M,37809,josefagiess@gmail.com,00874 00938,Roggeplatz 63/51
Imre,Davids,19620224,1962,M,39590,cschacht@gmx.de,+49(0) 350485938,Abram-Spieß-Platz 835
Swetlana,Rohleder,19800408,1980,F,82457,tmende@googlemail.com,+49(0)8747 26085,Roman-Bauer-Ring 7-6
Hassan,Anders,19830923,1983,M,84882,lissygeisler@yahoo.de,0062459799,Stjepan-Schinke-Gasse 1/8
Victoria,Werner,19810531,1981,F,95176,rsuessebier@gmx.de,+49(0)5340 54829,Fiebigplatz 7/9
Rudi,Rädel,20060628,2006,M,79486,gudeclaudio@web.de,09767 216097,Conradigasse 2-7
Berend,Förster,19670313,1967,M,94095,theobald52@aol.de,0764378683,Leopold-Mosemann-Weg 21-34
Erhard,Rust Beng,19570428,1957,M,58227,fatma78@yahoo.de,+49(0)7989801647,Anneliese-Eimer-Weg 1/1
Hans-otto,Fröhlich,20020528,2002,M,57616,stellahoffmann@hotmail.de,(00088) 53896,Paffrathallee 90-55
Niklas,Schinke,20070222,2007,M,15514,romantrommler@aol.de,+49(0)6388585574,Heinzring 1-9
Aleksej,Scheuermann,19840403,1984,M,63813,leonardojuncken@yahoo.de,00386 40548,Ortmannplatz 1/6
Pius,Gierschner,19911116,1991,M,97749,laszloritter@hotmail.de,+49(0)6985 99415,Scholtzstr. 7096
Lucia,Karz-huhn,19790605,1979,F,50771,ohoefig@yahoo.de,01313 63755,Tobias-Tröst-Platz 878
Gabor,Buchholz,19690906,1969,U,71821,sotto@gmx.de,0112976345,Wernerstraße 2/4
Armin,Sauer,19860426,1986,M,35344,geiselharro@googlemail.com,+49(0)2559 737144,Janusz-Beer-Allee 5/9
Dursun,Bohnbach,19611207,1961,M,72336,reinhardtfranco@yahoo.de,0521825364,Tlustekgasse 51
Peer,Söding,19571207,1957,M,70027,vschenk@gmail.com,(03768) 024125,Beckmannweg 5218
Magret,Hörle,19961021,1996,F,70377,schleichfredo@aol.de,(04351) 888456,Margrafweg 69/79
Monika,Stadelmann,19920608,1992,F,35401,kloos@googlemail.com,+49(0) 480172643,Alice-Kambs-Ring 5169
Maximilian,Paffrath,19740306,1974,M,29312,isoeding@hotmail.de,+49(0) 240995381,Kostolzinstr. 6285
Jolanda,Eckbauer,19631119,1963,F,58685,rennerilhan@aol.de,+49(0)2792013465,Ottoplatz 9735
Aleksej,Bohnbach,19960831,1996,M,16533,kristinaweinhage@googlemail.com,(00973) 74283,Dietmar-Hamann-Weg 56/62
Leander,Süßebier,20060831,2006,M,22246,alice55@gmx.de,0798350662,Josefa-Henschel-Weg 98/12
Caroline,Metz,19490303,1949,F,83436,theinz@web.de,05970459975,Reinhardtallee 546
Philippe,Trommler,19831106,1983,M,10459,christinheinrich@googlemail.com,+49 (0) 2914 187729,Knut-Hübel-Platz 39/38
Nadin,Kranz Beng,19880831,1988,F,51287,ftrubin@gmx.de,0565868474,Drubinring 80/74
Marjan,Kruschwitz,19860710,1986,M,30296,margit30@aol.de,(02510) 28938,Heidelore-Löffler-Allee 3/5
Apostolos,Noack Beng,19830727,1983,M,53220,haenelmiodrag@yahoo.de,03708 71847,Greta-Hande-Weg 94
Anthony,Boucsein,19821027,1982,M,29946,schoenlandimelda@hotmail.de,09093 15450,Petros-Cichorius-Ring 9-2
Agata,Börner-wohlgemut,19710821,1971,F,80978,roseklemt@gmx.de,(01314) 06866,Sophie-Trupp-Gasse 8
Heiko,Reuter Beng,20040906,2004,M,22683,hettnerullrich@aol.de,06245 470650,Bohlanderallee 25/44
Fredy,Römer,19850716,1985,M,78049,ywernecke@googlemail.com,+49 (0) 4478 962393,Gorlitzplatz 2
Ingeborg,Schäfer,20000825,2000,F,47867,wendehilda@web.de,+49(0)7651 551268,Löwerring 86-61
Ilja,Stahr,19830502,1983,M,98108,margaretha63@gmail.com,0539507531,Cemal-Reinhardt-Weg 8134
Mattias,Segebahn Beng,19741116,1974,M,82897,andreybeyer@web.de,+49 (0) 2101 653028,Liebeltring 2
Vitali,Schäfer,19900831,1990,M,40392,heinrich94@googlemail.com,+49(0) 447962638,Rennerweg 4/6
Benjamin,Jungfer,19550820,1955,M,29904,margaretha44@gmail.com,+49(0)6454 40925,Annegrete-Neureuther-Weg 61-15
Reinhold,Seifert,20030312,2003,M,74841,draganschulz@web.de,+49(0)4915581339,Virginia-Heidrich-Straße 4/3
Gundi,Juncken,19960720,1996,F,07844,aheinrich@aol.de,+49(0)2020 727015,Hans-Michael-Briemer-Platz 0
Liliana,Hövel,19841005,1984,F,04896,stilla88@gmail.com,(04212) 55688,Buttestraße 83-99
William,Dussen Van,19720929,1972,M,75252,cmuehle@aol.de,04565 152623,Babett-Scheel-Weg 56
Burkard,Steinberg,19870705,1987,M,12793,emmy68@web.de,(01106) 681943,Cetin-Etzler-Ring 3-3
Doreen,Säuberlich Beng,19860510,1986,F,65423,sevimschueler@web.de,(09713) 586970,Wilma-Steinberg-Ring 443
Elisabet,Gute,19860604,1986,F,12161,valentinschleich@aol.de,02279 78651,Karzstraße 4-5
Nicolai,Weller,19851017,1985,M,60082,xsuessebier@googlemail.com,(07152) 77056,Drewesweg 732
Carolin,Bachmann,19491126,1949,F,87985,danilo74@gmail.com,+49(0)7239 763113,Fiebigweg 5-7
Antoinette,Thies,19900531,1990,F,99545,volkmarbaum@aol.de,+49(0)0799626500,Jockelgasse 9/6
Katharina,Jopich,19850808,1985,F,61815,leifweiss@gmx.de,(01763) 03684,Löchelring 3
Guiseppe,Fiebig,19470623,1947,U,92713,mathias31@gmx.de,+49(0)8377 99403,Heidemarie-Patberg-Ring 91/24
Irmtraut,Schottin,19780314,1978,F,15949,blochbeate@web.de,(07624) 269992,Imre-Steuer-Weg 324
Priska,Lindner-hübel,19911104,1991,F,17306,siegridbruder@web.de,+49(0)0333 43301,Nettestraße 405
Danilo,Holt,19890929,1989,M,47825,stavros44@googlemail.com,02869 004821,Weinhagegasse 640
Evelyn,Schulz,19720104,1972,F,30031,dittmarwarmer@googlemail.com,(06436) 74430,Timm-Ullrich-Weg 99
Hans-uwe,Keudel,19811023,1981,M,16427,evelinedavids@googlemail.com,07898425500,Abdul-Graf-Allee 501
Mariola,Grein Groth,20030812,2003,F,43284,willibertkaul@googlemail.com,+49(0) 717662368,Birgitta-Gunpf-Gasse 856
Mike,Müller,19480330,1948,M,21727,marie-louisehartmann@gmail.com,(00114) 436733,Darko-Zobel-Straße 8311
Benjamin,Walter,19940129,1994,M,10083,horst-dieter26@aol.de,06458 73024,Lidia-Zimmer-Straße 92/69
Waltraut,Killer,20020216,2002,F,14262,oluebs@googlemail.com,+49(0) 302503050,Dussen vanplatz 2/9
Jan-peter,Heinrich,19930511,1993,M,18172,adele44@gmail.com,+49(0)4200358957,Elfriede-Geisel-Straße 19
Edeltraut,Steinberg,19530527,1953,F,57795,sven35@gmx.de,+49(0)7493 82497,Karin-Jähn-Allee 1
Timo,Loos,19811222,1981,M,25382,klaere91@googlemail.com,03895 77834,Sigrun-van der Dussen-Platz 66-49
Pirmin,Huhn Beng,19560901,1956,M,04693,annelore24@yahoo.de,(00184) 34412,Pruschkeweg 2161
Carla,Mälzer,19881215,1988,F,29814,hoefigabbas@web.de,+49 (0) 7638 313712,Meyerstraße 23
Dennis,Bender,19950701,1995,M,68240,meralrose@gmail.com,(01818) 212308,Sontagplatz 806
Woldemar,Jäkel-heidrich,20060715,2006,M,81794,mansmadlen@aol.de,(04792) 514853,Hellwigplatz 337
Swen,Barkholz,19641211,1964,M,47625,ischolz@googlemail.com,+49(0)3252042632,Bonbachgasse 606
Klaus-günter,Bruder,19480901,1948,M,58379,wilmaheuser@aol.de,+49(0)7105 682905,Vollbrechtplatz 4818
Gerolf,Hellwig,19920818,1992,M,07165,irmgard00@gmx.de,09640 30303,Ansgar-Mitschke-Ring 8588
Maik,Hein,19550610,1955,M,53805,insahaase@gmx.de,+49 (0) 0432 888318,Bährgasse 41
Hartmuth,Stiebitz,19880501,1988,M,48668,wibkemaelzer@web.de,+49(0) 863399398,Steuergasse 74/33
Norma,Sauer,20020412,2002,F,82737,selimschlosser@yahoo.de,08786257418,Rosenowstraße 1-4
Sofia,Stiffel,20040622,2004,F,34032,ladeckfredi@gmail.com,0819352380,Mansgasse 55-65
Meike,Junitz,19951129,1995,U,53454,ante39@googlemail.com,07976 92664,Aloys-Hoffmann-Gasse 71-45
Yasemin,Jungfer,19820807,1982,F,70264,xjaentsch@googlemail.com,07115 62860,Matthäiweg 974
Heimo,Hoffmann,19480329,1948,M,81388,sibelschaefer@web.de,05256 998031,Ullmannplatz 31/82
Diethard,Johann,19941030,1994,M,15001,lzaenker@aol.de,+49(0)7256175555,Gierschnerallee 5-5
Katarina,Lehmann,19830228,1983,F,71977,verenahornig@googlemail.com,(06085) 22372,Wilmsstr. 36/46
Kristiane,Mans,19900325,1990,F,26730,ustadelmann@gmx.de,05559 94213,Jäkelgasse 2396
Michaele,Kuhl,19880213,1988,F,93382,damaris75@gmx.de,04342 859962,Paulo-Süßebier-Platz 95
Melissa,Nerger,19740518,1974,F,00646,rkoch@gmail.com,+49(0) 872336244,Anne-Kensy-Platz 9-3
Larissa,Bolander,19910620,1991,F,57751,hweiss@yahoo.de,0091713025,Frank-Zobel-Straße 134
Corina,Schacht Beng,19901125,1990,F,01946,annerose08@hotmail.de,03626378653,Heinzplatz 5/2
Ruth,Rogner Beng,20070430,2007,F,28694,sknappe@yahoo.de,+49(0) 112201881,Heidrichstr. 704
Hassan,Gierschner,19500830,1950,M,55512,norma48@googlemail.com,00695481926,Kitzmannring 25/10
Ada,Gotthard,19890408,1989,F,67453,caroline02@hotmail.de,+49 (0) 9890 219692,Zänkerring 427
Bernadette,Benthin,20060710,2006,F,63561,heinrichrenata@hotmail.de,+49(0)3985973691,Otto-Hartung-Platz 13-11
Serpil,Renner,19810520,1981,F,98754,hartmuthbender@hotmail.de,04263509425,Angelica-Riehl-Weg 8
Marija,Gute,19900822,1990,F,93752,hjaekel@hotmail.de,00413681672,Tania-Kruschwitz-Straße 32/30
Rosa-maria,Kensy,19830217,1983,F,29032,hans-erichhoffmann@yahoo.de,00063 34226,Johannes-Fechner-Ring 960
Annekatrin,Van Der Dussen,19540510,1954,F,16606,ingriedklotz@googlemail.com,+49(0)3096 52647,Boris-Neuschäfer-Gasse 8404
Lidia,Nette,20031016,2003,F,57039,doloresscholl@googlemail.com,+49(0) 759673545,Henner-Misicher-Gasse 56
Lili,Käster-pärtzelt,19951119,1995,F,60016,mudepaul-heinz@yahoo.de,+49(0)4926 132173,Nadia-Riehl-Straße 826
Sönke,Hänel,19921031,1992,M,17213,rohlederguenther@gmail.com,01599 86591,Eva-Maria-Krebs-Straße 45/41
Rena,Heidrich-jähn,19610429,1961,F,22896,pgumprich@aol.de,(08254) 449558,Jozef-Johann-Gasse 7466
Marie-louise,Reichmann,20070617,2007,F,17953,drubinmarcus@yahoo.de,(03605) 39356,Niemeierplatz 890
Hedda,Jopich,19491027,1949,F,12293,witoldstiffel@web.de,+49 (0) 4624 185428,Schmiedeckeallee 1
Antonina,Mitschke,19650330,1965,F,07122,ianders@hotmail.de,+49(0)1841219630,Malgorzata-Adler-Platz 7
Karsten,Dietz,19920510,1992,M,23521,jasmina69@gmx.de,03707 40479,Meral-Winkler-Gasse 2
Gerd,Kramer,19830127,1983,M,85584,lkallert@aol.de,+49(0)7652 06217,Reisingweg 5-4
Denise,Berger,19811122,1981,F,16949,otlustek@web.de,0589293057,Wolfgang-Stadelmann-Weg 8142
Georg,Roskoth,19760409,1976,M,32319,thenk@hotmail.de,08524 77996,Karsten-Hornich-Allee 97
