first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address
Jenny,Eberhardt,19600728,1960,F,90633,lroerricht@googlemail.com,+49(0)6488487657,Geißlerstr. 80-97
Saskia,Scheuermann,19570328,1957,F,02478,rosmarievogt@gmx.de,(03857) 91648,Grafstraße 29/71
Valerij,Ditschlerin Beng,19930515,1993,M,75934,ullmannhans-joachim@hotmail.de,08812 56467,Buttegasse 443
Heimo,Sager,19660815,1966,M,68673,stolzealexandre@googlemail.com,05148 547975,Vlado-Schenk-Straße 4190
Sieglinde,Karge,19690817,1969,F,62091,ahecker@hotmail.de,(00906) 204222,Betina-Junck-Ring 252
Gülten,Stiffel,19760526,1976,F,33966,meta92@web.de,+49 (0) 9816 734634,Anna-Maria-Stoll-Weg 38-60
Heiderose,Neuschäfer,20010224,2001,F,78705,annegretweinhold@web.de,03713657026,Franka-Weitzel-Platz 15
Siegbert,Schmiedecke Beng,19520514,1952,M,47433,tatjana24@aol.de,00662 16298,Etzoldallee 1/3
Gilda,Hermighausen,19511117,1951,F,68126,tintzmannhenriette@googlemail.com,+49(0)7648 03760,Adrian-Schüler-Gasse 2584
Goran,Stiffel-hornich,19950315,1995,M,63373,eliserose@hotmail.de,+49(0)2970875274,Friedrich-Karl-Buchholz-Straße 22-67
Ante,Geisler,19590219,1959,M,59447,dpatberg@yahoo.de,+49 (0) 9381 378050,Hethurweg 9/4
Emilie,Sölzer,20000303,2000,F,14302,kbolander@gmx.de,+49(0)8110 02820,Rafael-Steckel-Platz 6
Hans-helmut,Niemeier,20060102,2006,M,66868,klapphans-helmut@googlemail.com,+49(0)7969692169,Paul-Boucsein-Platz 15
Nermin,Stumpf,19920303,1992,U,47647,arno77@web.de,+49(0)4300 77943,Reuterweg 4516
Tina,Schweitzer,19510326,1951,F,28255,hessgiovanna@aol.de,00330 557549,Schaafplatz 6526
Thoralf,Schottin-zahn,19960713,1996,M,47678,reneroerricht@yahoo.de,0623530951,Pruschkeweg 1158
Meinolf,Rudolph-neureuther,19960414,1996,M,77180,dietlindputz@aol.de,+49(0) 649777676,Aumannstraße 430
Insa,Neuschäfer,19681112,1968,F,82499,froehlichtheodora@googlemail.com,0171943479,Pohlring 6-2
Klaus-d,Ernst,19520902,1952,M,10125,rosiholt@yahoo.de,+49(0)2595 61189,Hilmar-Nerger-Platz 2325
Hans-detlef,Lange,19870115,1987,M,17978,friedhelmbloch@yahoo.de,(00310) 866128,Hanna-Bolander-Ring 2-6
Leyla,Schmidt Beng,19970523,1997,F,41783,werajacob@gmx.de,(01822) 830184,Gundi-Buchholz-Straße 7
Harri,Schmiedt-ullmann,19780125,1978,M,69968,kemalziegert@gmail.com,+49(0)5479 184964,Tom-Gunpf-Straße 43
Wolf-dieter,Knappe,19870224,1987,M,44063,henckoswin@hotmail.de,+49(0)5452981538,Barkholzallee 4794
Roman,Barkholz,19900905,1990,M,60668,roemerwalter@hotmail.de,+49(0) 534667118,Hardy-Döhn-Allee 6
Rosmarie,Kreusel,19791010,1979,F,47609,carmelo92@aol.de,(04507) 520555,Rita-Budig-Platz 28
Kathi,Mielcarek,19580623,1958,F,67314,xcarsten@hotmail.de,00513 976068,Strohweg 8931
Marcella,Zahn,19561118,1956,F,31005,emanuel10@hotmail.de,+49(0) 081654651,Klappstr. 612
Sahin,Döring,19541101,1954,U,13574,cordcichorius@yahoo.de,(00575) 63215,Valeria-Hein-Weg 78-15
Erna,Pruschke Beng,19610215,1961,F,78082,branka65@yahoo.de,04365 385999,Junitzstr. 928
Utz,Margraf Beng,19741009,1974,M,69009,kriehl@web.de,(04182) 047865,Tadeusz-Heydrich-Ring 1/8
Vesna,Eckbauer,19610921,1961,F,42137,zahnadolf@hotmail.de,0320219295,Cindy-Kruschwitz-Weg 93/29
Wilfried,Löffler,19800812,1980,M,29968,binnerrebecca@gmail.com,+49(0)3169 971874,Lachmannstraße 6-7
Nicolai,Gertz,19790428,1979,M,74108,eberhardtkonstanze@googlemail.com,+49 (0) 0745 388796,Carolina-Radisch-Allee 5/3
Gabriela,Bloch-otto,19631021,1963,F,93089,benderselim@gmx.de,(04027) 391507,Abbas-Krein-Weg 3/6
Kilian,Weitzel,19521109,1952,M,17654,uwilmsen@aol.de,+49(0) 371020524,Elisa-Pechel-Allee 97-19
Antoinette,Schüler,20040507,2004,F,68402,constancepieper@aol.de,06198047138,Roger-Hölzenbecher-Straße 7-6
Axel,Döhn,19761220,1976,M,62170,mikhail51@googlemail.com,00482661740,Elisa-Stiffel-Straße 72/31
Kathy,Löffler,19731224,1973,F,49889,karina29@gmx.de,0939454192,Kuhlplatz 9-6
Hans,Peter Berger,20060516,2006,M,09187,ludwinastroh@googlemail.com,+49(0)8864 363436,Hentschelstraße 5/8
Rosemarie,Haering,19631202,1963,F,02053,annelieselosekann@hotmail.de,+49(0)8926 29105,Leonardo-Kohl-Straße 413
Ante,Hertrampf,19631228,1963,M,15396,austermuehlemagrit@yahoo.de,+49(0)2308 13750,Patbergallee 916
Joseph,Schönland,19900811,1990,M,66478,hartungbenno@gmx.de,+49(0)4533 987637,Mitschkering 68/48
Elsa,Hesse-bauer,19470121,1947,F,39070,langernmato@aol.de,+49(0) 368151335,Heuserweg 56/66
Kevin,Höfig,19730915,1973,M,99552,reimundbenthin@aol.de,(02184) 056197,Röhrichtplatz 61-38
Angelika,Franke,19991015,1999,F,10199,njaentsch@gmx.de,+49 (0) 5293 455117,Fatih-Stolze-Ring 897
Diedrich,Hauffer,20060604,2006,M,70868,klorch@web.de,+49 (0) 4521 007810,Torben-Klapp-Allee 4691
Frida,Hoffmann,19540928,1954,F,42453,bonbachedit@yahoo.de,03784 907845,Handegasse 22/57
Gesche,Liebelt,19970127,1997,F,93121,rbonbach@googlemail.com,(03486) 94321,Adriana-Schmiedt-Allee 7-6
Danielle,Gutknecht-herrmann,19560624,1956,F,41217,bodomeyer@googlemail.com,+49 (0) 5416 049811,Joana-Eberth-Weg 84-16
Eugen,Caspar-thanel,19600810,1960,M,71836,grzegorzmaelzer@yahoo.de,03446910809,Aleksandr-Conradi-Ring 44
Peer,Jungfer,19480225,1948,M,70722,pbutte@aol.de,02858 22797,Gutestr. 33/68
Franz-peter,Mentzel,19691008,1969,M,76298,manuela35@hotmail.de,+49(0)9556 103546,Försterweg 71-16
Heiner,Albers,19580310,1958,M,61011,cstroh@yahoo.de,+49(0)3693 166164,Yvette-Wagenknecht-Straße 16
Antonios,Geisel,19460627,1946,M,44453,istiebitz@web.de,04143825934,Hansgeorg-Bachmann-Gasse 26-51
Mohammed,Tschentscher,19620717,1962,M,60576,atzlervolkmar@hotmail.de,00512 73178,Jonas-Jungfer-Platz 9-3
Bruni,Hartmann,19850804,1985,F,14296,benita88@googlemail.com,01364 20709,Heserstr. 82
Engin,Jockel,20070804,2007,M,08738,agathe13@yahoo.de,+49(0) 858734690,Trude-Werner-Straße 66/78
Samir,Hertrampf,19480625,1948,M,33506,dehmelerdal@web.de,09410713630,Heiner-Zobel-Gasse 7/2
Franco,Linke,19570726,1957,M,40940,constantinpieper@yahoo.de,(00200) 04838,Beckmannstraße 7/1
Pedro,Rörricht-blümel,19931215,1993,M,95680,fritschlinus@yahoo.de,01828687213,Steystr. 795
Ernst-otto,Junck,19480709,1948,M,38375,sontagmaike@yahoo.de,(03319) 66723,Noackring 5261
Randolf,Wohlgemut,19571224,1957,M,28103,benthinjanin@hotmail.de,+49(0)6401 60587,Brigitte-Lindau-Allee 5297
Bodo,Löchel,19510115,1951,M,53242,irmela57@yahoo.de,+49(0) 008854099,Guteweg 508
Songül,Briemer-lindner,20041020,2004,F,97250,grafhans-joerg@gmail.com,+49(0)2230 615416,Jeannette-Trupp-Platz 11/78
Michaele,Mies,19471202,1947,F,17818,segebahnfrauke@yahoo.de,01861 106896,Johanne-Krebs-Weg 2-4
Irmi,Bohlander-ehlert,19961003,1996,F,71286,lmuehle@yahoo.de,02865 06503,Harloffgasse 837
Serge,Franke,19801221,1980,M,92818,malgorzata80@web.de,(06724) 916088,Bährallee 2
Svetlana,Ritter,19460117,1946,F,59288,unoack@gmail.com,01013308227,Stumpfallee 5923
Gerdi,Eimer,19961022,1996,F,08024,nadia34@gmx.de,04463 375227,Nadine-Pölitz-Allee 1/3
Lotti,Radisch,19990303,1999,F,28018,remoharloff@googlemail.com,09281 74739,Walli-Käster-Allee 44
Telse,Meyer,19570917,1957,F,78206,hoelzenbechermagdalena@web.de,(09374) 590047,Pechelstr. 8867
Henri,Knappe,19860308,1986,M,58799,carolinschwital@aol.de,0303647291,Claas-Rudolph-Straße 229
Helmut,Wagner,19970521,1997,M,05058,reinerkuhl@aol.de,+49(0) 805804247,Schenkstraße 54
Ibrahim,Birnbaum,19581017,1958,M,35812,whahn@googlemail.com,+49 (0) 1124 430117,Donald-Schüler-Straße 8
Dorothe,Lange,19671120,1967,F,15637,steinbergleonhard@web.de,0864989955,Johanngasse 7
Gönül,Wilms,20061208,2006,F,53432,nuray55@gmx.de,+49(0)0581 975433,Gorlitzallee 875
Hildegund,Albers,19550223,1955,F,52521,angelodehmel@web.de,+49(0)7273099310,Täschegasse 25
Amelie,Gertz,19920421,1992,F,66045,antonino61@gmx.de,+49 (0) 1106 547141,Scheibegasse 814
Gunda,Bolzmann-pärtzelt,20060224,2006,F,54931,hethurklaere@web.de,+49(0) 494684115,Dörrweg 6458
Valentin,Weihmann,19751124,1975,M,82709,heusermahmoud@gmail.com,07501693647,Dorothea-Sölzer-Weg 7-7
Katharina,Ackermann Beng,19641003,1964,F,02028,gertzjennifer@hotmail.de,(01438) 872924,Briemerweg 85-95
Ortrud,Beyer,19490830,1949,F,40924,blankapreiss@aol.de,+49(0)0172 38552,Eckhard-Lorch-Straße 9
Amir,Krein,19490802,1949,M,57841,thanelwera@aol.de,(05935) 343308,Cemal-Trommler-Ring 6/3
Natali,Scholl,19801215,1980,F,51192,jessellotte@googlemail.com,00324661169,Judith-Möchlichen-Platz 3
Delia,Conradi,19650114,1965,F,10242,catharinawagner@googlemail.com,+49(0)4640 853807,Stiffelweg 842
Cemal,Hornich,19820729,1982,M,07892,edwindoerschner@aol.de,+49(0) 806207387,Ignatz-Wilms-Platz 5/6
Ariane,Hering,19600805,1960,F,87493,rrust@web.de,(02921) 753132,Cengiz-Matthäi-Gasse 4/2
Gabi,Schomber,19561028,1956,F,52168,pgude@gmail.com,+49(0) 534758975,Geißlerstraße 4306
Alban,Hövel,19920903,1992,M,69061,nloechel@googlemail.com,+49(0) 870251134,Samira-Schenk-Allee 0
Kathrin,Rogner Beng,19471031,1947,F,23344,winklerasta@gmail.com,(07323) 331872,Meike-Beyer-Straße 7-9
Carl,Weihmann-rohleder,19590131,1959,M,72331,sylvanakrause@web.de,+49(0)5309994969,Bertram-Gehringer-Allee 6
Dorina,Ebert,20020307,2002,F,22317,jrogner@gmx.de,+49 (0) 6281 714469,Schäfergasse 604
Diane,Riehl Beng,19940426,1994,F,30850,dowergkarl-juergen@gmail.com,(02184) 174269,Ralf-Heser-Ring 5-7
Bert,Hartung,19631128,1963,M,14744,klothildeseidel@hotmail.de,06924589617,Woldemar-Fritsch-Allee 4-6
Kai-uwe,Sager,19660827,1966,M,49265,antonioklingelhoefer@yahoo.de,+49(0)4212 70911,Volker-Tlustek-Allee 25
Amalie,Pruschke-hiller,19820203,1982,F,72745,vmoechlichen@aol.de,03122385294,Svenja-Stey-Ring 95/92
Mina,Oestrovsky,19950323,1995,F,73542,zeimer@hotmail.de,+49(0) 911856273,Hellmuth-Becker-Straße 7404
Marliese,Dietz,20050917,2005,F,45693,tdavids@googlemail.com,+49 (0) 4592 803183,Annegret-Fiebig-Weg 82/21
Natalie,Mude-gotthard,19500401,1950,F,64030,natali62@web.de,(09322) 937034,Jäkelstraße 4-9
Nurten,Mielcarek,19551215,1955,F,57532,karl-georgruppersberger@gmx.de,+49(0) 122912278,Hanife-Anders-Gasse 7
Osman,Löchel,19990827,1999,M,28685,manuel53@web.de,09238 448043,Vollbrechtplatz 335
Dagmar,Schleich Beng,19871212,1987,F,67167,justina39@gmail.com,+49(0) 324183306,Hänelallee 372
Ludwina,Kohl,19790628,1979,F,74810,zoestrovsky@gmail.com,+49(0)2236834865,Kargering 362
Vinzenz,Kallert,19991013,1999,M,19935,abramschleich@gmail.com,00595 42127,Wilfriede-Kabus-Straße 8329
Emmy,Klapp,19771207,1977,F,28005,edith75@web.de,(06204) 488433,Rörrichtplatz 887
Leyla,Holsten,19591223,1959,F,98811,gabrielascheel@gmx.de,(03790) 036480,Jäntschweg 40/37
Hilma,Kaul,19841110,1984,F,96609,heinz-joachimkiller@yahoo.de,04225556271,Verena-Wohlgemut-Weg 62/97
Heinz-walter,Ziegert,20010615,2001,M,74382,olgarust@hotmail.de,+49(0)4362248495,Davidsring 76
Horst-dieter,Trupp Beng,19920114,1992,M,71235,gitte95@googlemail.com,+49(0)7825 177869,Hans-Michael-Rohleder-Ring 4-1
Bruni,Bolnbach,19680515,1968,F,17523,margareta92@hotmail.de,(01696) 49050,Eva-Jüttner-Straße 8499
Ute,Segebahn,20060122,2006,F,28315,ffaust@googlemail.com,+49 (0) 7039 624100,Henschelallee 7-7
Frieder,Röhrdanz,19550301,1955,M,10989,lgerlach@gmx.de,+49(0) 576750650,Ortmannweg 35
Mathilde,Gnatz,19631223,1963,F,60428,oliver12@web.de,+49(0)9568 92877,Rohlederstr. 615
Utz,Löwer,19451222,1945,M,69180,benthinsebastiano@yahoo.de,+49(0) 154889711,Susanne-Hellwig-Allee 66
Ruben,Benthin,19700711,1970,M,99268,kambsrichard@googlemail.com,+49 (0) 7084 486694,Wohlgemutring 9
Kristina,Söding,19450413,1945,F,15275,juettnersalih@gmx.de,+49(0)9916 123432,Alessandro-Mielcarek-Ring 99-64
Helena,Gieß,19710625,1971,F,78289,kuhlhans-albert@gmail.com,0398380330,Pasquale-Weiß-Platz 2/6
Jan-peter,Weinhold-köster,20020527,2002,M,12196,kgeisel@yahoo.de,0002382042,Tatiana-Lachmann-Allee 2/8
Sedat,Mude,19510417,1951,M,45443,rose-marie60@hotmail.de,+49(0)0482043216,Klotzallee 79
Hubertine,Steuer,19881114,1988,F,59911,jolanthebauer@gmail.com,+49(0)9484 868696,Zänkergasse 3/7
Manja,Rörricht,19450418,1945,F,40355,renahoelzenbecher@web.de,09288723814,Hermann-Rogge-Ring 75/20
Cornelia,Radisch,20020828,2002,F,04525,neureutherbrian@gmail.com,06622466821,Helfried-Hellwig-Allee 9/1
Hildegart,Zahn,19951018,1995,U,27300,asta92@gmx.de,0510870633,Speerallee 6-7
Fadime,Klingelhöfer,19600117,1960,F,24133,hildebolnbach@hotmail.de,(05524) 097442,Krauseallee 17
Karolina,Noack Beng,20060908,2006,F,39518,luciajunitz@hotmail.de,02637 32387,Aysel-Hiller-Gasse 77-38
Konstantinos,Fiebig-klemt,19450617,1945,M,40232,dimitriosschmidt@gmail.com,+49(0)2217 44438,Scheuermannweg 45
Cordula,Faust,20020202,2002,F,06756,johanngierschner@googlemail.com,+49 (0) 9084 141865,Victor-Hecker-Platz 0
Andres,Nohlmans,20070116,2007,M,42957,lidia72@aol.de,08733123234,Beyerstraße 29/13
Peer,Lorch,19870822,1987,M,01012,fjuettner@yahoo.de,+49(0) 623748493,Emmy-Bruder-Allee 12/38
Justine,Trommler-mohaupt,19540903,1954,F,17020,uheinz@gmx.de,+49(0)2283 242947,Martine-Vollbrecht-Allee 26/86
Irmtraut,Weihmann,19591018,1959,F,49839,virginia83@googlemail.com,06293 416403,Boucseinstr. 64-31
Traude,Stoll,19520503,1952,F,83367,kargeherbert@yahoo.de,+49 (0) 8264 741214,Kuhlallee 4553
Almuth,Radisch,19490502,1949,F,67134,gutemarie-luise@gmx.de,+49(0)8208 120290,Römergasse 48
Franka,Ruppersberger,19921111,1992,F,58848,hardy05@gmail.com,0191389157,Schmidtstr. 14-22
Carmelo,Tlustek,19980530,1998,M,10163,marieluisemuelichen@web.de,+49(0)8565206925,Felix-Trapp-Weg 51-78
Jonathan,Wilmsen-rosemann,20050201,2005,M,32269,henkkaroline@aol.de,(04507) 112495,Weitzelplatz 2
Hans,D Segebahn,19570113,1957,M,89086,ziegertgerman@gmx.de,+49(0)2700 235125,Francoise-Löwer-Platz 2081
Elfriede,Roskoth-bloch,19860813,1986,F,20489,claire43@yahoo.de,03171 30986,Bachmannplatz 871
Viviane,Ebert,19890413,1989,F,78622,margitmargraf@web.de,00843 703689,Jacobi Jäckelallee 30/39
Karl,Heinz Van Der Dussen,19851206,1985,M,05825,eggert53@gmx.de,06995 761796,Emil-Gunpf-Ring 13
Georg,Heinz,19810602,1981,M,25324,cwilms@googlemail.com,09471 153326,Elfie-Schottin-Platz 61
Gislinde,Dussen Van-weitzel,19950906,1995,F,79808,adrianabarth@googlemail.com,0803186357,Heidrichring 58
Peter,Röhricht,19801208,1980,M,18625,druppersberger@googlemail.com,0052126179,Gert-Krein-Platz 2-6
Hans-helmut,Otto,19830616,1983,M,40143,trubinlotte@gmx.de,+49(0)3988 155323,Samir-Dörschner-Ring 21
Ryszard,Hornig,19710329,1971,M,12001,rebekka63@gmx.de,+49(0)9246 28514,Brigitte-Benthin-Allee 9842
Zeki,Kitzmann,20010620,2001,M,44155,wolf-dieterdobes@yahoo.de,01950739647,Wolf-Dietrich-Wiek-Gasse 75-67
Yasmin,Ullrich,19480508,1948,F,52879,romuald10@yahoo.de,(04919) 325089,Christoph-Drewes-Weg 993
Rabea,Rohleder,19520815,1952,F,85458,sigmund71@gmail.com,+49(0) 946843773,Barbara-Schwital-Allee 31-55
Julie,Preiß,19951218,1995,F,97933,ihauffer@aol.de,0043023890,Iwan-Haering-Gasse 319
Christian,Kreusel,20020928,2002,M,41470,heinfriedkrein@yahoo.de,05661 35518,Marius-Gumprich-Gasse 3-4
Raissa,Geißler,19650507,1965,F,15842,jpaertzelt@web.de,(09915) 04114,Barthring 8
